vertices,nanoseconds_sorted,nanoseconds_random,nanoseconds_inverted
91,681655,908120,921146
91,571296,909333,921366
91,567570,905164,964015
91,675313,955780,912114
91,645513,913351,980765
91,574010,962785,910256
91,573569,915193,910690
91,575405,909986,903740
91,573679,908203,914729
91,701137,1.17563e+06,987161
91,572222,1.04224e+06,910678
91,568699,906531,907943
91,571685,1.03006e+06,944158
91,569895,909020,909559
91,573639,1.81123e+06,909064
91,570761,910060,932266
93,617721,1.14912e+06,1.00592e+06
93,589899,1.10336e+06,1.16692e+06
93,591387,955466,958730
93,772805,957708,971644
93,636105,1.01313e+06,1.02927e+06
93,597739,1.0292e+06,957279
93,592190,954924,951932
93,592821,1.14046e+06,962521
93,839151,952661,1.80316e+06
93,632310,1.02102e+06,962319
93,639813,953115,959049
93,588570,956209,1.43884e+06
93,676210,1.21851e+06,950883
93,1.09068e+06,954136,1.17596e+06
93,624654,1.01686e+06,955856
93,685909,1.05414e+06,1.06076e+06
93,637023,1.08829e+06,1.03299e+06
93,596180,970340,956329
93,696638,953849,986721
93,598443,1.11224e+06,957665
93,589750,957047,961591
93,589436,947434,949653
93,634604,1.02526e+06,1.01743e+06
93,589329,955812,948859
93,593517,976798,950358
93,906797,954806,1.02232e+06
93,589503,967527,960865
93,591703,1.11853e+06,956212
93,667478,1.02929e+06,957510
93,591426,953480,945482
93,717970,947953,958908
93,589454,953563,954229
93,587703,950186,953734
93,595504,942901,951109
93,590309,949490,1.1836e+06
93,594783,953893,982591
93,1.20214e+06,967829,1.78922e+06
93,692443,1.10017e+06,1.09621e+06
93,914154,1.10094e+06,1.02585e+06
93,1.04369e+06,2.4442e+06,1.50009e+06
93,674601,1.15912e+06,969057
93,633660,1.16984e+06,962197
93,588845,946971,958161
93,717470,958932,952202
93,761160,994200,1.50892e+06
93,712793,1.55411e+06,1.17711e+06
93,787341,1.20209e+06,1.52903e+06
93,590814,991135,950478
93,597159,1.04475e+06,957029
93,589310,962463,1.61777e+06
93,688467,1.75862e+06,1.08489e+06
93,643108,1.10272e+06,1.01042e+06
93,590332,1.05134e+06,950372
93,591118,955801,955807
93,593825,951268,956773
93,622668,946831,958846
93,592962,955706,951778
93,597206,1.1554e+06,1.0521e+06
93,637542,1.02605e+06,949609
93,590109,1.02463e+06,949333
93,588262,951796,1.05583e+06
93,589939,947480,956416
93,596951,954388,954269
93,589354,956895,1.0709e+06
93,629894,952355,960380
93,597454,1.05716e+06,954151
93,589521,1.01036e+06,960490
93,593638,954756,958476
93,692580,959477,1.08757e+06
93,593100,957111,957926
93,602937,951612,964547
93,590603,947900,952773
93,596912,953409,1.02932e+06
93,589347,987969,1.02574e+06
93,637130,1.01878e+06,1.01405e+06
93,591959,1.0252e+06,953894
93,787337,1.4766e+06,1.07727e+06
93,677237,1.09497e+06,1.09823e+06
93,637523,1.16626e+06,1.01295e+06
93,659984,1.24855e+06,989807
93,599302,1.00102e+06,956666
93,587906,946815,958565
93,1.14338e+06,1.16477e+06,1.18112e+06
93,749289,1.08618e+06,1.13461e+06
93,631005,1.07782e+06,1.01475e+06
93,591317,968922,949497
93,679644,952690,953384
93,590310,972686,948543
93,648090,955404,993042
93,591331,965822,965494
93,789303,1.94851e+06,1.14146e+06
93,667580,1.09559e+06,1.01784e+06
93,589241,1.02456e+06,953103
93,590600,955538,1.62493e+06
93,631621,1.20232e+06,986847
93,589216,956240,952925
93,592506,957287,950036
93,1.26845e+06,947903,1.13529e+06
93,630355,1.05976e+06,988082
93,589798,948082,954813
95,620294,999037,1.04502e+06
95,621435,1.13517e+06,1.01559e+06
95,618361,991113,1.01431e+06
95,618514,1.00025e+06,997654
95,617398,991062,1.00589e+06
95,961345,999381,998790
95,622347,1.00485e+06,999260
95,617962,992816,1.02911e+06
95,618524,990103,1.10256e+06
95,619669,1.10616e+06,998549
95,618242,995295,1.02672e+06
95,623059,996580,1.0205e+06
95,625832,1.03687e+06,996051
95,680035,1.06829e+06,1.07828e+06
95,618579,989901,993324
95,622811,998289,999487
95,692973,995642,999049
95,717009,1.53444e+06,1.16106e+06
95,715806,1.1427e+06,1.06585e+06
95,621388,1.06102e+06,996179
95,619077,996729,1.01376e+06
95,618479,994270,1.00116e+06
95,618783,992215,996557
95,623027,997046,1.06926e+06
95,708976,998683,1.14533e+06
95,710533,1.15075e+06,1.06298e+06
95,655551,1.05551e+06,1.98357e+06
95,713140,1.78532e+06,1.13982e+06
95,680596,1.15006e+06,1.06663e+06
95,617631,1.06914e+06,1.00182e+06
95,628223,999240,995438
95,619985,1.03906e+06,1.00352e+06
95,622210,1.00197e+06,994343
95,639955,992318,1.00025e+06
95,625272,1.0009e+06,997866
95,647036,996651,1.004e+06
95,619326,995800,998578
95,618115,986127,1.13642e+06
95,619023,1.00497e+06,1.00598e+06
95,616619,1.00508e+06,997765
95,618399,1.0724e+06,1.00322e+06
95,655838,1.03217e+06,1.16039e+06
95,711105,1.14837e+06,1.10557e+06
95,662659,1.06788e+06,1.01965e+06
95,664356,996243,1.45519e+06
95,1.11825e+06,2.68228e+06,1.17646e+06
95,624603,1.05547e+06,998885
95,627043,997458,1.12862e+06
95,621348,996752,1.00461e+06
95,618132,1.00039e+06,1.00127e+06
95,618862,991366,1.07206e+06
95,649734,1.06942e+06,991668
95,617086,992310,1.59227e+06
95,674676,1.20862e+06,1.0697e+06
95,709788,1.06534e+06,992532
95,618290,1.00728e+06,998368
95,618085,991033,1.0075e+06
95,659753,1.01486e+06,1.03159e+06
95,620651,1.00559e+06,998281
95,669562,996269,995913
95,619665,987727,1.00774e+06
95,1.79501e+06,1.69682e+06,1.44598e+06
95,1.77658e+06,1.01485e+06,5.5239e+06
95,965860,1.25122e+06,5.02266e+06
95,663319,1.97617e+06,1.07303e+06
95,997920,1.16875e+06,1.00278e+06
95,643457,999982,1.21574e+06
95,631212,1.02429e+06,1.01002e+06
95,747129,996698,1.00615e+06
95,697571,1.0409e+06,2.70429e+06
95,635000,1.24416e+06,1.01245e+06
95,671024,1.01557e+06,998827
95,625281,997065,999535
95,922069,998125,1.19705e+06
95,965054,1.11257e+06,1.58028e+06
95,623074,1.00485e+06,1.0106e+06
95,668343,1.00903e+06,1.02186e+06
95,983825,1.23333e+06,1.36378e+06
95,969630,1.36336e+06,1.57095e+06
95,1.5028e+06,1.41113e+06,1.30796e+06
95,714217,1.04652e+06,1.10797e+06
95,620917,1.00121e+06,995878
95,627238,1.12564e+06,1.0521e+06
95,616837,986008,987733
95,929192,996903,3.56094e+06
95,687514,1.76192e+06,1.01984e+06
95,952843,1.26778e+06,9.80484e+06
95,913508,1.39049e+06,1.10222e+06
95,619669,1.00125e+06,1.0073e+06
95,626459,998445,991217
95,631184,1.07741e+06,1.00206e+06
95,618720,990770,1.06825e+06
95,620745,992420,995714
95,913104,998452,1.01758e+06
95,622509,997758,1.59645e+06
95,630785,1.63139e+06,1.22274e+06
95,923574,1.03168e+06,5.73948e+06
95,1.10137e+06,1.4506e+06,1.32199e+06
95,910660,1.35500e+06,1.1453e+06
95,764691,999404,1.37442e+06
97,1.46777e+06,1.48352e+06,1.43996e+06
97,1.73831e+06,1.46538e+06,1.04557e+06
97,651736,1.04777e+06,1.05689e+06
97,776417,1.04913e+06,1.30343e+06
97,653227,1.18009e+06,1.05496e+06
97,657823,1.17322e+06,1.31693e+06
97,658715,1.06057e+06,1.15598e+06
97,652550,1.10676e+06,1.23123e+06
97,856616,1.12953e+06,1.08146e+06
97,648123,1.04899e+06,1.05408e+06
97,945199,1.18232e+06,1.1773e+06
97,641480,1.05813e+06,1.04357e+06
97,640693,1.11891e+06,1.12119e+06
97,669731,1.04564e+06,1.10332e+06
97,660747,1.41651e+06,1.08565e+06
97,666552,1.29478e+06,1.25662e+06
97,686536,1.14635e+06,1.18484e+06
97,651325,1.10434e+06,1.05949e+06
97,651025,1.09304e+06,1.33627e+06
97,645565,1.04478e+06,1.05424e+06
97,674189,1.03855e+06,1.31511e+06
97,680100,1.24894e+06,1.0688e+06
97,652831,1.07911e+06,1.055e+06
97,683716,1.11925e+06,1.12321e+06
97,677828,1.08343e+06,1.10347e+06
97,766238,1.08672e+06,1.05076e+06
97,638749,1.05737e+06,1.04138e+06
97,690469,1.05006e+06,1.09055e+06
97,640469,1.04930e+06,1.04219e+06
97,791664,1.33345e+06,1.18774e+06
97,706101,1.10931e+06,1.22123e+06
97,1.11172e+06,1.07459e+06,1.61674e+06
97,965311,1.64865e+06,1.44547e+06
97,1.10911e+06,1.44931e+06,1.09272e+06
97,1.08476e+06,1.06217e+06,1.42349e+06
97,721192,1.47697e+06,1.35455e+06
97,949453,1.16633e+06,1.45852e+06
97,649953,1.69914e+06,1.04409e+06
97,6.47589e+06,1.44722e+06,2.88858e+06
97,682288,1.8776e+06,1.23718e+06
97,740797,1.49141e+06,1.51483e+06
97,968801,1.08712e+06,1.19239e+06
97,646306,1.18393e+06,1.97503e+06
97,784281,2.64784e+06,1.37155e+06
97,1.19193e+06,1.28337e+06,2.04992e+06
97,657065,1.59241e+06,1.63469e+06
97,647216,1.4091e+06,1.43241e+06
97,1.04792e+06,1.37187e+06,1.42336e+06
97,945647,1.61946e+06,1.63649e+06
97,1.14546e+06,1.39508e+06,1.6247e+06
97,699880,1.37989e+06,1.26069e+06
97,962970,1.44275e+06,1.42512e+06
97,1.02789e+06,1.76396e+06,1.40275e+06
97,656880,1.42299e+06,1.08895e+06
97,648653,1.0474e+06,1.05679e+06
97,959722,1.55997e+06,1.64619e+06
97,967307,1.62271e+06,1.43315e+06
97,954053,1.69302e+06,1.62577e+06
97,3.69194e+06,1.68303e+06,5.84814e+06
97,966825,1.83486e+06,2.89604e+06
97,1.22578e+06,1.48750e+06,1.45642e+06
97,955071,1.46026e+06,2.17064e+06
97,744355,1.56782e+06,1.17718e+06
97,1.69083e+06,1.40373e+06,1.54617e+06
97,1.27628e+06,5.15414e+06,1.42912e+06
97,769450,2.22077e+06,1.86122e+06
97,1.81476e+06,1.64098e+06,1.10962e+06
97,680624,1.07311e+06,1.05172e+06
97,640266,1.04225e+06,1.43518e+06
97,732357,1.34484e+06,1.31415e+06
97,647208,1.10422e+06,1.05483e+06
97,733173,1.06857e+06,1.04252e+06
97,642756,1.04302e+06,1.06023e+06
97,649663,1.04953e+06,1.08232e+06
97,640720,1.04876e+06,1.04327e+06
97,1.00551e+06,1.03909e+06,1.32203e+06
97,647356,1.08019e+06,1.0548e+06
97,648300,1.05421e+06,1.11334e+06
97,675103,1.0452e+06,1.10924e+06
97,888053,1.76785e+06,1.23704e+06
97,645932,1.03998e+06,1.17577e+06
97,787747,1.75874e+06,1.6184e+06
97,647109,1.1561e+06,1.1374e+06
97,673371,1.06061e+06,1.072e+06
97,991614,1.85867e+06,1.10194e+06
97,643967,1.05421e+06,1.08048e+06
97,642860,1.14826e+06,1.07673e+06
97,648707,1.08758e+06,1.06631e+06
97,698377,2.36665e+06,1.24408e+06
97,750838,1.05176e+06,1.05038e+06
97,923059,1.05518e+06,1.20190e+06
97,642179,1.29123e+06,1.05727e+06
97,641961,1.03865e+06,1.05768e+06
97,646009,1.06113e+06,1.05229e+06
97,931456,1.18238e+06,1.06483e+06
97,642041,1.05029e+06,1.50924e+06
97,1.06881e+06,1.12498e+06,4.71471e+06
97,710301,1.12094e+06,1.07894e+06
97,892551,1.07024e+06,1.1441e+06
97,935516,1.16281e+06,1.04779e+06
99,683739,1.1786e+06,1.11603e+06
99,734966,1.11293e+06,1.17584e+06
99,713880,4.16987e+06,1.13786e+06
99,705080,1.12796e+06,1.12046e+06
99,660700,1.13302e+06,1.11939e+06
99,666100,1.11433e+06,1.10004e+06
99,714039,1.14779e+06,1.1379e+06
99,712516,1.0832e+06,1.1351e+06
99,777088,1.14425e+06,1.18832e+06
99,716656,1.1342e+06,1.13224e+06
99,704183,1.09301e+06,1.1006e+06
99,668746,1.13038e+06,1.18958e+06
99,670058,1.14078e+06,1.09717e+06
99,659290,1.14874e+06,1.15824e+06
99,664790,1.09555e+06,1.20393e+06
99,705157,1.19174e+06,1.15531e+06
99,658591,1.09709e+06,1.13664e+06
99,666425,1.09708e+06,1.0861e+06
99,758215,1.09558e+06,1.27287e+06
99,664745,1.11842e+06,1.09604e+06
99,696602,1.18679e+06,1.54268e+06
99,677228,1.16912e+06,1.32616e+06
99,661910,1.14232e+06,1.10379e+06
99,660437,1.10174e+06,1.18491e+06
99,659996,1.10913e+06,1.14344e+06
99,686650,1.33529e+06,1.12749e+06
99,691392,1.09979e+06,1.17998e+06
99,663877,1.15805e+06,1.08814e+06
99,762664,1.2506e+06,1.31611e+06
99,761619,1.25712e+06,1.2185e+06
99,715602,1.16948e+06,1.1668e+06
99,751327,1.09088e+06,1.14234e+06
99,734594,1.22835e+06,1.15784e+06
99,657724,1.16512e+06,1.09957e+06
99,741978,1.09293e+06,1.20345e+06
99,756520,1.20973e+06,1.18189e+06
99,658306,1.16713e+06,1.12676e+06
99,661489,1.19906e+06,1.4211e+06
99,666499,1.31711e+06,1.15121e+06
99,1.18748e+06,1.25054e+06,1.39058e+06
99,814296,1.23095e+06,1.5949e+06
99,914423,1.2944e+06,1.09773e+06
99,660803,1.09199e+06,1.09821e+06
99,684708,1.09105e+06,1.10432e+06
99,733052,1.76672e+06,1.17006e+06
99,795328,1.51106e+06,1.09996e+06
99,943238,1.10506e+06,1.66852e+06
99,1.078e+06,1.65652e+06,1.18817e+06
99,1.02892e+06,1.09277e+06,1.5415e+06
99,1.02625e+06,3.5785e+06,1.20332e+06
99,808682,1.14392e+06,1.10207e+06
99,814487,1.09516e+06,1.33782e+06
99,667618,1.12845e+06,1.0919e+06
99,683811,1.09971e+06,1.09491e+06
99,668201,1.0938e+06,1.2521e+06
99,707952,1.37038e+06,1.11796e+06
99,663121,1.10747e+06,1.13732e+06
99,704763,1.1854e+06,1.15426e+06
99,664581,1.25918e+06,1.13767e+06
99,660579,1.13080e+06,1.1301e+06
99,663360,1.13523e+06,1.13308e+06
99,865907,1.0892e+06,1.21378e+06
99,709745,1.18236e+06,1.13292e+06
99,693407,1.0905e+06,1.09581e+06
99,704133,1.11994e+06,1.09718e+06
99,711310,1.09075e+06,1.17732e+06
99,662374,1.14135e+06,1.18311e+06
99,660261,1.19259e+06,1.18213e+06
99,1.05729e+06,1.22106e+06,1.13814e+06
99,715708,1.17385e+06,1.2157e+06
99,802567,1.19149e+06,1.21005e+06
99,867689,1.22042e+06,1.19648e+06
99,662181,1.20274e+06,1.13198e+06
99,664971,1.11717e+06,1.08936e+06
99,772748,1.13518e+06,1.14432e+06
99,662228,1.16558e+06,1.13149e+06
99,733926,1.13979e+06,1.20118e+06
99,781271,1.12336e+06,1.18638e+06
99,710272,1.08967e+06,1.13653e+06
99,745808,1.09892e+06,1.12461e+06
99,706967,1.12987e+06,1.14584e+06
99,808307,1.22203e+06,1.14684e+06
99,670432,1.12604e+06,1.16004e+06
99,673420,1.14002e+06,1.15416e+06
99,683439,1.13756e+06,1.30124e+06
99,693400,1.17440e+06,1.14146e+06
99,666804,1.13778e+06,1.13533e+06
99,659857,1.13515e+06,1.21716e+06
99,812672,1.13776e+06,1.12151e+06
99,703331,1.17494e+06,1.21491e+06
99,706785,1.13907e+06,1.11222e+06
99,1.08882e+06,1.12286e+06,1.1579e+06
99,670960,1.13996e+06,1.16355e+06
99,754183,1.34888e+06,1.11854e+06
99,1.19768e+06,1.10711e+06,1.44922e+06
99,665914,1.49868e+06,1.08229e+06
99,681710,1.32911e+06,1.102e+06
99,959574,1.10062e+06,1.66875e+06
99,922752,1.27252e+06,1.56562e+06
99,660165,1.10133e+06,1.62612e+06
101,858319,1.40472e+06,1.26485e+06
101,719641,1.84986e+06,1.55539e+06
101,2.21707e+06,2.03494e+06,1.49670e+06
101,853432,1.74553e+06,1.27017e+06
101,942763,1.68121e+06,1.65246e+06
101,677786,1.43194e+06,1.20801e+06
101,721672,1.40034e+06,1.16114e+06
101,685156,3.26976e+06,1.26059e+06
101,885838,1.25058e+06,1.23996e+06
101,814984,1.14554e+06,1.71516e+06
101,680042,1.37223e+06,1.17161e+06
101,699454,1.54541e+06,1.27772e+06
101,1.01214e+06,1.18608e+06,1.51231e+06
101,683740,1.15215e+06,1.38579e+06
101,722687,1.29455e+06,1.25168e+06
101,946550,1.25115e+06,1.37695e+06
101,683175,1.136e+06,1.33645e+06
101,801120,1.21054e+06,1.24628e+06
101,1.08613e+06,1.59485e+06,1.29076e+06
101,906088,1.13848e+06,1.23076e+06
101,736357,1.26356e+06,1.5723e+06
101,850157,1.34255e+06,1.13317e+06
101,686651,1.45636e+06,1.13322e+06
101,827706,1.14028e+06,1.52575e+06
101,872315,1.25169e+06,1.16917e+06
101,680191,1.34670e+06,1.13278e+06
101,976756,1.21615e+06,1.33938e+06
101,865767,1.1428e+06,1.37401e+06
101,679120,1.22109e+06,1.13821e+06
101,904134,1.16961e+06,1.24858e+06
101,886095,1.16447e+06,1.29409e+06
101,679570,1.14588e+06,1.13732e+06
101,776264,1.31897e+06,1.58338e+06
101,1.29376e+06,1.52674e+06,2.3188e+06
101,780388,2.47746e+06,1.39648e+06
101,1.1349e+06,1.55375e+06,1.15332e+06
101,786203,1.1468e+06,1.18226e+06
101,704227,1.21808e+06,1.23928e+06
101,682279,1.38048e+06,1.13106e+06
101,686936,1.14412e+06,1.15046e+06
101,743806,1.20806e+06,1.19829e+06
101,684608,1.25393e+06,1.13945e+06
101,681969,1.13253e+06,1.1349e+06
101,825750,1.29754e+06,1.21755e+06
101,782024,1.13232e+06,1.18606e+06
101,678458,1.13481e+06,1.13593e+06
101,922312,1.52200e+06,1.16473e+06
101,683097,1.14185e+06,1.30573e+06
101,679429,1.1403e+06,1.13581e+06
101,684629,1.18473e+06,1.32341e+06
101,678423,1.14354e+06,1.23134e+06
101,677175,1.28653e+06,1.13215e+06
101,714530,1.14078e+06,1.24585e+06
101,679168,1.17242e+06,1.14153e+06
101,682235,1.24056e+06,1.18304e+06
101,678667,1.13216e+06,1.69596e+06
101,784329,2.04984e+06,1.36999e+06
101,726238,1.47059e+06,1.23131e+06
101,794419,1.71481e+06,1.3548e+06
101,723695,1.21119e+06,1.4061e+06
101,679528,1.40837e+06,1.13735e+06
101,680679,1.14109e+06,1.39592e+06
101,677586,1.14352e+06,1.13497e+06
101,684496,1.33152e+06,1.14832e+06
101,790127,1.13873e+06,1.32547e+06
101,681920,1.14752e+06,1.195e+06
101,684469,1.48007e+06,1.14543e+06
101,822800,1.13655e+06,1.28022e+06
101,746160,1.24625e+06,1.22123e+06
101,680299,1.58844e+06,1.14079e+06
101,797595,1.14629e+06,1.32683e+06
101,761798,1.28566e+06,1.50061e+06
101,678307,1.48848e+06,1.14375e+06
101,789098,1.14886e+06,1.27726e+06
101,762576,1.15415e+06,1.60492e+06
101,680865,1.17244e+06,1.1377e+06
101,807690,1.37947e+06,1.13797e+06
101,779907,1.16996e+06,1.41506e+06
101,680669,1.22961e+06,1.17348e+06
101,691093,1.40400e+06,1.25724e+06
101,932597,1.18771e+06,1.34865e+06
101,678402,1.35029e+06,1.2081e+06
101,700404,1.26652e+06,1.46598e+06
101,923492,1.16281e+06,1.3832e+06
101,709476,1.3282e+06,1.33091e+06
101,1.02084e+06,1.15758e+06,1.31276e+06
101,806823,1.51432e+06,1.49632e+06
101,799555,1.16059e+06,1.14848e+06
101,735802,1.23293e+06,1.55761e+06
101,782227,1.255e+06,1.14467e+06
101,682484,1.36272e+06,1.13886e+06
101,868860,1.19628e+06,1.43721e+06
101,717954,1.28364e+06,1.17051e+06
101,679069,1.37037e+06,1.16407e+06
101,826329,1.14350e+06,1.27344e+06
101,747425,1.17017e+06,1.46754e+06
101,680163,1.18363e+06,1.27888e+06
101,855469,1.61794e+06,1.29787e+06
101,1.09201e+06,1.31576e+06,1.48502e+06
101,685467,1.44375e+06,1.42006e+06
103,817487,1.33636e+06,1.33853e+06
103,722613,1.32277e+06,1.21722e+06
103,840129,1.18541e+06,1.90853e+06
103,1.15446e+06,1.27914e+06,1.25467e+06
103,719593,1.18659e+06,1.22434e+06
103,828777,1.30844e+06,1.21725e+06
103,989304,1.27952e+06,1.18359e+06
103,720027,1.18672e+06,1.36218e+06
103,855798,1.62399e+06,1.39296e+06
103,722545,1.43668e+06,1.20402e+06
103,862591,1.22458e+06,1.22929e+06
103,722387,1.26805e+06,1.19551e+06
103,772329,1.27832e+06,1.26917e+06
103,872442,1.20122e+06,1.19362e+06
103,719363,1.1954e+06,1.22121e+06
103,720958,1.19703e+06,1.19942e+06
103,793447,1.19336e+06,2.29971e+06
103,825347,1.36987e+06,1.39463e+06
103,823210,1.29591e+06,1.22667e+06
103,952762,1.18899e+06,1.26884e+06
103,725471,1.1872e+06,1.18815e+06
103,1.06729e+06,1.31154e+06,1.1849e+06
103,764957,1.19707e+06,1.18914e+06
103,722852,1.18208e+06,1.18719e+06
103,720773,1.22752e+06,1.24469e+06
103,786728,1.1806e+06,1.18722e+06
103,720294,1.18686e+06,1.18204e+06
103,724042,1.33647e+06,1.17548e+06
103,894934,1.18911e+06,1.19568e+06
103,720447,1.22237e+06,1.17990e+06
103,721056,1.20804e+06,1.18339e+06
103,761627,1.24674e+06,1.19907e+06
103,718869,1.18359e+06,1.1904e+06
103,722640,1.18959e+06,1.19444e+06
103,720752,1.2232e+06,1.1909e+06
103,1.39401e+06,1.19278e+06,1.79771e+06
103,1.24776e+06,1.98581e+06,1.50932e+06
103,1.01372e+06,1.21985e+06,1.61814e+06
103,769027,1.30154e+06,1.18634e+06
103,766141,1.18887e+06,1.20623e+06
103,719238,1.17926e+06,1.18364e+06
103,722309,1.18028e+06,1.18712e+06
103,728742,1.19004e+06,1.57035e+06
103,830849,2.14847e+06,1.3693e+06
103,773685,1.37916e+06,1.27404e+06
103,723057,1.20754e+06,1.19152e+06
103,718578,1.1808e+06,1.18595e+06
103,721616,1.18663e+06,1.20572e+06
103,721229,1.18604e+06,1.18917e+06
103,723181,1.18452e+06,1.194e+06
103,719819,1.18632e+06,1.18986e+06
103,727641,1.21684e+06,1.19617e+06
103,719949,1.18943e+06,1.18297e+06
103,717660,1.19002e+06,1.20267e+06
103,719954,1.21876e+06,1.18756e+06
103,726085,1.18282e+06,1.19039e+06
103,720297,1.18750e+06,1.19688e+06
103,720884,1.22093e+06,1.18905e+06
103,962750,1.17713e+06,1.2739e+06
103,722706,1.30102e+06,1.18764e+06
103,722075,1.19287e+06,1.19665e+06
103,720808,1.20566e+06,1.18179e+06
103,722292,1.19012e+06,1.18639e+06
103,719997,1.18676e+06,1.18694e+06
103,727845,1.33456e+06,1.19196e+06
103,720336,1.18478e+06,1.18336e+06
103,722228,1.18375e+06,1.18718e+06
103,720784,1.17678e+06,1.2033e+06
103,813604,1.19159e+06,2.31984e+06
103,870047,1.37337e+06,1.36422e+06
103,774211,1.29516e+06,1.28411e+06
103,720928,1.18663e+06,1.18374e+06
103,718879,1.19546e+06,1.21624e+06
103,721721,1.25135e+06,1.17821e+06
103,719076,1.20308e+06,1.19918e+06
103,720959,1.18723e+06,1.18684e+06
103,741521,1.18470e+06,1.19293e+06
103,720973,1.18651e+06,1.32016e+06
103,720929,1.18459e+06,1.28210e+06
103,827588,2.27005e+06,1.37143e+06
103,775254,1.39395e+06,1.27905e+06
103,722501,1.2801e+06,1.19057e+06
103,720131,1.18440e+06,1.22533e+06
103,736050,1.23092e+06,1.193e+06
103,724589,1.18717e+06,1.18122e+06
103,718116,1.18489e+06,1.19128e+06
103,722025,1.19194e+06,1.18444e+06
103,720009,1.20262e+06,1.19004e+06
103,718420,1.18636e+06,1.1828e+06
103,719396,1.18684e+06,1.18164e+06
103,722039,1.19079e+06,1.18462e+06
103,719248,1.18245e+06,1.17609e+06
103,720823,1.18787e+06,1.19513e+06
103,1.40440e+06,1.18373e+06,1.38984e+06
103,829755,1.35693e+06,1.32221e+06
103,743793,1.2671e+06,1.18809e+06
103,1.40028e+06,1.31496e+06,1.35747e+06
103,826544,1.37294e+06,1.28926e+06
103,720072,1.27302e+06,1.26982e+06
103,728760,1.20479e+06,1.23321e+06
105,756120,1.40194e+06,1.24557e+06
105,746127,1.22916e+06,1.30345e+06
105,751520,1.44646e+06,1.23623e+06
105,1.09876e+06,2.10731e+06,1.41348e+06
105,877201,1.41254e+06,1.44241e+06
105,967358,1.43219e+06,1.34601e+06
105,746693,1.24546e+06,1.2311e+06
105,754744,1.23495e+06,1.3394e+06
105,904821,1.32555e+06,1.24503e+06
105,756859,1.24189e+06,1.24108e+06
105,815761,1.24919e+06,1.32579e+06
105,1.45482e+06,1.32052e+06,1.7342e+06
105,1.13106e+06,1.56352e+06,1.41323e+06
105,769620,1.35733e+06,1.27145e+06
105,898864,1.82547e+06,1.55132e+06
105,982305,2.02207e+06,1.44363e+06
105,771690,1.83165e+06,1.27669e+06
105,1.55851e+06,1.26312e+06,1.67298e+06
105,760816,1.42478e+06,1.61505e+06
105,821781,1.76605e+06,1.52296e+06
105,783933,1.35162e+06,1.23150e+06
105,756823,1.62241e+06,1.24256e+06
105,954258,1.24264e+06,1.36013e+06
105,801546,1.29824e+06,1.45972e+06
105,808725,1.4122e+06,1.24171e+06
105,1.70725e+06,1.28436e+06,2.68519e+06
105,787506,1.50645e+06,1.24115e+06
105,933529,1.30196e+06,1.45614e+06
105,806924,1.2341e+06,1.66762e+06
105,786617,1.40947e+06,1.24969e+06
105,759609,1.47882e+06,1.31965e+06
105,1.0073e+06,1.27536e+06,1.48623e+06
105,1.24759e+06,1.32683e+06,1.78243e+06
105,1.32611e+06,1.73118e+06,1.67139e+06
105,1.10442e+06,1.34724e+06,1.30983e+06
105,757577,1.22899e+06,1.37275e+06
105,868164,1.53082e+06,1.23516e+06
105,757440,1.38775e+06,1.24482e+06
105,842477,1.29116e+06,1.5095e+06
105,757748,1.60298e+06,1.50232e+06
105,751399,1.42074e+06,1.47856e+06
105,816065,1.60194e+06,1.32056e+06
105,863355,1.26301e+06,1.2425e+06
105,826153,1.23129e+06,1.47668e+06
105,839947,1.44733e+06,1.40480e+06
105,754802,1.59311e+06,1.25416e+06
105,915361,1.27985e+06,1.44175e+06
105,858824,1.44558e+06,1.61794e+06
105,806249,1.24053e+06,1.33836e+06
105,777245,1.41284e+06,1.24599e+06
105,837962,1.52107e+06,1.23508e+06
105,749307,1.24955e+06,1.40159e+06
105,792047,1.46044e+06,1.30319e+06
105,752633,1.42004e+06,1.23348e+06
105,774869,1.23885e+06,1.45486e+06
105,764554,1.30348e+06,1.61129e+06
105,749895,1.24976e+06,1.24056e+06
105,824372,1.4785e+06,1.38951e+06
105,934010,1.35892e+06,1.23186e+06
105,1.1263e+06,1.23236e+06,1.57839e+06
105,772016,1.3378e+06,1.26978e+06
105,756046,1.45376e+06,1.23253e+06
105,795677,1.27828e+06,1.23609e+06
105,773385,1.24251e+06,1.40799e+06
105,750537,1.25002e+06,1.23766e+06
105,749514,1.2845e+06,1.23724e+06
105,1.04742e+06,1.23071e+06,1.50472e+06
105,748701,1.27939e+06,1.38785e+06
105,748305,1.23116e+06,1.23642e+06
105,801061,2.16952e+06,1.33358e+06
105,1.01851e+06,1.31633e+06,1.24116e+06
105,748853,1.24042e+06,1.2304e+06
105,748197,1.23831e+06,1.23534e+06
105,759369,1.2356e+06,1.23318e+06
105,749046,1.23901e+06,1.39579e+06
105,748168,1.27559e+06,1.24607e+06
105,750334,1.28665e+06,1.22978e+06
105,770006,1.22927e+06,1.23785e+06
105,747514,1.23872e+06,1.24154e+06
105,751695,1.26668e+06,1.23634e+06
105,746566,1.25248e+06,1.23839e+06
105,747775,1.34761e+06,1.24094e+06
105,746923,1.23723e+06,1.22809e+06
105,746654,1.23906e+06,1.22987e+06
105,746118,1.23259e+06,1.23249e+06
