vertices,nanoseconds_sorted,nanoseconds_random,nanoseconds_inverted
45,165946,202860,200963
45,166115,203913,201048
45,166158,204932,201479
45,166446,205183,202295
45,167445,209515,203438
45,170749,199317,200964
45,166941,202778,201924
45,166365,202748,202675
45,166111,203985,201051
45,167311,202802,201849
45,165974,201884,200042
45,318592,201813,462539
45,325518,397896,396270
45,325863,396815,235114
45,192534,231616,233949
45,193055,234416,237531
45,192591,236870,233532
45,193600,234604,233828
45,191000,231570,236423
45,192536,239940,227415
47,195039,238728,238503
47,196781,257982,238905
47,196217,236819,239419
47,194713,238188,237706
47,194672,234879,219907
47,181931,226864,346758
47,354880,486745,432452
47,352692,430123,355386
47,209612,256541,257336
47,209285,251473,256849
47,209932,251790,253799
47,209363,255774,255972
47,208739,258080,256890
47,194968,255921,241580
47,194687,237718,238953
47,193894,236793,241582
47,194174,239286,242173
47,281721,303974,315116
47,277286,316316,332546
47,274550,368193,280803
47,279550,279182,304088
47,199269,222850,251887
47,183091,234706,222924
47,181453,226204,221447
47,181653,220943,240734
47,183414,224516,231684
47,182178,224531,221716
47,181612,222480,223490
47,180651,221312,223850
47,181296,220898,225518
47,181783,222802,224246
47,180860,224004,223692
47,181522,219164,220937
47,180983,219109,221834
47,181766,221655,226263
47,184184,223186,222805
47,182063,221932,223171
47,183837,222025,220209
47,181436,222367,224304
47,183150,223447,221199
47,182184,223222,225242
47,183252,221801,220573
47,182856,222991,300922
47,344314,436406,227530
47,182617,220771,253868
47,209537,399908,256598
47,207994,256664,256140
47,207751,255571,259206
47,208518,256009,254117
47,209362,257528,255409
47,209240,258646,236433
47,193699,236126,236264
47,195119,252437,236392
47,195832,238421,240920
47,193388,238970,237716
47,195228,238357,235239
47,181663,224028,221764
47,183281,220221,222411
47,182499,222330,243025
47,240112,292269,225723
47,184235,221180,223837
47,182790,222199,225232
47,183383,221287,220894
47,181689,222223,223134
47,183110,222314,247716
47,183616,223839,221280
47,182697,223113,251556
47,181180,226987,220927
47,181890,222420,221149
47,181557,223516,220897
47,181463,225203,220301
47,181967,223491,224764
47,182078,224735,220877
47,182949,223254,221804
47,182049,223887,221882
47,181727,221747,223850
47,181744,223334,223679
47,180651,222396,223976
47,180632,221777,219779
47,181429,224943,224214
47,182730,224406,221950
47,182000,222298,224008
47,182885,221918,221860
47,180975,283752,225200
47,181441,221260,220792
47,181207,225959,222076
47,181330,220785,223645
47,180939,224633,223264
47,182104,222383,291822
47,229113,224112,432616
47,355288,426580,434666
47,186702,407422,227962
47,465086,262610,468512
47,420881,402074,703647
47,262511,304057,377134
47,2.20295e+06,627728,250151
47,190404,242064,270896
47,201445,430867,248745
47,187879,240934,232805
47,190129,228430,351358
49,210204,296373,272852
49,203241,242778,244832
49,206256,243769,251460
49,203346,365567,243088
49,202504,241872,243282
49,202081,240352,243778
49,205110,244162,241610
49,203460,245919,239687
49,202061,241512,244517
49,203192,246769,245192
49,202478,242031,320159
49,204466,311442,245655
49,203116,240489,244044
49,205063,242209,327319
49,204324,269462,242158
49,203647,244397,243129
49,202647,244113,241959
49,202216,242583,242196
49,202227,244054,244911
49,202603,240321,240962
49,203312,240850,275816
49,202394,243613,241790
49,203188,264913,242789
49,203340,245498,243083
49,323168,241027,329348
49,319981,347392,362231
49,325267,346452,350119
49,318961,359562,348937
49,328047,355822,348508
49,329937,333192,344988
49,202528,319190,245220
49,203457,245440,246100
49,313178,243890,344228
49,312427,336697,339644
49,312431,335666,336983
49,310033,336733,339644
49,308713,339448,310770
49,203986,246310,242882
49,203237,248142,246390
49,310459,340475,334938
49,210905,332221,247198
49,203740,316766,245587
49,203999,241942,243935
49,203352,240915,241792
49,202753,246802,243762
49,204909,240179,242162
49,202026,243571,243710
49,203662,244442,242255
49,203887,243174,244854
49,205669,249178,244028
49,205304,247031,247770
49,203890,243399,241882
49,203614,245319,245466
49,203704,244030,242233
49,203269,241417,241457
49,203027,240736,312216
49,204164,249672,244230
49,204485,242136,241721
49,204300,244138,240434
49,203234,239960,241014
49,202534,240697,240822
49,201701,278761,245640
49,201899,242270,241844
49,206637,294072,254079
49,218569,242773,245337
49,202830,241877,245322
49,232331,243426,245100
49,205573,244979,247294
49,204469,242879,242321
49,203555,240391,241789
49,203711,244439,248569
49,202807,244317,243157
49,204125,245784,243460
49,202000,245298,241904
49,208600,247113,246621
49,206241,243269,243131
49,203535,244503,286635
49,232896,246648,243707
49,203211,245092,257216
49,202891,245531,246451
49,203138,246614,243369
49,201800,242411,238978
49,204762,244120,239218
49,203982,242581,242498
49,203803,242374,279072
49,209523,333722,245878
49,204088,247319,260098
49,206247,246201,243810
49,204857,247177,248222
49,204175,244560,244772
49,204138,241607,242330
49,204868,244999,242052
49,205002,243091,247000
49,201559,244671,243444
49,202136,244762,247438
49,202009,243577,241743
49,201886,242880,244023
49,201763,241304,244251
49,202204,242487,244445
49,208122,247037,242409
51,221568,264405,266868
51,221586,264744,264534
51,221868,265592,268217
51,220720,257884,263920
51,220026,260628,264818
51,221669,262519,263315
51,221126,264465,332825
51,220547,260799,265459
51,219490,261942,263743
51,222634,261549,264495
51,221122,260069,261614
51,220588,270764,268594
51,220953,265726,372500
51,220444,264401,270129
51,220634,264436,263650
51,244670,263266,270472
51,1.74343e+06,265612,641550
51,820490,531746,434460
51,446278,406633,534594
51,269934,375195,298018
51,224559,269082,266239
51,241129,266812,283915
51,258864,285246,303926
51,277048,306775,296873
51,237485,322478,282785
51,234455,279911,289407
51,241893,281020,265693
51,235510,269120,372662
51,224187,411317,266917
51,221503,269387,262385
51,221273,264215,269115
51,372365,261666,265731
51,431544,513364,509254
51,281416,520620,306115
51,253723,296957,306188
51,268391,299146,305208
51,254032,302463,305137
51,259953,302715,307598
51,253239,301644,301191
51,272279,305354,303845
51,252915,303975,303400
51,254011,300407,308224
51,254637,303731,308774
51,254315,305325,301623
51,484031,321640,309228
51,245264,311136,287750
51,236141,306659,282545
51,235447,283248,264356
51,221379,263461,263619
51,224018,260319,263723
51,223975,318391,383630
51,221487,264000,268847
51,336404,267757,470329
51,385405,497215,454297
51,316161,375663,450813
51,261072,417006,284384
51,338354,361527,370862
51,301623,409227,295538
51,232457,277995,281933
51,317039,340288,286741
51,241891,292492,332300
51,256704,273251,336074
51,223252,377824,266702
51,220259,272244,264465
51,247630,320909,283592
51,222668,273435,264471
51,220949,263141,263763
51,220591,262700,263785
51,219549,262725,266289
51,219923,265077,260133
51,220327,261436,265898
51,219414,264093,628450
51,428813,513997,507532
51,254357,508420,303180
51,353093,301436,308347
51,255369,304604,304124
51,253617,300720,307558
51,258334,307656,312139
51,236140,281614,282839
51,236115,281945,283262
51,233277,283316,283256
51,219445,264511,263571
51,221011,262331,264428
51,220775,263000,269160
51,219881,264066,264563
51,219954,264052,266184
51,219796,264038,264676
51,219003,267936,265351
51,219642,263491,264311
51,220256,266294,264708
51,219263,265675,264163
51,220411,261234,263682
51,220184,262686,267802
51,311875,264163,262044
51,248159,264604,288316
51,236273,283729,285216
51,237897,280287,278285
51,224940,297737,264450
51,220634,263998,263083
51,219958,262409,266524
53,237909,311750,291896
53,240736,287616,287730
53,238444,288120,299618
53,245194,285400,289610
53,238887,285445,293432
53,238800,286286,290671
53,239100,288037,284320
53,238242,280787,284883
53,239377,286714,286902
53,238476,287691,287743
53,239704,288510,292855
53,239459,286732,285526
53,298490,283606,287564
53,239471,284510,285970
53,238725,286452,288086
53,240994,320100,289170
53,239775,289970,288845
53,238494,282534,283751
53,238873,280563,288234
53,237339,283615,284681
53,238581,323632,290125
53,239054,285431,292849
53,239082,284303,285710
53,239515,286060,284931
53,238634,286972,289095
53,238270,285996,285665
53,238051,287708,284955
53,247819,284638,286609
53,239021,287854,287648
53,238446,286253,285279
53,238079,285710,287938
53,552210,285232,554460
53,461376,552700,556415
53,310804,323569,330556
53,274018,326921,334242
53,273385,327395,328506
53,274565,328112,330157
53,256193,332810,306956
53,255325,306199,306723
53,255443,308408,305959
53,239505,305384,287414
53,237788,287113,286825
53,239112,284859,285324
53,238251,287582,284668
53,237655,292860,284480
53,238192,286840,288079
53,238284,285635,284295
53,238742,287249,287503
53,237775,316314,285395
53,237961,284956,287459
53,238960,290226,289420
53,238742,285129,286443
53,238031,287900,288544
53,238719,290170,290941
53,239264,293310,287799
53,248727,285801,286225
53,238558,284130,292217
53,238293,288399,284276
53,238923,285812,285960
53,238646,285239,282448
53,239141,283881,286464
53,238125,288108,291928
53,238916,285544,286451
53,238806,291996,533924
53,255620,327973,308438
53,255230,305044,305342
53,255351,308316,311869
53,239602,283878,288378
53,238340,285799,290586
53,239873,284127,287600
53,239263,288140,288883
53,238443,288354,285193
53,238729,287467,287403
53,238152,283324,285469
53,239815,285950,286743
53,238662,287742,287795
53,239147,288520,289776
53,238625,287663,286921
53,239560,283584,291030
53,238900,286493,288202
53,238508,288079,289405
53,239593,285227,286666
53,242299,312309,288458
53,240029,284916,287864
53,240545,285331,285500
53,237824,286660,290074
53,238875,284280,287200
53,238111,284841,287238
53,237888,289673,284836
53,238236,286434,283843
53,238852,284927,284685
53,239283,288678,285835
53,238896,286001,284570
53,238152,287098,288285
53,239282,287517,286712
53,240580,340894,286466
53,238851,290177,284751
53,238628,288128,287185
53,239387,289958,290399
53,238009,284793,288387
55,259730,365179,325645
55,259904,307050,311003
55,261294,309319,311080
55,260075,310080,306803
55,259938,309503,309779
55,259783,311220,312038
55,260019,312324,342104
55,277964,329102,331076
55,278548,331384,334673
55,258303,333140,308878
55,259208,313173,310391
55,259270,311558,313475
55,259541,306815,307610
55,259074,314097,312139
55,260091,313489,314720
55,259569,307317,311415
55,328949,312003,718269
55,504468,607160,613408
55,300846,415813,354695
55,297772,351099,355318
55,297503,351785,356055
55,296814,356551,354610
55,277270,340323,330572
55,275946,333771,330491
55,276660,331317,312754
55,258443,312786,307482
55,258377,311142,310611
55,259108,308722,309905
55,258617,307304,307206
55,258335,312797,386175
55,258481,307286,310957
55,259726,310204,310286
55,259746,309744,311270
55,259510,309201,308900
55,259487,313044,311374
55,259550,311310,308554
55,258390,311672,317788
55,258146,307253,309006
55,257993,311071,309154
55,258314,306905,306416
55,259627,307151,309044
55,259820,308682,310974
55,258521,306938,308943
55,259723,310947,405073
55,489036,448122,1.08348e+06
55,547703,3.31171e+06,1.28254e+06
55,565526,2.56804e+06,471216
55,429580,446213,350030
55,269396,325548,326216
55,347966,314737,358180
55,261993,331561,311672
55,258908,306490,309880
55,260286,308626,345010
55,259877,312018,349940
55,334195,419593,317657
55,261690,321804,309979
55,260580,314775,319955
55,263914,311197,316069
55,259292,309370,314982
55,258561,307216,307788
55,259099,307038,309408
55,258560,310831,309630
55,259204,308796,309641
55,258466,308722,305383
55,258383,344469,309789
55,259660,311840,312113
55,345900,308763,313131
55,259029,310487,307789
55,259386,308279,306734
55,258615,310376,313095
55,260881,309681,310808
55,259564,308730,313633
55,259121,306869,312421
55,259452,307061,312150
55,259168,305703,310434
55,258853,308470,311697
55,258654,309014,307225
55,259013,310318,310371
55,259285,310462,307706
55,259128,313311,313447
55,259324,311454,310675
55,259178,308296,309777
55,258306,313212,308367
55,260367,309169,309742
55,260499,331829,304919
55,260775,309985,309871
55,259325,309161,307849
55,259194,313436,310331
55,259437,312271,314427
55,258545,307212,310822
55,258500,306510,310993
55,260856,314428,311188
55,258951,308461,309686
55,258403,308572,308589
55,258536,312244,312533
55,260084,307831,308150
55,516751,303425,612025
55,504630,602037,651063
55,261282,316536,311592
55,259207,310424,310075
57,282027,335770,345118
57,283515,336052,341282
57,282402,338548,332851
57,282890,337395,332789
57,282390,335038,336152
57,282484,340300,335740
57,282472,334936,332160
57,283066,338333,333899
57,282892,332250,331900
57,282565,335070,332120
57,283333,334877,338719
57,283644,335505,333150
57,283619,330877,334369
57,281823,333430,337040
57,288003,345430,341621
57,283232,330939,343648
57,284070,329125,337571
57,283364,331649,333714
57,282518,334347,332005
57,282597,332284,334596
57,283227,334420,332518
57,281231,331045,335084
57,285687,334672,332567
57,282555,333838,335537
57,282952,329230,333749
57,281283,332040,341429
57,282677,331983,336759
57,282703,339134,332242
57,282432,332412,336920
57,282054,335920,334891
57,282881,334638,334523
57,282368,334476,332680
57,282050,333943,332611
57,281726,338152,332098
57,282917,334076,330577
57,283876,333735,333046
57,284265,335647,332032
57,282524,337675,330790
57,282745,331988,331284
57,286354,375838,337282
57,329359,338570,340646
57,281294,334362,333696
57,284697,337026,332778
57,281748,335211,333588
57,283597,336507,336855
57,286344,334679,331822
57,282404,333838,333140
57,283038,336214,332982
57,283495,335222,334881
57,282391,332635,333161
57,283592,336571,335791
57,282323,335751,350701
57,462127,341740,1.2082e+06
57,424628,416916,394411
57,392642,380853,340101
57,290352,336815,344780
57,282674,341323,333610
57,282580,336827,331752
57,282298,331815,337928
57,282773,333541,339381
57,282284,334843,333437
57,408383,429286,379406
57,309032,357676,360713
57,332510,358687,387917
57,325854,385656,383176
57,323874,385350,388258
57,324608,383327,420314
57,302253,383566,359564
57,300949,355414,359366
57,307625,360708,333880
57,300756,336440,335632
57,282580,334234,334054
57,282427,331799,337560
57,281959,341649,336675
57,281352,334723,333155
57,282916,336394,334388
57,282654,331210,330582
57,289105,333765,618541
57,288461,344016,349160
57,283009,332014,332119
57,282002,339045,337199
57,319796,336455,382963
57,339099,389101,384143
57,330576,385378,388752
57,330562,391667,383661
57,328189,380302,361034
57,302740,355687,359190
57,304123,384589,357572
57,283769,337249,332639
57,284471,333947,334051
57,284797,335791,650449
57,549710,650175,388049
57,326332,385085,385257
57,325424,385928,383446
57,323570,382544,381865
57,302113,382129,358841
57,301836,354714,353418
57,300879,358401,355559
57,283183,333306,339596
57,282605,337448,333849
59,303630,372496,376231
59,304931,361169,368026
59,304037,360682,363431
59,305582,357832,362685
59,303377,362014,359298
59,302095,357838,360726
59,304767,362030,358480
59,304093,361259,357109
59,303440,360533,359390
59,305513,361142,360129
59,303399,360937,361825
59,304201,358784,358429
59,316356,360429,360704
59,303590,356779,358980
59,303503,357948,355511
59,303810,358271,360557
59,304891,361734,359284
59,305108,361608,360066
59,305157,362848,360013
59,305195,358718,360148
59,304056,357811,360090
59,303162,361430,362077
59,370032,356326,700224
59,632622,550056,490209
59,506795,731020,634868
59,536379,533550,542149
59,489823,579602,548145
59,530161,519034,609833
59,305821,463599,361189
59,307184,361112,363593
59,328039,361520,364981
59,305093,356852,359205
59,302936,359191,356914
59,322360,359604,362336
59,339346,360143,360797
59,305315,360577,362010
59,304838,360388,357910
59,353784,361881,358990
59,303999,357488,358384
59,304312,366904,358028
59,304921,359805,360631
59,303689,357536,360947
59,303923,356406,362628
59,303637,361173,357697
59,304377,358623,361721
59,306414,360478,361373
59,304870,357163,356901
59,303606,359384,359707
59,304595,358503,362381
59,304555,361865,358376
59,305266,363167,359761
59,306987,355660,360830
59,304116,358745,366646
59,305715,355236,359576
59,328679,359138,748661
59,590027,695488,584085
59,349094,414994,421660
59,349284,413779,409551
59,348069,415196,425155
59,323074,420242,392114
59,323001,387879,384426
59,342831,386427,357607
59,303931,355491,361236
59,302792,359626,407390
59,330292,424818,459310
59,305305,364705,362959
59,370114,359516,361393
59,304784,359206,362620
59,304803,358399,361695
59,304052,357907,364486
59,305411,359572,359869
59,304008,363367,359968
59,304613,359701,359958
59,303215,362917,360116
59,303930,361671,359841
59,304459,360155,363012
59,304313,360860,360563
59,303510,363900,360058
59,303681,361371,358248
59,303974,359779,360035
59,302004,358552,361692
59,304825,361544,364495
59,305175,358416,358220
59,303480,359789,359420
59,304728,359325,362550
59,303762,360151,361442
59,304063,359972,360742
59,304293,357629,362219
59,303569,358978,360922
59,303163,360080,365681
59,304319,359720,357077
59,303367,360432,362291
59,303804,357731,359730
59,597258,381511,692107
59,415780,703835,416807
59,348571,406000,449386
59,350408,418315,410123
59,353433,417706,417721
59,325560,383817,381080
59,325417,382118,385075
61,323866,418800,388347
61,322996,391205,397180
61,323586,389293,384693
61,323080,388857,387159
61,322474,391333,388173
61,323478,384179,386226
61,323387,386278,385921
61,323959,385888,384020
61,323217,381971,387315
61,329110,391656,384714
61,322356,389220,385702
61,322797,380947,387763
61,322395,383451,387066
61,322837,384061,383390
61,323618,401532,388298
61,322195,383689,383892
61,321905,386646,385700
61,323520,384761,390841
61,322780,385250,387222
61,324230,385657,384343
61,324034,403183,383969
61,321742,391788,384429
61,322979,382875,385210
61,323440,384547,389663
61,322808,385446,387076
61,322823,382310,388689
61,323571,388300,380819
61,324296,385955,383958
61,324155,384291,385986
61,321834,382604,390428
61,323356,428664,384749
61,323485,384563,387452
61,322880,384100,387184
61,323230,386945,385758
61,322905,383578,386611
61,323137,383740,388294
61,323763,386444,384859
61,321722,390477,388793
61,323106,387070,383608
61,322580,388721,388456
61,329967,385851,384519
61,323573,385534,388065
61,323392,387243,389787
61,393177,386126,386665
61,324153,385114,394411
61,324343,382027,388338
61,323384,390430,386431
61,324134,382117,382954
61,324351,385076,388459
61,323657,386864,386546
61,323616,384834,383520
61,387979,390829,765193
61,329467,533979,389914
61,323700,386958,393396
61,323337,388347,387110
61,324626,387449,387143
61,322135,385044,387437
61,326014,408399,388759
61,329630,391142,388797
61,404697,459437,415309
61,324772,392528,402721
61,433688,419319,529726
61,324024,387151,386637
61,323526,381790,389785
61,323760,386622,389301
61,327776,384705,388317
61,323414,386119,403808
61,323193,433957,382247
61,322671,383491,388400
61,323564,385513,384382
61,328484,388159,388108
61,323373,388052,389560
61,322672,384200,385809
61,323130,387311,385051
61,322513,382340,386089
61,323666,388106,385685
61,325024,388640,381600
61,324791,381291,381984
61,322424,381681,382021
61,322856,384646,387196
61,324726,386811,390110
61,324262,387396,388781
61,322656,387584,385444
61,322423,382082,389111
61,323759,389210,388469
61,323965,381603,382197
61,322113,393475,386153
61,323977,384269,383240
61,324014,382949,384808
61,325457,382949,380938
61,322846,385351,384179
61,322746,384927,390796
61,323042,387563,386131
61,326754,388025,389350
61,324010,386767,382971
61,322759,386833,387821
61,324263,385563,387047
61,329590,385183,388396
61,323464,386674,394578
61,323714,384438,388892
63,334401,473486,412567
63,335069,411196,417231
63,332191,411778,424113
63,330658,410507,416223
63,330883,411207,431539
63,333381,417880,430034
63,331499,416885,420858
63,331255,423769,416489
63,329175,417579,410452
63,332005,411452,411840
63,330336,413322,415559
63,329920,413539,411037
63,332109,416253,413860
63,350777,418087,541396
63,452147,448237,551055
63,571271,583478,717953
63,343793,457701,417982
63,331666,412267,502076
63,336272,462547,487525
63,394744,799200,443409
63,354241,444255,438750
63,352913,443449,414505
63,643770,780323,478554
63,381950,475349,473609
63,379632,470660,474074
63,378646,471832,503987
63,352025,440310,440695
63,352747,437813,412161
63,338942,413851,430942
63,335470,429073,464021
63,366209,623282,846083
63,358971,613113,467772
63,337218,414491,448478
63,345249,417701,420890
63,344694,427766,481672
63,338532,418412,417168
63,333663,442890,413311
63,330885,457291,407350
63,329225,412853,411461
63,328994,410535,415169
63,329850,415977,412705
63,332248,410805,407079
63,328809,440055,414187
63,329827,407529,413405
63,330690,410676,412735
63,329390,414315,409699
63,330017,412493,412635
63,353179,412873,414598
63,330421,410343,410246
63,494600,417958,412561
63,333731,418990,484809
63,383191,480316,500824
63,378369,476665,478466
63,353259,530037,491810
63,354756,452609,441401
63,330502,435069,416625
63,472550,417046,414522
63,329406,414609,416275
63,331118,410937,704432
63,640050,809743,775569
63,380496,473602,475430
63,378758,477208,477057
63,379287,478529,489709
63,353358,442651,440088
63,352175,439500,452061
63,329849,416923,412646
63,329860,410896,412871
63,330928,417485,416778
63,331486,415157,415050
63,504670,411379,812130
63,634931,803462,477511
63,380828,479304,475263
63,378676,480505,472501
63,387511,473591,441399
63,353452,442034,442584
63,364196,446108,413263
63,331236,418799,415233
63,331774,413526,411325
63,332251,412443,412654
63,331319,412483,411024
63,330657,415512,409506
63,329405,411378,421437
63,329626,410829,409247
63,330078,413078,420770
63,329860,413797,413653
63,344330,405830,409666
63,331074,410707,413135
63,330055,418803,413504
63,329549,416736,410690
63,330348,417894,417040
63,330455,415798,413267
63,330914,414434,416280
63,330161,412888,413764
63,341466,411636,433952
63,330902,412752,416249
63,329609,413521,415717
63,330175,413653,414192
63,330086,410666,419341
63,330074,412920,411213
63,329579,411542,418836
65,321917,440988,444295
65,322290,444438,441012
65,323037,438721,439258
65,338445,444315,440984
65,331647,444865,455927
65,366714,448250,447689
65,321554,443139,448628
65,322120,439325,437276
65,326952,447141,443292
65,321160,439171,436758
65,320753,442563,442444
65,321625,442816,443039
65,321649,442839,443226
65,323960,442224,444390
65,322695,438867,445280
65,321770,444838,445904
65,322509,441971,437369
65,320612,444947,440578
65,324681,446429,443746
65,321906,442021,444324
65,320752,435007,443242
65,320760,444078,444440
65,320322,438827,446839
65,326643,438599,443330
65,320738,439968,444429
65,321684,438897,440836
65,321769,447847,443141
65,321498,440336,442818
65,325898,447080,444324
65,320564,440138,444408
65,320870,441526,438454
65,321457,439566,444581
65,321237,442694,446109
65,323237,446459,477869
65,322252,437660,445249
65,321394,439187,440542
65,320234,440868,442790
65,327488,439405,441111
65,368579,440545,441111
65,323051,444385,445731
65,322312,438318,443509
65,321954,443889,443131
65,322112,443598,441919
65,323441,441167,444894
65,322036,442289,443685
65,322859,460451,451723
65,321344,446410,442321
65,321194,446400,441086
65,321320,443742,443770
65,321415,443576,440474
65,321950,438317,443354
65,625095,961114,863597
65,370214,510631,505456
65,369070,506018,508376
65,410336,508951,498178
65,343319,470240,475252
65,342985,470438,439334
65,328169,443979,441937
65,347079,440927,439833
65,321203,441769,448460
65,322263,440991,443071
65,322039,439350,447210
65,320260,442428,438015
65,623948,783850,863963
65,368569,692899,528558
65,371046,510769,510799
65,368943,507463,508916
65,369246,506736,474673
65,344609,473202,472865
65,340167,468495,438924
65,322481,441779,445707
65,322224,438555,445366
65,323031,445775,443072
65,321441,441587,442383
65,321724,441093,439875
65,323180,444060,444288
65,320585,442573,447496
65,321221,443253,439303
65,321814,439774,443371
65,321787,443293,442929
65,322867,442411,440729
65,335239,444267,445152
65,321573,440933,443600
65,321082,442520,438942
65,321662,445253,442475
65,321523,441750,439163
65,320596,441366,439961
65,321442,442735,441855
65,321443,442786,443055
65,324044,439829,442357
65,321792,439182,445108
65,322296,445383,444087
65,322281,442745,443003
65,321965,440262,442620
65,321443,442565,444240
65,320979,439752,440876
65,322202,439444,445099
65,322373,438187,439350
65,337099,454660,565949
65,575775,477437,565746
67,480549,486751,732687
67,330521,485625,474608
67,427805,473276,508112
67,333220,492476,476128
67,325721,535451,480998
67,326047,470752,509235
67,397120,472315,504759
67,344601,501596,508024
67,323760,509850,475909
67,323258,472468,473274
67,322718,472566,1.06132e+06
67,627905,927260,550384
67,370799,542695,546030
67,372258,542559,546494
67,345556,540142,502307
67,344761,503359,506348
67,321255,495890,473380
67,323601,474197,472348
67,1.18776e+06,559095,881247
67,1.01107e+06,2.0371e+06,781284
67,1.73434e+06,2.64846e+06,841668
67,535024,1.03066e+06,683338
67,506965,762285,615720
67,391835,539093,499049
67,337563,616336,482133
67,365334,568273,510346
67,337060,497461,602971
67,372824,514089,481220
67,332959,481629,534503
67,330603,476333,542725
67,477951,575005,563819
67,480399,699090,647720
67,479113,685460,653826
67,777676,713832,658024
67,476248,492512,536646
67,529400,519051,804758
67,435798,509991,596497
67,608946,542850,527577
67,338274,610129,487907
67,399032,567395,593062
67,346819,597816,511185
67,345031,503469,525882
67,452384,489198,578101
67,341715,635052,474497
67,373396,506876,474822
67,324846,474533,470834
67,323094,473761,472882
67,329364,475633,488377
67,322042,479773,471364
67,328446,472564,475555
67,343967,550999,474534
67,346368,561579,501265
67,345587,506980,505778
67,323400,477380,508550
67,326831,487119,662568
67,363950,856758,524955
67,409083,720381,733459
67,339433,584002,653776
67,337075,491774,471380
67,323958,518695,473503
67,324375,463637,483292
67,322183,472005,477142
67,322409,476157,660957
67,370324,843438,548303
67,365320,504313,503187
67,323563,472026,474803
67,322664,475804,477068
67,322254,475847,472782
67,322609,472544,471692
67,321632,468335,476875
67,323035,500510,491459
67,328109,507716,476245
67,324518,492665,472599
67,323038,468354,476456
67,323418,467994,513160
67,360513,473429,483802
67,500865,722645,707741
67,986524,790873,869895
67,484939,1.65152e+06,653066
67,951037,776842,635137
67,448233,474591,499331
67,350013,534855,472378
67,347167,500099,649840
67,338265,487755,572494
67,324998,472512,539722
67,324049,478045,474080
67,324001,478460,472395
67,323899,475538,468808
67,322180,474182,475663
67,367985,475808,512235
67,417896,512261,513674
67,329526,505468,480894
67,800465,474865,546000
67,377127,547682,548568
67,369598,537252,544654
67,371123,542491,553164
67,527161,533786,716287
67,538923,723215,696581
67,503208,667288,689464
67,516543,671012,661776
69,528757,707904,701391
69,512030,694267,704892
69,528612,740269,716617
69,513147,740709,701308
69,505120,685948,701155
69,500310,717193,707553
69,440723,646319,689015
69,696593,573460,966972
69,332454,598684,508701
69,331993,502131,508178
69,330691,504557,549898
69,329318,504529,502116
69,417788,585883,504639
69,329760,606877,502600
69,329861,500559,500596
69,415557,516635,622250
69,335294,526671,506720
69,328659,500164,507758
69,329207,505343,500347
69,330972,503236,503844
69,431005,506067,525137
69,331119,501374,501965
69,336684,505738,502588
69,329152,506398,504745
69,337097,673564,542932
69,327851,503325,511434
69,380711,578644,585075
69,382013,654164,561285
69,331015,536442,503785
69,332407,509241,503298
69,351953,508852,507145
69,330345,499356,501715
69,330562,497286,506557
69,332572,500822,595520
69,329881,515616,501540
69,329620,502386,500923
69,331106,501120,504976
69,349331,509156,541965
69,329097,504773,504737
69,331947,501997,502640
69,329528,501943,672115
69,397953,549775,510237
69,330165,544055,505639
69,329357,499701,503734
69,348893,605722,503884
69,328717,501928,500757
69,334255,500728,501567
69,490003,503928,511637
69,365760,509205,530606
69,333951,636136,504426
69,365993,498603,619140
69,399765,551267,506092
69,328850,500360,499074
69,328899,507660,515182
69,386205,716863,504897
69,399285,502410,542900
69,360346,540800,608170
69,366598,537002,512425
69,330847,503199,505167
69,329975,499044,500332
69,397910,507095,806237
69,332226,513966,527814
69,343839,503327,512301
69,331966,504285,598341
69,334454,572895,512363
69,336132,504206,507063
69,331347,501288,504746
69,385349,631050,508464
69,330479,502776,505247
69,557869,500560,500909
69,528351,502105,583411
69,331476,506677,499967
69,330148,502618,504538
69,333198,554697,562771
69,330670,682114,508606
69,331441,500442,502504
69,355607,696250,569970
69,362237,720329,519674
69,329394,501568,504351
69,329180,506411,502565
69,404685,532421,1.04093e+06
69,547098,774525,4.22518e+06
69,758291,2.35952e+06,818338
69,984806,1.98967e+06,778401
69,379607,1.49256e+06,710874
69,627514,734534,610825
69,364628,551549,555245
69,337916,807522,594314
69,385913,538821,534480
69,511239,551723,1.25448e+06
69,342413,1.10094e+06,594961
69,329468,508162,507951
69,465976,656227,504763
69,486600,503197,602556
69,595557,688548,1.09001e+06
69,378199,719782,561639
69,339122,1.44324e+06,846012
69,330316,537167,501774
69,414709,507371,504196
69,331148,499149,505628
71,441557,802447,662529
71,355759,552284,539428
71,355600,533692,699513
71,360263,769800,536372
71,354891,534678,689049
71,356948,668331,531772
71,358937,798439,555286
71,354689,651005,535584
71,353905,533042,541803
71,374671,580395,539232
71,354199,536836,537776
71,355835,532097,741710
71,358146,543776,540301
71,361577,534064,533523
71,354073,536404,591713
71,412632,536877,541807
71,354077,535147,537906
71,354383,530914,536201
71,393407,534067,534815
71,355106,534026,536346
71,493515,547080,536215
71,358517,596518,674834
71,384426,570729,558393
71,354429,537135,540711
71,356218,544895,690091
71,354868,538931,536171
71,481503,534150,535555
71,380292,607136,577196
71,378969,570712,531538
71,362563,535380,538635
71,356200,535644,535399
71,541791,533533,702230
71,756344,636671,570870
71,355118,534373,540781
71,354899,536544,537199
71,352994,537172,531864
71,353374,533093,653671
71,358076,634135,536191
