vertices,nanoseconds_sorted,nanoseconds_random,nanoseconds_inverted
139,1.60061e+06,4.22134e+06,2.61838e+06
139,1.41592e+06,2.44128e+06,2.27411e+06
139,1.44376e+06,2.43216e+06,2.35374e+06
139,1.48486e+06,2.30638e+06,2.26296e+06
139,1.5263e+06,2.26662e+06,2.32095e+06
139,1.38568e+06,2.4388e+06,2.39767e+06
139,1.39541e+06,2.33318e+06,2.30771e+06
139,2.04627e+06,2.27296e+06,2.43882e+06
139,1.37257e+06,2.59178e+06,2.25776e+06
139,1.36922e+06,2.25189e+06,2.27035e+06
139,1.36703e+06,2.2504e+06,2.26143e+06
139,1.36853e+06,2.29082e+06,2.26602e+06
139,1.36863e+06,2.2522e+06,2.28125e+06
139,1.46255e+06,2.32968e+06,2.36399e+06
139,1.66341e+06,3.07102e+06,3.91397e+06
139,1.36981e+06,2.4813e+06,2.30144e+06
139,1.46928e+06,3.02097e+06,2.46872e+06
139,1.4896e+06,2.40242e+06,2.66056e+06
139,1.37286e+06,2.33695e+06,2.57599e+06
139,1.40345e+06,2.32504e+06,2.8525e+06
139,1.39414e+06,2.26630e+06,2.86127e+06
139,1.60478e+06,2.33386e+06,2.87087e+06
139,2.06568e+06,2.82927e+06,3.9454e+06
139,1.56293e+06,3.30348e+06,2.57454e+06
139,2.19983e+06,3.17731e+06,3.05246e+06
139,2.17766e+06,2.60093e+06,2.52127e+06
139,1.97999e+06,3.80409e+06,3.12678e+06
139,1.40408e+06,2.511e+06,3.07477e+06
139,1.5497e+06,2.34489e+06,2.72879e+06
141,1.47752e+06,2.3999e+06,3.26253e+06
141,1.5486e+06,2.40571e+06,2.86168e+06
141,1.41088e+06,2.86586e+06,3.53481e+06
141,1.52866e+06,2.60331e+06,2.75622e+06
141,1.47097e+06,2.83543e+06,2.44602e+06
141,1.40599e+06,3.29108e+06,2.52838e+06
141,1.4152e+06,2.62952e+06,2.92394e+06
141,1.59605e+06,2.95349e+06,2.67879e+06
141,2.02261e+06,2.77162e+06,2.34279e+06
141,1.48076e+06,2.59256e+06,2.47912e+06
141,1.4874e+06,2.6397e+06,2.44506e+06
141,1.40879e+06,2.3487e+06,2.32928e+06
141,1.41014e+06,2.35196e+06,2.35439e+06
141,1.6199e+06,2.34049e+06,3.05933e+06
141,1.40782e+06,2.65274e+06,2.50427e+06
141,1.40554e+06,2.33817e+06,2.39781e+06
141,2.02012e+06,2.33916e+06,2.32757e+06
141,2.16575e+06,2.69123e+06,2.62682e+06
141,1.57443e+06,3.16322e+06,3.29539e+06
141,1.7229e+06,2.85986e+06,3.12767e+06
141,1.5966e+06,2.76468e+06,3.13053e+06
141,2.05497e+06,2.36933e+06,2.48232e+06
141,1.5134e+06,2.78124e+06,2.65337e+06
141,1.40860e+06,2.45395e+06,2.33226e+06
141,1.40781e+06,2.32242e+06,2.33489e+06
141,1.61244e+06,2.71184e+06,3.56574e+06
141,1.42264e+06,2.52329e+06,2.40671e+06
141,1.79559e+06,2.34045e+06,2.55731e+06
141,1.40369e+06,2.60962e+06,2.92691e+06
141,1.50793e+06,2.38056e+06,2.35685e+06
141,1.50765e+06,2.31684e+06,2.3735e+06
141,1.61624e+06,2.40831e+06,3.90749e+06
141,1.64778e+06,2.56235e+06,2.43731e+06
141,1.40781e+06,2.66811e+06,2.52308e+06
141,1.40691e+06,2.32057e+06,2.51106e+06
141,1.41283e+06,2.33528e+06,2.34118e+06
141,2.53124e+06,2.33576e+06,2.31505e+06
141,2.20109e+06,2.85532e+06,2.6963e+06
141,1.40708e+06,2.60003e+06,2.70665e+06
141,1.51019e+06,2.50299e+06,2.66624e+06
141,1.41135e+06,2.34937e+06,2.32194e+06
141,1.62461e+06,2.3294e+06,3.33874e+06
141,1.64902e+06,2.70792e+06,2.48087e+06
141,1.5018e+06,2.56142e+06,2.4964e+06
141,1.40718e+06,2.35236e+06,2.32854e+06
141,1.41723e+06,2.3342e+06,2.35620e+06
141,1.61608e+06,2.32635e+06,4.4713e+06
141,1.42333e+06,2.58753e+06,2.44642e+06
141,1.40179e+06,2.45578e+06,2.3333e+06
141,1.61306e+06,2.46585e+06,2.89965e+06
141,1.41099e+06,2.74567e+06,2.50472e+06
141,1.40764e+06,2.3382e+06,2.32916e+06
141,1.59619e+06,2.33014e+06,2.44985e+06
141,1.40728e+06,2.61982e+06,2.52551e+06
141,1.51783e+06,2.36983e+06,2.4558e+06
141,1.98191e+06,2.44906e+06,2.36456e+06
141,1.40429e+06,2.63575e+06,2.53899e+06
141,1.52964e+06,2.33745e+06,2.33883e+06
141,1.40544e+06,2.35972e+06,2.33744e+06
141,1.72294e+06,2.34285e+06,2.33282e+06
141,1.41424e+06,2.69108e+06,2.53245e+06
141,1.50905e+06,2.38635e+06,2.34057e+06
141,1.41046e+06,2.33152e+06,2.33725e+06
141,1.41044e+06,2.32183e+06,2.33788e+06
141,1.40892e+06,2.36563e+06,2.32886e+06
141,1.41140e+06,2.32727e+06,2.35326e+06
141,1.40526e+06,2.35308e+06,2.39893e+06
141,1.41152e+06,2.32243e+06,2.41698e+06
141,1.51239e+06,2.33357e+06,2.46074e+06
141,2.81348e+06,2.34296e+06,2.32958e+06
141,1.50516e+06,2.69556e+06,2.68407e+06
141,1.41062e+06,2.34886e+06,2.32777e+06
141,1.46608e+06,2.72363e+06,2.38067e+06
141,1.42243e+06,3.32862e+06,4.09132e+06
141,1.4708e+06,2.4639e+06,2.35836e+06
141,1.61833e+06,2.44683e+06,2.55549e+06
141,1.48052e+06,2.5247e+06,2.46044e+06
141,1.40886e+06,2.34274e+06,2.32206e+06
141,1.40311e+06,2.36139e+06,2.33429e+06
141,1.4107e+06,2.42126e+06,2.34281e+06
141,1.6485e+06,2.34122e+06,3.16458e+06
141,1.40998e+06,2.66523e+06,2.32052e+06
141,1.67464e+06,2.88605e+06,2.4504e+06
141,2.24988e+06,3.33685e+06,2.56388e+06
141,1.45198e+06,2.40577e+06,3.68941e+06
141,1.66668e+06,2.42575e+06,3.02118e+06
141,1.56195e+06,2.55681e+06,3.49738e+06
141,1.5109e+06,2.93756e+06,2.7102e+06
141,1.61815e+06,2.83622e+06,2.60418e+06
141,1.48162e+06,3.40478e+06,2.39102e+06
141,1.5702e+06,2.60487e+06,2.32591e+06
141,1.41501e+06,2.9112e+06,2.35909e+06
141,1.95156e+06,3.33608e+06,2.55496e+06
141,2.10732e+06,2.74283e+06,2.40742e+06
141,2.19372e+06,2.41319e+06,2.32588e+06
141,1.72542e+06,2.54228e+06,2.67622e+06
141,1.82664e+06,2.34165e+06,2.38674e+06
141,1.41837e+06,2.34877e+06,2.35074e+06
141,1.64111e+06,2.89739e+06,2.69656e+06
141,1.82331e+06,2.45457e+06,2.44837e+06
143,1.73369e+06,2.49366e+06,2.50855e+06
143,1.87776e+06,2.49465e+06,2.41658e+06
143,1.45471e+06,2.50665e+06,2.63407e+06
143,1.77092e+06,2.40323e+06,2.48606e+06
143,1.89318e+06,2.47512e+06,2.39166e+06
143,1.57704e+06,2.46095e+06,2.54778e+06
143,1.72732e+06,2.50862e+06,2.62494e+06
143,1.67573e+06,2.78329e+06,2.79265e+06
143,1.46887e+06,2.40783e+06,2.49926e+06
143,1.66818e+06,2.4013e+06,2.39568e+06
143,1.44416e+06,2.60194e+06,2.53562e+06
143,1.44632e+06,2.4256e+06,2.41269e+06
143,1.44477e+06,2.38566e+06,2.40629e+06
143,1.58374e+06,2.40002e+06,2.39254e+06
143,1.45078e+06,2.55169e+06,2.39302e+06
143,1.63232e+06,2.40324e+06,2.74342e+06
143,2.71301e+06,2.56625e+06,2.40262e+06
143,1.8284e+06,2.69328e+06,2.42112e+06
143,1.60204e+06,3.1716e+06,3.06016e+06
143,1.64005e+06,2.74005e+06,2.5507e+06
143,1.54509e+06,2.40384e+06,2.41066e+06
143,2.48007e+06,2.47158e+06,2.41436e+06
143,1.53829e+06,2.75536e+06,2.7337e+06
143,1.44756e+06,2.40165e+06,2.416e+06
143,1.44373e+06,2.40385e+06,2.44554e+06
143,1.7711e+06,2.40141e+06,2.74686e+06
143,1.44981e+06,2.63981e+06,2.75169e+06
143,1.57923e+06,2.57986e+06,2.56848e+06
143,1.46702e+06,2.76584e+06,2.47884e+06
143,1.74782e+06,2.58372e+06,2.55655e+06
143,1.69614e+06,2.55932e+06,2.41782e+06
143,1.49653e+06,2.75486e+06,2.55519e+06
143,1.85549e+06,2.40501e+06,2.40512e+06
143,1.61801e+06,2.51332e+06,2.40327e+06
143,1.54773e+06,3.5244e+06,2.76438e+06
143,1.53032e+06,2.50624e+06,2.40181e+06
143,1.59814e+06,2.39597e+06,2.40021e+06
143,1.47732e+06,2.42324e+06,2.45614e+06
143,1.45215e+06,2.50822e+06,2.41122e+06
143,1.44132e+06,2.44876e+06,2.40866e+06
143,1.8506e+06,2.40663e+06,3.83606e+06
143,1.453e+06,2.87761e+06,2.70684e+06
143,1.57702e+06,2.5545e+06,2.40014e+06
143,1.89034e+06,2.45796e+06,2.39607e+06
143,1.66165e+06,2.74548e+06,2.52222e+06
143,1.54648e+06,2.8221e+06,2.77223e+06
143,1.57394e+06,4.3339e+06,2.75503e+06
143,1.43773e+06,2.53866e+06,2.40796e+06
143,1.92552e+06,2.41318e+06,2.39551e+06
143,1.44711e+06,2.76169e+06,2.62421e+06
143,1.44004e+06,2.40581e+06,2.41125e+06
143,1.44162e+06,2.49817e+06,2.45853e+06
143,1.44223e+06,2.48153e+06,2.41062e+06
143,1.44319e+06,2.43220e+06,2.4094e+06
143,1.45144e+06,2.46362e+06,2.56358e+06
143,1.4404e+06,2.42118e+06,2.42142e+06
143,1.44556e+06,2.40796e+06,2.48923e+06
143,1.44144e+06,2.41751e+06,2.4314e+06
143,1.44318e+06,2.40921e+06,2.42121e+06
143,1.97794e+06,2.39572e+06,2.40015e+06
143,2.54649e+06,3.36028e+06,2.75795e+06
143,2.39281e+06,3.62475e+06,5.50124e+06
143,1.55356e+06,2.41356e+06,2.40835e+06
143,1.44459e+06,2.45156e+06,2.54287e+06
143,1.58046e+06,4.13636e+06,2.75841e+06
143,1.43775e+06,2.52095e+06,2.42663e+06
143,1.48701e+06,2.41261e+06,2.41863e+06
143,1.44093e+06,2.44494e+06,2.40584e+06
143,1.87712e+06,3.69201e+06,2.74019e+06
143,2.09339e+06,2.40832e+06,3.24995e+06
143,1.44494e+06,2.81463e+06,2.65276e+06
143,1.58139e+06,2.40333e+06,2.76971e+06
143,1.44152e+06,2.54584e+06,2.38141e+06
143,1.52e+06,2.43596e+06,2.40792e+06
143,1.44881e+06,2.45399e+06,2.41314e+06
143,1.65696e+06,2.41022e+06,4.49131e+06
143,1.44266e+06,2.68522e+06,2.55284e+06
143,1.43947e+06,2.41168e+06,2.40455e+06
143,1.73022e+06,2.40343e+06,4.21151e+06
143,2.06045e+06,2.86235e+06,2.48673e+06
143,2.04166e+06,2.57025e+06,2.52649e+06
143,1.87626e+06,2.49318e+06,2.48007e+06
143,1.54832e+06,2.61982e+06,2.78055e+06
143,1.44874e+06,2.64568e+06,2.68923e+06
143,1.58593e+06,2.6302e+06,2.67923e+06
143,1.90419e+06,2.50531e+06,2.79105e+06
143,1.62389e+06,2.54837e+06,2.98112e+06
143,1.51097e+06,2.58512e+06,3.22719e+06
143,1.57479e+06,2.40741e+06,3.36613e+06
143,1.51252e+06,2.45072e+06,2.5706e+06
143,1.47292e+06,3.16437e+06,2.56556e+06
143,1.51228e+06,2.63607e+06,2.96376e+06
143,1.84364e+06,2.64884e+06,2.65818e+06
143,1.49061e+06,3.25184e+06,2.44892e+06
143,2.07971e+06,2.7928e+06,2.8305e+06
143,2.29258e+06,2.54259e+06,2.47279e+06
143,1.68806e+06,2.43756e+06,2.45193e+06
143,1.92282e+06,2.77116e+06,2.59490e+06
143,1.78418e+06,2.72728e+06,2.83931e+06
143,1.89664e+06,2.39384e+06,2.5795e+06
145,1.53532e+06,3.04426e+06,3.08768e+06
145,1.50114e+06,3.52252e+06,2.84396e+06
145,2.44044e+06,2.81792e+06,3.08087e+06
145,1.97822e+06,4.05905e+06,2.73081e+06
145,1.58913e+06,2.52595e+06,2.56247e+06
145,1.47697e+06,2.5989e+06,2.46776e+06
145,2.87954e+06,2.49689e+06,2.47203e+06
145,1.5872e+06,2.88067e+06,2.8907e+06
145,2.37954e+06,2.47099e+06,2.48513e+06
145,1.70703e+06,2.8347e+06,2.96178e+06
145,1.52159e+06,2.82723e+06,2.70636e+06
145,1.48707e+06,2.46736e+06,2.85136e+06
145,1.55529e+06,2.48754e+06,2.61218e+06
145,1.69644e+06,3.71559e+06,2.90066e+06
145,1.4759e+06,2.65085e+06,2.55849e+06
145,1.48548e+06,2.47717e+06,2.50652e+06
145,2.23541e+06,2.48305e+06,2.52168e+06
145,1.56147e+06,3.42344e+06,2.91063e+06
145,1.62583e+06,2.54187e+06,2.96405e+06
145,1.48424e+06,2.59591e+06,2.51897e+06
145,1.47806e+06,2.46524e+06,2.6481e+06
145,1.47846e+06,2.48591e+06,3.40522e+06
145,1.47712e+06,2.49264e+06,2.49785e+06
145,1.48460e+06,2.47099e+06,2.52418e+06
145,1.49074e+06,2.49077e+06,2.46684e+06
145,1.50474e+06,2.47928e+06,2.47234e+06
145,1.75089e+06,2.65795e+06,2.8723e+06
145,1.49007e+06,2.64995e+06,2.8132e+06
145,1.48552e+06,2.49707e+06,2.89724e+06
145,1.5888e+06,3.88693e+06,2.78766e+06
145,1.48016e+06,2.56182e+06,2.52703e+06
145,1.47889e+06,2.48228e+06,2.48965e+06
145,2.17263e+06,2.48833e+06,2.49788e+06
145,1.58483e+06,3.11896e+06,2.9089e+06
145,1.69865e+06,2.54269e+06,4.04031e+06
145,1.70652e+06,2.70530e+06,2.80431e+06
145,1.4783e+06,2.95022e+06,2.72105e+06
145,1.47812e+06,2.4798e+06,2.5058e+06
145,1.47812e+06,2.47691e+06,2.509e+06
145,1.4834e+06,2.46274e+06,2.47282e+06
145,1.58842e+06,2.48638e+06,2.46629e+06
145,1.50306e+06,2.85287e+06,2.80103e+06
145,1.53734e+06,2.48385e+06,2.46827e+06
145,2.5773e+06,2.47326e+06,2.4848e+06
145,1.47826e+06,2.83899e+06,2.78897e+06
145,1.96459e+06,2.48785e+06,4.29665e+06
145,1.51617e+06,2.64605e+06,3.14763e+06
145,2.06341e+06,2.4715e+06,2.52612e+06
145,1.47458e+06,2.93008e+06,2.68757e+06
145,1.48046e+06,2.50117e+06,2.49105e+06
145,1.62671e+06,2.62095e+06,2.85094e+06
145,1.48694e+06,2.6392e+06,2.49332e+06
145,1.62403e+06,2.6131e+06,2.86634e+06
145,1.62641e+06,2.68103e+06,2.55541e+06
145,1.47666e+06,2.46063e+06,2.59665e+06
145,1.69827e+06,2.50466e+06,3.75182e+06
145,1.58522e+06,2.90074e+06,2.77815e+06
145,1.47627e+06,2.48747e+06,2.46885e+06
145,1.72396e+06,2.4911e+06,2.97673e+06
145,1.86303e+06,3.08221e+06,2.71035e+06
145,1.8725e+06,3.00775e+06,3.00479e+06
145,1.4896e+06,2.9581e+06,2.96206e+06
145,1.72084e+06,2.4672e+06,2.47162e+06
145,1.47911e+06,2.6245e+06,2.47644e+06
145,1.61854e+06,2.8215e+06,2.88558e+06
145,1.47819e+06,2.63598e+06,2.46091e+06
145,1.63489e+06,3.9468e+06,2.8533e+06
145,1.48962e+06,2.62357e+06,2.54741e+06
145,1.47896e+06,2.49231e+06,2.47108e+06
145,1.48705e+06,2.51415e+06,2.47536e+06
145,1.58168e+06,2.4914e+06,2.47063e+06
145,1.47651e+06,2.47974e+06,2.45635e+06
145,1.47633e+06,2.47117e+06,2.59283e+06
145,1.70004e+06,2.48579e+06,4.46932e+06
145,1.47756e+06,2.74317e+06,2.62442e+06
145,1.48498e+06,2.48831e+06,2.47371e+06
145,2.17085e+06,2.46938e+06,2.49644e+06
145,1.71732e+06,2.73438e+06,2.51728e+06
145,1.55118e+06,2.5068e+06,2.48652e+06
145,1.63821e+06,3.13278e+06,2.47703e+06
145,2.1182e+06,2.72108e+06,2.59616e+06
145,2.19176e+06,2.59704e+06,2.79476e+06
145,1.69676e+06,2.56631e+06,2.5679e+06
145,1.48616e+06,2.68339e+06,3.0303e+06
145,1.67059e+06,2.61848e+06,2.85751e+06
145,1.92951e+06,2.85636e+06,2.68621e+06
145,1.67545e+06,3.26539e+06,2.85456e+06
145,2.21217e+06,2.9835e+06,2.98324e+06
145,1.58986e+06,4.87163e+06,2.94472e+06
145,1.48968e+06,3.0306e+06,2.87917e+06
145,1.60631e+06,2.99128e+06,2.9788e+06
145,1.98793e+06,2.64991e+06,2.4831e+06
145,1.96106e+06,2.91997e+06,2.72272e+06
145,2.01041e+06,2.79464e+06,3.18003e+06
145,1.52459e+06,2.74385e+06,3.24412e+06
145,1.55525e+06,2.69284e+06,2.62985e+06
145,1.48305e+06,2.92872e+06,3.15786e+06
145,1.48244e+06,3.42411e+06,2.55505e+06
145,2.0765e+06,3.0494e+06,2.64305e+06
145,1.83472e+06,2.57942e+06,2.518e+06
147,1.77218e+06,3.18014e+06,2.64386e+06
147,1.75016e+06,2.80668e+06,2.8558e+06
147,1.51824e+06,2.89166e+06,2.92671e+06
147,1.71194e+06,3.73303e+06,2.9453e+06
147,1.51912e+06,2.69146e+06,2.57644e+06
147,1.52272e+06,2.56839e+06,2.57218e+06
147,1.51959e+06,2.56051e+06,2.54572e+06
147,1.52752e+06,2.57368e+06,2.56466e+06
147,1.76358e+06,3.80841e+06,2.93976e+06
147,1.98026e+06,2.67662e+06,2.74541e+06
147,1.55626e+06,3.11419e+06,2.54168e+06
147,1.6731e+06,2.92724e+06,2.54337e+06
147,1.93364e+06,2.58787e+06,2.54529e+06
147,1.64294e+06,3.81148e+06,2.94877e+06
147,2.18787e+06,2.66979e+06,2.53088e+06
147,1.51977e+06,2.91047e+06,2.89367e+06
147,2.30886e+06,2.53499e+06,2.69677e+06
147,1.54428e+06,3.02764e+06,2.77338e+06
147,1.52961e+06,2.59495e+06,2.5306e+06
147,1.55656e+06,2.55174e+06,2.56313e+06
147,1.52498e+06,2.58066e+06,2.5672e+06
147,1.5255e+06,2.55882e+06,2.59332e+06
147,1.52252e+06,2.56944e+06,2.5798e+06
147,1.74558e+06,2.553e+06,3.32208e+06
147,1.52243e+06,2.88354e+06,2.71415e+06
147,1.52195e+06,2.56152e+06,2.56044e+06
147,1.53171e+06,2.5676e+06,2.65991e+06
147,1.745e+06,2.5635e+06,4.15494e+06
147,3.67591e+06,2.83371e+06,2.66084e+06
147,1.56861e+06,3.67972e+06,3.05775e+06
147,1.54884e+06,2.66877e+06,2.70236e+06
147,1.56425e+06,2.6e+06,2.54071e+06
147,1.53233e+06,2.54595e+06,2.55675e+06
147,1.70806e+06,2.5543e+06,2.5488e+06
147,1.5476e+06,2.86622e+06,2.77363e+06
147,1.56045e+06,2.80354e+06,2.55984e+06
147,1.94280e+06,3.06484e+06,2.64466e+06
147,1.6874e+06,3.55867e+06,3.09698e+06
147,1.52067e+06,2.5423e+06,2.56467e+06
147,1.52817e+06,2.5576e+06,2.53925e+06
147,1.5537e+06,2.5438e+06,2.54024e+06
147,1.83803e+06,2.5625e+06,2.54416e+06
147,1.56338e+06,2.66074e+06,2.55422e+06
147,1.57365e+06,2.57141e+06,2.58055e+06
147,1.6311e+06,3.82896e+06,2.96974e+06
147,1.52092e+06,2.54720e+06,2.54678e+06
147,3.10759e+06,2.54646e+06,2.55498e+06
147,1.57061e+06,2.93438e+06,2.87434e+06
147,1.52463e+06,2.5469e+06,2.55374e+06
147,1.51903e+06,2.54951e+06,2.54286e+06
147,1.52355e+06,2.53331e+06,2.54188e+06
147,1.5582e+06,2.55524e+06,2.55289e+06
147,1.54954e+06,2.56338e+06,2.54355e+06
147,1.74767e+06,2.5579e+06,3.21937e+06
147,1.55932e+06,2.85303e+06,2.68628e+06
147,3.03168e+06,2.53417e+06,2.54594e+06
147,1.61422e+06,2.92164e+06,2.95608e+06
147,1.75152e+06,2.53256e+06,2.56041e+06
147,1.51647e+06,2.93522e+06,2.7373e+06
147,1.51751e+06,2.5521e+06,2.64806e+06
147,1.51947e+06,2.53749e+06,2.60770e+06
147,1.51802e+06,2.54417e+06,2.63987e+06
147,1.51954e+06,2.53977e+06,2.54658e+06
147,2.0694e+06,2.56769e+06,2.55386e+06
147,1.52072e+06,2.9336e+06,2.77655e+06
147,1.5197e+06,2.55602e+06,2.79946e+06
147,1.51979e+06,2.55652e+06,2.64928e+06
147,1.52182e+06,2.53448e+06,2.68022e+06
147,1.52356e+06,2.5341e+06,2.54548e+06
147,1.62972e+06,2.55477e+06,2.55726e+06
147,1.60182e+06,2.93889e+06,2.8691e+06
147,2.05589e+06,2.54851e+06,2.54118e+06
147,1.57908e+06,2.92083e+06,2.62986e+06
147,1.74912e+06,3.36177e+06,3.11354e+06
147,1.52018e+06,3.00426e+06,2.81028e+06
147,1.7652e+06,2.67984e+06,2.56526e+06
147,2.04886e+06,2.6492e+06,3.06018e+06
147,1.68996e+06,4.28233e+06,2.62994e+06
147,1.53058e+06,2.95628e+06,3.09896e+06
147,1.6372e+06,3.09869e+06,2.82421e+06
147,2.47233e+06,3.17196e+06,2.85402e+06
147,1.71706e+06,2.83583e+06,2.5708e+06
147,1.52701e+06,2.93311e+06,2.9092e+06
147,1.52213e+06,2.80716e+06,3.65431e+06
147,1.62757e+06,2.59706e+06,3.31707e+06
147,1.55663e+06,3.1052e+06,2.62819e+06
147,1.64872e+06,3.45854e+06,2.70768e+06
147,1.67192e+06,2.99886e+06,3.09208e+06
147,1.67743e+06,2.96135e+06,2.72645e+06
147,1.74447e+06,2.5656e+06,2.83465e+06
147,1.97894e+06,2.89614e+06,3.15445e+06
147,1.519e+06,2.92371e+06,2.83796e+06
147,2.38135e+06,4.09927e+06,3.44842e+06
147,1.72076e+06,3.41955e+06,2.97275e+06
147,1.63156e+06,2.59542e+06,3.25418e+06
147,1.63153e+06,3.03645e+06,3.14707e+06
147,1.73085e+06,3.91497e+06,2.76649e+06
147,1.95628e+06,2.93364e+06,2.75149e+06
147,1.93903e+06,2.63892e+06,2.74997e+06
147,1.83116e+06,2.7159e+06,2.62329e+06
149,1.67964e+06,2.80366e+06,2.63329e+06
149,1.59129e+06,2.85909e+06,2.74578e+06
149,2.36417e+06,2.61206e+06,2.63578e+06
149,1.68513e+06,3.35367e+06,3.02659e+06
149,2.10137e+06,2.65153e+06,2.63159e+06
149,1.56965e+06,3.02471e+06,2.92954e+06
149,1.57469e+06,2.62952e+06,2.68369e+06
149,1.56592e+06,2.62039e+06,2.67635e+06
149,1.69601e+06,2.64672e+06,3.8061e+06
149,1.57216e+06,2.75244e+06,2.65088e+06
149,1.59248e+06,2.6136e+06,2.63132e+06
149,1.59674e+06,3.65707e+06,3.07397e+06
149,1.56873e+06,2.66211e+06,2.62092e+06
149,1.58488e+06,2.65425e+06,2.6238e+06
149,1.70502e+06,2.83165e+06,2.65286e+06
149,1.93052e+06,3.04152e+06,2.83769e+06
149,2.89023e+06,2.6987e+06,3.06556e+06
149,1.57988e+06,3.53879e+06,3.1118e+06
149,1.63122e+06,3.01707e+06,2.98656e+06
149,1.80832e+06,2.75916e+06,2.69552e+06
149,1.69691e+06,3.01036e+06,2.84925e+06
149,1.82519e+06,3.01676e+06,3.69213e+06
149,1.56994e+06,3.02589e+06,2.80257e+06
149,1.70985e+06,2.97157e+06,2.88585e+06
149,1.65845e+06,2.61485e+06,2.68802e+06
149,1.68076e+06,3.8846e+06,3.05718e+06
149,1.56724e+06,2.63335e+06,2.67131e+06
149,2.79067e+06,2.62498e+06,2.62247e+06
149,1.58667e+06,3.2295e+06,2.9202e+06
149,1.58632e+06,2.62602e+06,2.64776e+06
149,1.79399e+06,2.62675e+06,2.75138e+06
149,1.56853e+06,2.82071e+06,2.6353e+06
149,1.56819e+06,2.61446e+06,2.86116e+06
149,1.57314e+06,2.62146e+06,2.65042e+06
149,1.56815e+06,2.64729e+06,2.65752e+06
149,1.59545e+06,2.63455e+06,2.72699e+06
149,1.67514e+06,2.66528e+06,2.70492e+06
149,1.57062e+06,2.63715e+06,2.62736e+06
149,1.68151e+06,2.6322e+06,2.64284e+06
149,1.80166e+06,2.6541e+06,2.85863e+06
149,1.56755e+06,2.98826e+06,2.84696e+06
149,1.56811e+06,4.16468e+06,2.71692e+06
149,1.56807e+06,2.68772e+06,2.63999e+06
149,1.56807e+06,2.66018e+06,2.62746e+06
149,1.80225e+06,2.62999e+06,4.11774e+06
149,1.56458e+06,2.97556e+06,2.63385e+06
149,1.72228e+06,4.71306e+06,3.01e+06
149,1.60065e+06,2.69162e+06,2.63456e+06
149,1.64491e+06,2.62415e+06,2.62199e+06
149,1.67838e+06,2.62155e+06,2.68716e+06
149,1.67173e+06,2.6218e+06,2.6351e+06
149,1.83259e+06,2.63503e+06,2.61067e+06
149,1.57426e+06,4.02203e+06,2.98079e+06
149,1.56691e+06,2.6325e+06,2.87269e+06
149,1.68838e+06,2.65407e+06,3.25042e+06
149,1.56898e+06,3.08284e+06,3.10689e+06
149,1.57054e+06,2.69192e+06,2.90955e+06
149,1.62565e+06,2.63681e+06,2.68403e+06
149,1.5698e+06,2.65053e+06,2.67084e+06
149,1.66564e+06,2.62542e+06,2.68231e+06
149,1.5721e+06,2.62892e+06,2.6734e+06
149,1.5678e+06,2.64747e+06,2.67841e+06
149,1.56708e+06,2.71711e+06,2.63177e+06
149,1.70231e+06,2.63443e+06,2.65378e+06
149,1.56748e+06,2.65789e+06,2.71194e+06
149,1.61216e+06,2.61849e+06,2.65165e+06
149,1.57305e+06,2.62196e+06,2.68934e+06
149,1.8104e+06,2.63622e+06,2.63243e+06
149,1.56727e+06,3.00662e+06,2.84226e+06
149,1.67554e+06,2.62514e+06,4.08478e+06
149,2.14384e+06,2.71959e+06,2.64058e+06
149,1.58221e+06,3.04725e+06,2.8126e+06
149,1.59183e+06,3.04998e+06,2.64007e+06
149,1.7683e+06,2.87378e+06,2.88185e+06
149,2.00552e+06,3.08245e+06,3.09538e+06
149,1.8466e+06,2.93872e+06,3.19694e+06
149,1.58316e+06,3.35480e+06,2.64422e+06
149,2.01589e+06,3.65507e+06,2.65024e+06
149,1.71078e+06,2.92597e+06,2.71608e+06
149,1.86553e+06,2.66747e+06,2.80106e+06
149,1.789e+06,2.77429e+06,3.02443e+06
149,1.71428e+06,2.73977e+06,3.20586e+06
149,1.68177e+06,2.96578e+06,2.9546e+06
149,2.12226e+06,3.33392e+06,3.02365e+06
149,1.92167e+06,2.68186e+06,2.77087e+06
149,1.81928e+06,2.64053e+06,2.6146e+06
149,1.6066e+06,3.11347e+06,2.83942e+06
149,1.57198e+06,2.74887e+06,3.31072e+06
149,1.77838e+06,2.67337e+06,2.96949e+06
149,1.69591e+06,2.6318e+06,2.69109e+06
149,1.71279e+06,3.11205e+06,2.66295e+06
149,1.66441e+06,2.89171e+06,2.63999e+06
149,1.71077e+06,7.18779e+06,3.26184e+06
149,1.78259e+06,3.2523e+06,3.13201e+06
149,2.16789e+06,4.04869e+06,3.10167e+06
149,2.48736e+06,2.65413e+06,3.06064e+06
149,2.77819e+06,3.5991e+06,2.67517e+06
149,2.16572e+06,2.98445e+06,2.78644e+06
149,1.69397e+06,3.76443e+06,3.01438e+06
149,1.57091e+06,2.63908e+06,2.64168e+06
151,1.8626e+06,2.76294e+06,2.71621e+06
151,1.61064e+06,3.08647e+06,3.02532e+06
151,1.60908e+06,2.7443e+06,2.7286e+06
151,1.85195e+06,2.7191e+06,4.56187e+06
151,1.60695e+06,3.02396e+06,2.73465e+06
151,1.65151e+06,3.12578e+06,2.78723e+06
151,1.88247e+06,3.47664e+06,3.48418e+06
151,3.14418e+06,2.83584e+06,2.68341e+06
