n_works,instance,repetition,algorithm,ticks,time,cost,res_length
445,2,18,memo,6741,6.741,13096,204
445,2,19,bottom,4695,4.695,13096,204
445,2,19,memo,6570,6.57,13096,204
445,2,20,bottom,5115,5.115,13096,204
445,2,20,memo,6800,6.8,13096,204
445,2,21,bottom,4628,4.628,13096,204
445,2,21,memo,7602,7.602,13096,204
445,2,22,bottom,4661,4.661,13096,204
445,2,22,memo,6729,6.729,13096,204
445,2,23,bottom,5029,5.029,13096,204
445,2,23,memo,7402,7.402,13096,204
445,2,24,bottom,5350,5.35,13096,204
445,2,24,memo,6567,6.567,13096,204
445,2,25,bottom,4789,4.789,13096,204
445,2,25,memo,7317,7.317,13096,204
445,3,1,bottom,5191,5.191,12781,245
445,3,1,memo,7129,7.129,12781,245
445,3,2,bottom,4695,4.695,12781,245
445,3,2,memo,6871,6.871,12781,245
445,3,3,bottom,5342,5.342,12781,245
445,3,3,memo,6589,6.589,12781,245
445,3,4,bottom,5026,5.026,12781,245
445,3,4,memo,6962,6.962,12781,245
445,3,5,bottom,4662,4.662,12781,245
445,3,5,memo,7614,7.614,12781,245
445,3,6,bottom,4630,4.63,12781,245
445,3,6,memo,6620,6.62,12781,245
445,3,7,bottom,4663,4.663,12781,245
445,3,7,memo,7426,7.426,12781,245
445,3,8,bottom,5391,5.391,12781,245
445,3,8,memo,6572,6.572,12781,245
445,3,9,bottom,5189,5.189,12781,245
445,3,9,memo,8701,8.701,12781,245
445,3,10,bottom,5084,5.084,12781,245
445,3,10,memo,7180,7.18,12781,245
445,3,11,bottom,4854,4.854,12781,245
445,3,11,memo,7737,7.737,12781,245
445,3,12,bottom,4659,4.659,12781,245
445,3,12,memo,6537,6.537,12781,245
445,3,13,bottom,4871,4.871,12781,245
445,3,13,memo,6644,6.644,12781,245
445,3,14,bottom,5068,5.068,12781,245
445,3,14,memo,6614,6.614,12781,245
445,3,15,bottom,4643,4.643,12781,245
445,3,15,memo,7749,7.749,12781,245
445,3,16,bottom,4687,4.687,12781,245
445,3,16,memo,6968,6.968,12781,245
445,3,17,bottom,5034,5.034,12781,245
445,3,17,memo,6614,6.614,12781,245
445,3,18,bottom,4870,4.87,12781,245
445,3,18,memo,7355,7.355,12781,245
445,3,19,bottom,4695,4.695,12781,245
445,3,19,memo,7320,7.32,12781,245
445,3,20,bottom,5021,5.021,12781,245
445,3,20,memo,7455,7.455,12781,245
445,3,21,bottom,5065,5.065,12781,245
445,3,21,memo,6578,6.578,12781,245
445,3,22,bottom,4849,4.849,12781,245
445,3,22,memo,7416,7.416,12781,245
445,3,23,bottom,4990,4.99,12781,245
445,3,23,memo,7337,7.337,12781,245
445,3,24,bottom,4645,4.645,12781,245
445,3,24,memo,6530,6.53,12781,245
445,3,25,bottom,4711,4.711,12781,245
445,3,25,memo,6619,6.619,12781,245
445,4,1,bottom,5256,5.256,12911,216
445,4,1,memo,6912,6.912,12911,216
445,4,2,bottom,4712,4.712,12911,216
445,4,2,memo,7936,7.936,12911,216
445,4,3,bottom,4675,4.675,12911,216
445,4,3,memo,6576,6.576,12911,216
445,4,4,bottom,4676,4.676,12911,216
445,4,4,memo,7328,7.328,12911,216
445,4,5,bottom,5527,5.527,12911,216
445,4,5,memo,6607,6.607,12911,216
445,4,6,bottom,4670,4.67,12911,216
445,4,6,memo,6526,6.526,12911,216
445,4,7,bottom,4677,4.677,12911,216
445,4,7,memo,7043,7.043,12911,216
445,4,8,bottom,5148,5.148,12911,216
445,4,8,memo,6594,6.594,12911,216
445,4,9,bottom,5295,5.295,12911,216
445,4,9,memo,6579,6.579,12911,216
445,4,10,bottom,4725,4.725,12911,216
445,4,10,memo,6778,6.778,12911,216
445,4,11,bottom,5121,5.121,12911,216
445,4,11,memo,7036,7.036,12911,216
445,4,12,bottom,4644,4.644,12911,216
445,4,12,memo,6561,6.561,12911,216
445,4,13,bottom,5362,5.362,12911,216
445,4,13,memo,6720,6.72,12911,216
445,4,14,bottom,4677,4.677,12911,216
445,4,14,memo,7451,7.451,12911,216
445,4,15,bottom,4746,4.746,12911,216
445,4,15,memo,7875,7.875,12911,216
445,4,16,bottom,4692,4.692,12911,216
445,4,16,memo,6539,6.539,12911,216
445,4,17,bottom,4673,4.673,12911,216
445,4,17,memo,6999,6.999,12911,216
445,4,18,bottom,5027,5.027,12911,216
445,4,18,memo,6570,6.57,12911,216
445,4,19,bottom,4718,4.718,12911,216
445,4,19,memo,7560,7.56,12911,216
445,4,20,bottom,4661,4.661,12911,216
445,4,20,memo,6734,6.734,12911,216
445,4,21,bottom,5133,5.133,12911,216
445,4,21,memo,6805,6.805,12911,216
445,4,22,bottom,5358,5.358,12911,216
445,4,22,memo,6941,6.941,12911,216
445,4,23,bottom,4652,4.652,12911,216
445,4,23,memo,6799,6.799,12911,216
445,4,24,bottom,4691,4.691,12911,216
445,4,24,memo,7697,7.697,12911,216
445,4,25,bottom,4663,4.663,12911,216
445,4,25,memo,6520,6.52,12911,216
445,5,1,bottom,5530,5.53,13442,243
445,5,1,memo,6870,6.87,13442,243
445,5,2,bottom,4671,4.671,13442,243
445,5,2,memo,9214,9.214,13442,243
445,5,3,bottom,7094,7.094,13442,243
445,5,3,memo,8392,8.392,13442,243
445,5,4,bottom,4864,4.864,13442,243
445,5,4,memo,7933,7.933,13442,243
445,5,5,bottom,4897,4.897,13442,243
445,5,5,memo,9600,9.6,13442,243
445,5,6,bottom,6512,6.512,13442,243
445,5,6,memo,7859,7.859,13442,243
445,5,7,bottom,5007,5.007,13442,243
445,5,7,memo,7646,7.646,13442,243
445,5,8,bottom,5120,5.12,13442,243
445,5,8,memo,9268,9.268,13442,243
445,5,9,bottom,7263,7.263,13442,243
445,5,9,memo,7075,7.075,13442,243
445,5,10,bottom,5312,5.312,13442,243
445,5,10,memo,7832,7.832,13442,243
445,5,11,bottom,4890,4.89,13442,243
445,5,11,memo,9004,9.004,13442,243
445,5,12,bottom,7234,7.234,13442,243
445,5,12,memo,11407,11.407,13442,243
445,5,13,bottom,4798,4.798,13442,243
445,5,13,memo,7323,7.323,13442,243
445,5,14,bottom,6679,6.679,13442,243
445,5,14,memo,11615,11.615,13442,243
445,5,15,bottom,5362,5.362,13442,243
445,5,15,memo,9990,9.99,13442,243
445,5,16,bottom,5051,5.051,13442,243
445,5,16,memo,10979,10.979,13442,243
445,5,17,bottom,6719,6.719,13442,243
445,5,17,memo,9205,9.205,13442,243
445,5,18,bottom,6405,6.405,13442,243
445,5,18,memo,11331,11.331,13442,243
445,5,19,bottom,5599,5.599,13442,243
445,5,19,memo,7972,7.972,13442,243
445,5,20,bottom,4848,4.848,13442,243
445,5,20,memo,8040,8.04,13442,243
445,5,21,bottom,4781,4.781,13442,243
445,5,21,memo,7168,7.168,13442,243
445,5,22,bottom,5020,5.02,13442,243
445,5,22,memo,7094,7.094,13442,243
445,5,23,bottom,5774,5.774,13442,243
445,5,23,memo,7359,7.359,13442,243
445,5,24,bottom,4833,4.833,13442,243
445,5,24,memo,8195,8.195,13442,243
445,5,25,bottom,6038,6.038,13442,243
445,5,25,memo,11295,11.295,13442,243
445,6,1,bottom,5379,5.379,13685,232
445,6,1,memo,6599,6.599,13685,232
445,6,2,bottom,4679,4.679,13685,232
445,6,2,memo,7209,7.209,13685,232
445,6,3,bottom,4786,4.786,13685,232
445,6,3,memo,7031,7.031,13685,232
445,6,4,bottom,5612,5.612,13685,232
445,6,4,memo,7129,7.129,13685,232
445,6,5,bottom,4780,4.78,13685,232
445,6,5,memo,9462,9.462,13685,232
445,6,6,bottom,6251,6.251,13685,232
445,6,6,memo,8470,8.47,13685,232
445,6,7,bottom,5573,5.573,13685,232
445,6,7,memo,7763,7.763,13685,232
445,6,8,bottom,5272,5.272,13685,232
445,6,8,memo,8381,8.381,13685,232
445,6,9,bottom,5581,5.581,13685,232
445,6,9,memo,7768,7.768,13685,232
445,6,10,bottom,5014,5.014,13685,232
445,6,10,memo,6973,6.973,13685,232
445,6,11,bottom,4816,4.816,13685,232
445,6,11,memo,7629,7.629,13685,232
445,6,12,bottom,6076,6.076,13685,232
445,6,12,memo,6974,6.974,13685,232
445,6,13,bottom,5157,5.157,13685,232
445,6,13,memo,8499,8.499,13685,232
445,6,14,bottom,5089,5.089,13685,232
445,6,14,memo,12432,12.432,13685,232
445,6,15,bottom,5349,5.349,13685,232
445,6,15,memo,8983,8.983,13685,232
445,6,16,bottom,4836,4.836,13685,232
445,6,16,memo,8810,8.81,13685,232
445,6,17,bottom,6151,6.151,13685,232
445,6,17,memo,11313,11.313,13685,232
445,6,18,bottom,5309,5.309,13685,232
445,6,18,memo,9514,9.514,13685,232
445,6,19,bottom,4805,4.805,13685,232
445,6,19,memo,7695,7.695,13685,232
445,6,20,bottom,4878,4.878,13685,232
445,6,20,memo,6558,6.558,13685,232
445,6,21,bottom,5449,5.449,13685,232
445,6,21,memo,6664,6.664,13685,232
445,6,22,bottom,4649,4.649,13685,232
445,6,22,memo,6776,6.776,13685,232
445,6,23,bottom,4908,4.908,13685,232
445,6,23,memo,7705,7.705,13685,232
445,6,24,bottom,4888,4.888,13685,232
445,6,24,memo,6516,6.516,13685,232
445,6,25,bottom,4872,4.872,13685,232
445,6,25,memo,6588,6.588,13685,232
445,7,1,bottom,4650,4.65,13540,237
445,7,1,memo,7406,7.406,13540,237
445,7,2,bottom,4663,4.663,13540,237
445,7,2,memo,7662,7.662,13540,237
445,7,3,bottom,4740,4.74,13540,237
445,7,3,memo,6526,6.526,13540,237
445,7,4,bottom,4631,4.631,13540,237
445,7,4,memo,7083,7.083,13540,237
445,7,5,bottom,4940,4.94,13540,237
445,7,5,memo,6625,6.625,13540,237
445,7,6,bottom,4628,4.628,13540,237
445,7,6,memo,7596,7.596,13540,237
445,7,7,bottom,4676,4.676,13540,237
445,7,7,memo,7145,7.145,13540,237
445,7,8,bottom,4932,4.932,13540,237
445,7,8,memo,7834,7.834,13540,237
445,7,9,bottom,7330,7.33,13540,237
445,7,9,memo,8639,8.639,13540,237
445,7,10,bottom,5035,5.035,13540,237
445,7,10,memo,10431,10.431,13540,237
445,7,11,bottom,6551,6.551,13540,237
445,7,11,memo,7781,7.781,13540,237
445,7,12,bottom,4905,4.905,13540,237
445,7,12,memo,7317,7.317,13540,237
445,7,13,bottom,4895,4.895,13540,237
445,7,13,memo,6846,6.846,13540,237
445,7,14,bottom,4852,4.852,13540,237
445,7,14,memo,8568,8.568,13540,237
445,7,15,bottom,4906,4.906,13540,237
445,7,15,memo,7239,7.239,13540,237
445,7,16,bottom,5176,5.176,13540,237
445,7,16,memo,7562,7.562,13540,237
445,7,17,bottom,6121,6.121,13540,237
445,7,17,memo,7529,7.529,13540,237
445,7,18,bottom,4961,4.961,13540,237
445,7,18,memo,8695,8.695,13540,237
445,7,19,bottom,6573,6.573,13540,237
445,7,19,memo,9355,9.355,13540,237
445,7,20,bottom,5581,5.581,13540,237
445,7,20,memo,9476,9.476,13540,237
445,7,21,bottom,7059,7.059,13540,237
445,7,21,memo,8748,8.748,13540,237
445,7,22,bottom,5869,5.869,13540,237
445,7,22,memo,7411,7.411,13540,237
445,7,23,bottom,4651,4.651,13540,237
445,7,23,memo,6561,6.561,13540,237
445,7,24,bottom,5335,5.335,13540,237
445,7,24,memo,7814,7.814,13540,237
445,7,25,bottom,5259,5.259,13540,237
445,7,25,memo,6582,6.582,13540,237
445,8,1,bottom,4940,4.94,12615,210
445,8,1,memo,6677,6.677,12615,210
445,8,2,bottom,4897,4.897,12615,210
445,8,2,memo,7178,7.178,12615,210
445,8,3,bottom,4700,4.7,12615,210
445,8,3,memo,7576,7.576,12615,210
445,8,4,bottom,4678,4.678,12615,210
445,8,4,memo,6670,6.67,12615,210
445,8,5,bottom,4897,4.897,12615,210
445,8,5,memo,7828,7.828,12615,210
445,8,6,bottom,5156,5.156,12615,210
445,8,6,memo,7071,7.071,12615,210
445,8,7,bottom,4639,4.639,12615,210
445,8,7,memo,6567,6.567,12615,210
445,8,8,bottom,4625,4.625,12615,210
445,8,8,memo,6952,6.952,12615,210
445,8,9,bottom,5048,5.048,12615,210
445,8,9,memo,6581,6.581,12615,210
445,8,10,bottom,5001,5.001,12615,210
445,8,10,memo,7289,7.289,12615,210
445,8,11,bottom,4629,4.629,12615,210
445,8,11,memo,7441,7.441,12615,210
445,8,12,bottom,5010,5.01,12615,210
445,8,12,memo,7460,7.46,12615,210
445,8,13,bottom,4927,4.927,12615,210
445,8,13,memo,6584,6.584,12615,210
445,8,14,bottom,4667,4.667,12615,210
445,8,14,memo,7066,7.066,12615,210
445,8,15,bottom,5071,5.071,12615,210
445,8,15,memo,6984,6.984,12615,210
445,8,16,bottom,4702,4.702,12615,210
445,8,16,memo,7688,7.688,12615,210
445,8,17,bottom,4660,4.66,12615,210
445,8,17,memo,6487,6.487,12615,210
445,8,18,bottom,4704,4.704,12615,210
445,8,18,memo,7546,7.546,12615,210
445,8,19,bottom,5150,5.15,12615,210
445,8,19,memo,7148,7.148,12615,210
445,8,20,bottom,4666,4.666,12615,210
445,8,20,memo,6805,6.805,12615,210
445,8,21,bottom,4906,4.906,12615,210
445,8,21,memo,8079,8.079,12615,210
445,8,22,bottom,4991,4.991,12615,210
445,8,22,memo,6569,6.569,12615,210
445,8,23,bottom,4654,4.654,12615,210
445,8,23,memo,6589,6.589,12615,210
445,8,24,bottom,4661,4.661,12615,210
445,8,24,memo,7924,7.924,12615,210
445,8,25,bottom,4741,4.741,12615,210
445,8,25,memo,7603,7.603,12615,210
445,9,1,bottom,4856,4.856,13595,233
445,9,1,memo,6541,6.541,13595,233
445,9,2,bottom,4716,4.716,13595,233
445,9,2,memo,7009,7.009,13595,233
445,9,3,bottom,4869,4.869,13595,233
445,9,3,memo,6652,6.652,13595,233
445,9,4,bottom,4643,4.643,13595,233
445,9,4,memo,7831,7.831,13595,233
445,9,5,bottom,4760,4.76,13595,233
445,9,5,memo,6992,6.992,13595,233
445,9,6,bottom,4991,4.991,13595,233
445,9,6,memo,6598,6.598,13595,233
445,9,7,bottom,4899,4.899,13595,233
445,9,7,memo,7426,7.426,13595,233
445,9,8,bottom,4696,4.696,13595,233
445,9,8,memo,7091,7.091,13595,233
445,9,9,bottom,5063,5.063,13595,233
445,9,9,memo,7786,7.786,13595,233
445,9,10,bottom,4923,4.923,13595,233
445,9,10,memo,6773,6.773,13595,233
445,9,11,bottom,5160,5.16,13595,233
445,9,11,memo,6769,6.769,13595,233
445,9,12,bottom,5031,5.031,13595,233
445,9,12,memo,7867,7.867,13595,233
445,9,13,bottom,4680,4.68,13595,233
445,9,13,memo,7732,7.732,13595,233
445,9,14,bottom,4692,4.692,13595,233
445,9,14,memo,6514,6.514,13595,233
445,9,15,bottom,5050,5.05,13595,233
445,9,15,memo,7111,7.111,13595,233
445,9,16,bottom,5173,5.173,13595,233
445,9,16,memo,6986,6.986,13595,233
445,9,17,bottom,4665,4.665,13595,233
445,9,17,memo,6774,6.774,13595,233
445,9,18,bottom,4625,4.625,13595,233
445,9,18,memo,7622,7.622,13595,233
445,9,19,bottom,4738,4.738,13595,233
445,9,19,memo,6599,6.599,13595,233
445,9,20,bottom,5346,5.346,13595,233
445,9,20,memo,6583,6.583,13595,233
445,9,21,bottom,4693,4.693,13595,233
445,9,21,memo,7567,7.567,13595,233
445,9,22,bottom,4958,4.958,13595,233
445,9,22,memo,7754,7.754,13595,233
445,9,23,bottom,4664,4.664,13595,233
445,9,23,memo,6547,6.547,13595,233
445,9,24,bottom,4676,4.676,13595,233
445,9,24,memo,6610,6.61,13595,233
445,9,25,bottom,4915,4.915,13595,233
445,9,25,memo,6953,6.953,13595,233
445,10,1,bottom,4692,4.692,13248,215
445,10,1,memo,7576,7.576,13248,215
445,10,2,bottom,4722,4.722,13248,215
445,10,2,memo,6508,6.508,13248,215
445,10,3,bottom,4821,4.821,13248,215
445,10,3,memo,8804,8.804,13248,215
445,10,4,bottom,4910,4.91,13248,215
445,10,4,memo,7316,7.316,13248,215
445,10,5,bottom,4657,4.657,13248,215
445,10,5,memo,6580,6.58,13248,215
445,10,6,bottom,4635,4.635,13248,215
445,10,6,memo,7273,7.273,13248,215
445,10,7,bottom,7354,7.354,13248,215
445,10,7,memo,7269,7.269,13248,215
445,10,8,bottom,5253,5.253,13248,215
445,10,8,memo,6503,6.503,13248,215
445,10,9,bottom,4678,4.678,13248,215
445,10,9,memo,6682,6.682,13248,215
445,10,10,bottom,5036,5.036,13248,215
445,10,10,memo,7940,7.94,13248,215
445,10,11,bottom,4669,4.669,13248,215
445,10,11,memo,6495,6.495,13248,215
445,10,12,bottom,4860,4.86,13248,215
445,10,12,memo,6538,6.538,13248,215
445,10,13,bottom,4704,4.704,13248,215
445,10,13,memo,10030,10.03,13248,215
445,10,14,bottom,4829,4.829,13248,215
445,10,14,memo,7518,7.518,13248,215
445,10,15,bottom,4654,4.654,13248,215
445,10,15,memo,6534,6.534,13248,215
445,10,16,bottom,4728,4.728,13248,215
445,10,16,memo,6651,6.651,13248,215
445,10,17,bottom,5069,5.069,13248,215
445,10,17,memo,6618,6.618,13248,215
445,10,18,bottom,4663,4.663,13248,215
445,10,18,memo,7729,7.729,13248,215
445,10,19,bottom,4672,4.672,13248,215
445,10,19,memo,7211,7.211,13248,215
445,10,20,bottom,5045,5.045,13248,215
445,10,20,memo,6588,6.588,13248,215
445,10,21,bottom,5370,5.37,13248,215
445,10,21,memo,6780,6.78,13248,215
445,10,22,bottom,4686,4.686,13248,215
445,10,22,memo,7260,7.26,13248,215
445,10,23,bottom,5801,5.801,13248,215
445,10,23,memo,10554,10.554,13248,215
445,10,24,bottom,4995,4.995,13248,215
445,10,24,memo,7155,7.155,13248,215
445,10,25,bottom,6459,6.459,13248,215
445,10,25,memo,12477,12.477,13248,215
445,11,1,bottom,6497,6.497,13675,229
445,11,1,memo,9433,9.433,13675,229
445,11,2,bottom,4935,4.935,13675,229
445,11,2,memo,6979,6.979,13675,229
445,11,3,bottom,5068,5.068,13675,229
445,11,3,memo,11235,11.235,13675,229
445,11,4,bottom,5386,5.386,13675,229
445,11,4,memo,7640,7.64,13675,229
445,11,5,bottom,5722,5.722,13675,229
445,11,5,memo,7700,7.7,13675,229
445,11,6,bottom,4788,4.788,13675,229
445,11,6,memo,7115,7.115,13675,229
445,11,7,bottom,4787,4.787,13675,229
445,11,7,memo,7572,7.572,13675,229
445,11,8,bottom,4623,4.623,13675,229
445,11,8,memo,6718,6.718,13675,229
445,11,9,bottom,4679,4.679,13675,229
445,11,9,memo,6513,6.513,13675,229
445,11,10,bottom,5006,5.006,13675,229
445,11,10,memo,6805,6.805,13675,229
445,11,11,bottom,4630,4.63,13675,229
445,11,11,memo,7840,7.84,13675,229
445,11,12,bottom,4673,4.673,13675,229
445,11,12,memo,7389,7.389,13675,229
445,11,13,bottom,5330,5.33,13675,229
445,11,13,memo,8156,8.156,13675,229
445,11,14,bottom,5025,5.025,13675,229
445,11,14,memo,6557,6.557,13675,229
445,11,15,bottom,5006,5.006,13675,229
445,11,15,memo,6911,6.911,13675,229
445,11,16,bottom,5735,5.735,13675,229
445,11,16,memo,6883,6.883,13675,229
445,11,17,bottom,4673,4.673,13675,229
445,11,17,memo,7092,7.092,13675,229
445,11,18,bottom,5072,5.072,13675,229
445,11,18,memo,6599,6.599,13675,229
445,11,19,bottom,5272,5.272,13675,229
445,11,19,memo,7344,7.344,13675,229
445,11,20,bottom,4975,4.975,13675,229
445,11,20,memo,7307,7.307,13675,229
445,11,21,bottom,4670,4.67,13675,229
445,11,21,memo,6872,6.872,13675,229
445,11,22,bottom,4895,4.895,13675,229
445,11,22,memo,7172,7.172,13675,229
445,11,23,bottom,5387,5.387,13675,229
445,11,23,memo,6601,6.601,13675,229
445,11,24,bottom,4891,4.891,13675,229
445,11,24,memo,7038,7.038,13675,229
445,11,25,bottom,4618,4.618,13675,229
445,11,25,memo,7576,7.576,13675,229
445,12,1,bottom,4790,4.79,13162,230
445,12,1,memo,6937,6.937,13162,230
445,12,2,bottom,5381,5.381,13162,230
445,12,2,memo,6588,6.588,13162,230
445,12,3,bottom,4987,4.987,13162,230
445,12,3,memo,7514,7.514,13162,230
445,12,4,bottom,5252,5.252,13162,230
445,12,4,memo,7415,7.415,13162,230
445,12,5,bottom,4629,4.629,13162,230
445,12,5,memo,7043,7.043,13162,230
445,12,6,bottom,5170,5.17,13162,230
445,12,6,memo,6667,6.667,13162,230
445,12,7,bottom,4955,4.955,13162,230
445,12,7,memo,6845,6.845,13162,230
445,12,8,bottom,5032,5.032,13162,230
445,12,8,memo,7322,7.322,13162,230
445,12,9,bottom,4620,4.62,13162,230
445,12,9,memo,6610,6.61,13162,230
445,12,10,bottom,4969,4.969,13162,230
445,12,10,memo,8701,8.701,13162,230
445,12,11,bottom,4991,4.991,13162,230
445,12,11,memo,6592,6.592,13162,230
445,12,12,bottom,4932,4.932,13162,230
445,12,12,memo,6574,6.574,13162,230
445,12,13,bottom,4922,4.922,13162,230
445,12,13,memo,7207,7.207,13162,230
445,12,14,bottom,4677,4.677,13162,230
445,12,14,memo,7838,7.838,13162,230
445,12,15,bottom,4711,4.711,13162,230
445,12,15,memo,6561,6.561,13162,230
445,12,16,bottom,4880,4.88,13162,230
445,12,16,memo,7572,7.572,13162,230
445,12,17,bottom,5239,5.239,13162,230
445,12,17,memo,7184,7.184,13162,230
445,12,18,bottom,4630,4.63,13162,230
445,12,18,memo,6608,6.608,13162,230
445,12,19,bottom,4672,4.672,13162,230
445,12,19,memo,7031,7.031,13162,230
445,12,20,bottom,4903,4.903,13162,230
445,12,20,memo,6784,6.784,13162,230
445,12,21,bottom,5050,5.05,13162,230
445,12,21,memo,7278,7.278,13162,230
445,12,22,bottom,4635,4.635,13162,230
445,12,22,memo,7400,7.4,13162,230
445,12,23,bottom,4979,4.979,13162,230
445,12,23,memo,7978,7.978,13162,230
445,12,24,bottom,4679,4.679,13162,230
445,12,24,memo,6608,6.608,13162,230
445,12,25,bottom,4895,4.895,13162,230
445,12,25,memo,6545,6.545,13162,230
445,13,1,bottom,5130,5.13,13360,230
445,13,1,memo,7177,7.177,13360,230
445,13,2,bottom,5159,5.159,13360,230
445,13,2,memo,7627,7.627,13360,230
445,13,3,bottom,4703,4.703,13360,230
445,13,3,memo,6583,6.583,13360,230
445,13,4,bottom,5305,5.305,13360,230
445,13,4,memo,7247,7.247,13360,230
445,13,5,bottom,4864,4.864,13360,230
445,13,5,memo,7293,7.293,13360,230
445,13,6,bottom,4629,4.629,13360,230
445,13,6,memo,6638,6.638,13360,230
445,13,7,bottom,4669,4.669,13360,230
445,13,7,memo,7789,7.789,13360,230
445,13,8,bottom,4883,4.883,13360,230
445,13,8,memo,6570,6.57,13360,230
445,13,9,bottom,5106,5.106,13360,230
445,13,9,memo,7514,7.514,13360,230
445,13,10,bottom,4634,4.634,13360,230
445,13,10,memo,7611,7.611,13360,230
445,13,11,bottom,4960,4.96,13360,230
445,13,11,memo,7791,7.791,13360,230
445,13,12,bottom,5077,5.077,13360,230
445,13,12,memo,6614,6.614,13360,230
445,13,13,bottom,4665,4.665,13360,230
445,13,13,memo,7476,7.476,13360,230
445,13,14,bottom,5256,5.256,13360,230
445,13,14,memo,7930,7.93,13360,230
445,13,15,bottom,4649,4.649,13360,230
445,13,15,memo,6786,6.786,13360,230
445,13,16,bottom,4709,4.709,13360,230
445,13,16,memo,6600,6.6,13360,230
445,13,17,bottom,5370,5.37,13360,230
445,13,17,memo,7125,7.125,13360,230
445,13,18,bottom,4637,4.637,13360,230
445,13,18,memo,7675,7.675,13360,230
445,13,19,bottom,4644,4.644,13360,230
445,13,19,memo,6713,6.713,13360,230
445,13,20,bottom,4637,4.637,13360,230
445,13,20,memo,8022,8.022,13360,230
445,13,21,bottom,5575,5.575,13360,230
445,13,21,memo,6697,6.697,13360,230
445,13,22,bottom,4669,4.669,13360,230
445,13,22,memo,6547,6.547,13360,230
445,13,23,bottom,4657,4.657,13360,230
445,13,23,memo,6868,6.868,13360,230
445,13,24,bottom,5087,5.087,13360,230
445,13,24,memo,6665,6.665,13360,230
445,13,25,bottom,5319,5.319,13360,230
445,13,25,memo,6589,6.589,13360,230
445,14,1,bottom,4713,4.713,13486,220
445,14,1,memo,7034,7.034,13486,220
445,14,2,bottom,4979,4.979,13486,220
445,14,2,memo,7864,7.864,13486,220
445,14,3,bottom,4659,4.659,13486,220
445,14,3,memo,6589,6.589,13486,220
445,14,4,bottom,4645,4.645,13486,220
445,14,4,memo,7027,7.027,13486,220
445,14,5,bottom,4970,4.97,13486,220
445,14,5,memo,6664,6.664,13486,220
445,14,6,bottom,4634,4.634,13486,220
445,14,6,memo,7695,7.695,13486,220
445,14,7,bottom,4667,4.667,13486,220
445,14,7,memo,6547,6.547,13486,220
445,14,8,bottom,4981,4.981,13486,220
445,14,8,memo,7146,7.146,13486,220
445,14,9,bottom,5145,5.145,13486,220
445,14,9,memo,6983,6.983,13486,220
445,14,10,bottom,4626,4.626,13486,220
445,14,10,memo,6677,6.677,13486,220
445,14,11,bottom,4618,4.618,13486,220
445,14,11,memo,7739,7.739,13486,220
445,14,12,bottom,4713,4.713,13486,220
445,14,12,memo,6600,6.6,13486,220
445,14,13,bottom,5573,5.573,13486,220
445,14,13,memo,6671,6.671,13486,220
445,14,14,bottom,4676,4.676,13486,220
445,14,14,memo,7172,7.172,13486,220
445,14,15,bottom,4942,4.942,13486,220
445,14,15,memo,7697,7.697,13486,220
445,14,16,bottom,4733,4.733,13486,220
445,14,16,memo,6526,6.526,13486,220
445,14,17,bottom,4785,4.785,13486,220
445,14,17,memo,6581,6.581,13486,220
445,14,18,bottom,4990,4.99,13486,220
445,14,18,memo,7100,7.1,13486,220
445,14,19,bottom,4637,4.637,13486,220
445,14,19,memo,7718,7.718,13486,220
445,14,20,bottom,4656,4.656,13486,220
445,14,20,memo,6552,6.552,13486,220
445,14,21,bottom,4699,4.699,13486,220
445,14,21,memo,7329,7.329,13486,220
445,14,22,bottom,4990,4.99,13486,220
445,14,22,memo,7319,7.319,13486,220
445,14,23,bottom,4664,4.664,13486,220
445,14,23,memo,6903,6.903,13486,220
445,14,24,bottom,4662,4.662,13486,220
445,14,24,memo,7079,7.079,13486,220
445,14,25,bottom,4876,4.876,13486,220
445,14,25,memo,6630,6.63,13486,220
445,15,1,bottom,5261,5.261,13648,206
445,15,1,memo,7091,7.091,13648,206
445,15,2,bottom,4644,4.644,13648,206
445,15,2,memo,7218,7.218,13648,206
445,15,3,bottom,4873,4.873,13648,206
445,15,3,memo,7486,7.486,13648,206
445,15,4,bottom,4959,4.959,13648,206
445,15,4,memo,6555,6.555,13648,206
445,15,5,bottom,4867,4.867,13648,206
445,15,5,memo,6650,6.65,13648,206
445,15,6,bottom,5090,5.09,13648,206
445,15,6,memo,6979,6.979,13648,206
445,15,7,bottom,4705,4.705,13648,206
445,15,7,memo,7221,7.221,13648,206
445,15,8,bottom,5173,5.173,13648,206
445,15,8,memo,6579,6.579,13648,206
445,15,9,bottom,4911,4.911,13648,206
445,15,9,memo,7760,7.76,13648,206
445,15,10,bottom,4691,4.691,13648,206
445,15,10,memo,7495,7.495,13648,206
445,15,11,bottom,4648,4.648,13648,206
445,15,11,memo,6995,6.995,13648,206
445,15,12,bottom,5100,5.1,13648,206
445,15,12,memo,7695,7.695,13648,206
445,15,13,bottom,5183,5.183,13648,206
445,15,13,memo,6667,6.667,13648,206
445,15,14,bottom,4815,4.815,13648,206
445,15,14,memo,6697,6.697,13648,206
445,15,15,bottom,4949,4.949,13648,206
445,15,15,memo,7588,7.588,13648,206
445,15,16,bottom,4703,4.703,13648,206
445,15,16,memo,7805,7.805,13648,206
445,15,17,bottom,5111,5.111,13648,206
445,15,17,memo,6622,6.622,13648,206
