n_works,instance,repetition,algorithm,ticks,time,cost,res_length
5,1,1,bottom,14,0.014,174,3
5,1,1,memo,13,0.013,174,3
5,1,2,bottom,11,0.011,174,3
5,1,2,memo,10,0.01,174,3
5,1,3,bottom,10,0.01,174,3
5,1,3,memo,11,0.011,174,3
5,1,4,bottom,11,0.011,174,3
5,1,4,memo,10,0.01,174,3
5,1,5,bottom,11,0.011,174,3
5,1,5,memo,10,0.01,174,3
5,1,6,bottom,9,0.009,174,3
5,1,6,memo,11,0.011,174,3
5,1,7,bottom,11,0.011,174,3
5,1,7,memo,9,0.009,174,3
5,1,8,bottom,10,0.01,174,3
5,1,8,memo,10,0.01,174,3
5,1,9,bottom,10,0.01,174,3
5,1,9,memo,9,0.009,174,3
5,1,10,bottom,9,0.009,174,3
5,1,10,memo,10,0.01,174,3
5,1,11,bottom,9,0.009,174,3
5,1,11,memo,10,0.01,174,3
5,1,12,bottom,10,0.01,174,3
5,1,12,memo,9,0.009,174,3
5,1,13,bottom,10,0.01,174,3
5,1,13,memo,10,0.01,174,3
5,1,14,bottom,10,0.01,174,3
5,1,14,memo,10,0.01,174,3
5,1,15,bottom,10,0.01,174,3
5,1,15,memo,9,0.009,174,3
5,1,16,bottom,9,0.009,174,3
5,1,16,memo,10,0.01,174,3
5,1,17,bottom,10,0.01,174,3
5,1,17,memo,9,0.009,174,3
5,1,18,bottom,9,0.009,174,3
5,1,18,memo,10,0.01,174,3
5,1,19,bottom,11,0.011,174,3
5,1,19,memo,9,0.009,174,3
5,1,20,bottom,11,0.011,174,3
5,1,20,memo,9,0.009,174,3
5,1,21,bottom,9,0.009,174,3
5,1,21,memo,10,0.01,174,3
5,1,22,bottom,11,0.011,174,3
5,1,22,memo,11,0.011,174,3
5,1,23,bottom,10,0.01,174,3
5,1,23,memo,11,0.011,174,3
5,1,24,bottom,10,0.01,174,3
5,1,24,memo,10,0.01,174,3
5,1,25,bottom,9,0.009,174,3
5,1,25,memo,10,0.01,174,3
5,2,1,bottom,11,0.011,134,3
5,2,1,memo,9,0.009,134,3
5,2,2,bottom,10,0.01,134,3
5,2,2,memo,10,0.01,134,3
5,2,3,bottom,10,0.01,134,3
5,2,3,memo,10,0.01,134,3
5,2,4,bottom,9,0.009,134,3
5,2,4,memo,9,0.009,134,3
5,2,5,bottom,9,0.009,134,3
5,2,5,memo,11,0.011,134,3
5,2,6,bottom,11,0.011,134,3
5,2,6,memo,9,0.009,134,3
5,2,7,bottom,10,0.01,134,3
5,2,7,memo,9,0.009,134,3
5,2,8,bottom,10,0.01,134,3
5,2,8,memo,9,0.009,134,3
5,2,9,bottom,10,0.01,134,3
5,2,9,memo,10,0.01,134,3
5,2,10,bottom,9,0.009,134,3
5,2,10,memo,10,0.01,134,3
5,2,11,bottom,10,0.01,134,3
5,2,11,memo,9,0.009,134,3
5,2,12,bottom,10,0.01,134,3
5,2,12,memo,10,0.01,134,3
5,2,13,bottom,10,0.01,134,3
5,2,13,memo,9,0.009,134,3
5,2,14,bottom,9,0.009,134,3
5,2,14,memo,9,0.009,134,3
5,2,15,bottom,9,0.009,134,3
5,2,15,memo,10,0.01,134,3
5,2,16,bottom,9,0.009,134,3
5,2,16,memo,9,0.009,134,3
5,2,17,bottom,11,0.011,134,3
5,2,17,memo,9,0.009,134,3
5,2,18,bottom,9,0.009,134,3
5,2,18,memo,10,0.01,134,3
5,2,19,bottom,9,0.009,134,3
5,2,19,memo,9,0.009,134,3
5,2,20,bottom,10,0.01,134,3
5,2,20,memo,9,0.009,134,3
5,2,21,bottom,9,0.009,134,3
5,2,21,memo,10,0.01,134,3
5,2,22,bottom,9,0.009,134,3
5,2,22,memo,10,0.01,134,3
5,2,23,bottom,10,0.01,134,3
5,2,23,memo,9,0.009,134,3
5,2,24,bottom,9,0.009,134,3
5,2,24,memo,10,0.01,134,3
5,2,25,bottom,10,0.01,134,3
5,2,25,memo,11,0.011,134,3
5,3,1,bottom,10,0.01,120,2
5,3,1,memo,10,0.01,120,2
5,3,2,bottom,9,0.009,120,2
5,3,2,memo,10,0.01,120,2
5,3,3,bottom,9,0.009,120,2
5,3,3,memo,10,0.01,120,2
5,3,4,bottom,11,0.011,120,2
5,3,4,memo,9,0.009,120,2
5,3,5,bottom,9,0.009,120,2
5,3,5,memo,10,0.01,120,2
5,3,6,bottom,11,0.011,120,2
5,3,6,memo,10,0.01,120,2
5,3,7,bottom,10,0.01,120,2
5,3,7,memo,9,0.009,120,2
5,3,8,bottom,10,0.01,120,2
5,3,8,memo,10,0.01,120,2
5,3,9,bottom,11,0.011,120,2
5,3,9,memo,9,0.009,120,2
5,3,10,bottom,10,0.01,120,2
5,3,10,memo,10,0.01,120,2
5,3,11,bottom,9,0.009,120,2
5,3,11,memo,10,0.01,120,2
5,3,12,bottom,9,0.009,120,2
5,3,12,memo,9,0.009,120,2
5,3,13,bottom,10,0.01,120,2
5,3,13,memo,9,0.009,120,2
5,3,14,bottom,10,0.01,120,2
5,3,14,memo,9,0.009,120,2
5,3,15,bottom,10,0.01,120,2
5,3,15,memo,9,0.009,120,2
5,3,16,bottom,10,0.01,120,2
5,3,16,memo,9,0.009,120,2
5,3,17,bottom,10,0.01,120,2
5,3,17,memo,10,0.01,120,2
5,3,18,bottom,10,0.01,120,2
5,3,18,memo,9,0.009,120,2
5,3,19,bottom,15,0.015,120,2
5,3,19,memo,10,0.01,120,2
5,3,20,bottom,53,0.053,120,2
5,3,20,memo,9,0.009,120,2
5,3,21,bottom,7,0.007,120,2
5,3,21,memo,7,0.007,120,2
5,3,22,bottom,8,0.008,120,2
5,3,22,memo,6,0.006,120,2
5,3,23,bottom,6,0.006,120,2
5,3,23,memo,8,0.008,120,2
5,3,24,bottom,7,0.007,120,2
5,3,24,memo,5,0.005,120,2
5,3,25,bottom,6,0.006,120,2
5,3,25,memo,8,0.008,120,2
5,4,1,bottom,11,0.011,219,3
5,4,1,memo,10,0.01,219,3
5,4,2,bottom,10,0.01,219,3
5,4,2,memo,15,0.015,219,3
5,4,3,bottom,10,0.01,219,3
5,4,3,memo,21,0.021,219,3
5,4,4,bottom,8,0.008,219,3
5,4,4,memo,7,0.007,219,3
5,4,5,bottom,10,0.01,219,3
5,4,5,memo,7,0.007,219,3
5,4,6,bottom,9,0.009,219,3
5,4,6,memo,10,0.01,219,3
5,4,7,bottom,9,0.009,219,3
5,4,7,memo,8,0.008,219,3
5,4,8,bottom,7,0.007,219,3
5,4,8,memo,7,0.007,219,3
5,4,9,bottom,11,0.011,219,3
5,4,9,memo,15,0.015,219,3
5,4,10,bottom,10,0.01,219,3
5,4,10,memo,8,0.008,219,3
5,4,11,bottom,15,0.015,219,3
5,4,11,memo,10,0.01,219,3
5,4,12,bottom,9,0.009,219,3
5,4,12,memo,6,0.006,219,3
5,4,13,bottom,13,0.013,219,3
5,4,13,memo,12,0.012,219,3
5,4,14,bottom,11,0.011,219,3
5,4,14,memo,10,0.01,219,3
5,4,15,bottom,8,0.008,219,3
5,4,15,memo,7,0.007,219,3
5,4,16,bottom,13,0.013,219,3
5,4,16,memo,9,0.009,219,3
5,4,17,bottom,14,0.014,219,3
5,4,17,memo,9,0.009,219,3
5,4,18,bottom,8,0.008,219,3
5,4,18,memo,7,0.007,219,3
5,4,19,bottom,12,0.012,219,3
5,4,19,memo,16,0.016,219,3
5,4,20,bottom,11,0.011,219,3
5,4,20,memo,11,0.011,219,3
5,4,21,bottom,10,0.01,219,3
5,4,21,memo,6,0.006,219,3
5,4,22,bottom,8,0.008,219,3
5,4,22,memo,6,0.006,219,3
5,4,23,bottom,11,0.011,219,3
5,4,23,memo,9,0.009,219,3
5,4,24,bottom,13,0.013,219,3
5,4,24,memo,11,0.011,219,3
5,4,25,bottom,10,0.01,219,3
5,4,25,memo,10,0.01,219,3
5,5,1,bottom,9,0.009,174,4
5,5,1,memo,8,0.008,174,4
5,5,2,bottom,11,0.011,174,4
5,5,2,memo,13,0.013,174,4
5,5,3,bottom,10,0.01,174,4
5,5,3,memo,14,0.014,174,4
5,5,4,bottom,13,0.013,174,4
5,5,4,memo,6,0.006,174,4
5,5,5,bottom,6,0.006,174,4
5,5,5,memo,6,0.006,174,4
5,5,6,bottom,6,0.006,174,4
5,5,6,memo,7,0.007,174,4
5,5,7,bottom,13,0.013,174,4
5,5,7,memo,10,0.01,174,4
5,5,8,bottom,10,0.01,174,4
5,5,8,memo,8,0.008,174,4
5,5,9,bottom,10,0.01,174,4
5,5,9,memo,10,0.01,174,4
5,5,10,bottom,7,0.007,174,4
5,5,10,memo,11,0.011,174,4
5,5,11,bottom,15,0.015,174,4
5,5,11,memo,10,0.01,174,4
5,5,12,bottom,11,0.011,174,4
5,5,12,memo,10,0.01,174,4
5,5,13,bottom,12,0.012,174,4
5,5,13,memo,9,0.009,174,4
5,5,14,bottom,14,0.014,174,4
5,5,14,memo,10,0.01,174,4
5,5,15,bottom,9,0.009,174,4
5,5,15,memo,9,0.009,174,4
5,5,16,bottom,10,0.01,174,4
5,5,16,memo,8,0.008,174,4
5,5,17,bottom,13,0.013,174,4
5,5,17,memo,12,0.012,174,4
5,5,18,bottom,9,0.009,174,4
5,5,18,memo,9,0.009,174,4
5,5,19,bottom,11,0.011,174,4
5,5,19,memo,8,0.008,174,4
5,5,20,bottom,15,0.015,174,4
5,5,20,memo,10,0.01,174,4
5,5,21,bottom,15,0.015,174,4
5,5,21,memo,10,0.01,174,4
5,5,22,bottom,13,0.013,174,4
5,5,22,memo,13,0.013,174,4
5,5,23,bottom,13,0.013,174,4
5,5,23,memo,6,0.006,174,4
5,5,24,bottom,12,0.012,174,4
5,5,24,memo,20,0.02,174,4
5,5,25,bottom,14,0.014,174,4
5,5,25,memo,11,0.011,174,4
5,6,1,bottom,11,0.011,110,3
5,6,1,memo,10,0.01,110,3
5,6,2,bottom,11,0.011,110,3
5,6,2,memo,11,0.011,110,3
5,6,3,bottom,11,0.011,110,3
5,6,3,memo,11,0.011,110,3
5,6,4,bottom,10,0.01,110,3
5,6,4,memo,14,0.014,110,3
5,6,5,bottom,12,0.012,110,3
5,6,5,memo,25,0.025,110,3
5,6,6,bottom,11,0.011,110,3
5,6,6,memo,8,0.008,110,3
5,6,7,bottom,19,0.019,110,3
5,6,7,memo,19,0.019,110,3
5,6,8,bottom,27,0.027,110,3
5,6,8,memo,15,0.015,110,3
5,6,9,bottom,37,0.037,110,3
5,6,9,memo,12,0.012,110,3
5,6,10,bottom,10,0.01,110,3
5,6,10,memo,8,0.008,110,3
5,6,11,bottom,16,0.016,110,3
5,6,11,memo,11,0.011,110,3
5,6,12,bottom,7,0.007,110,3
5,6,12,memo,7,0.007,110,3
5,6,13,bottom,8,0.008,110,3
5,6,13,memo,12,0.012,110,3
5,6,14,bottom,18,0.018,110,3
5,6,14,memo,11,0.011,110,3
5,6,15,bottom,11,0.011,110,3
5,6,15,memo,13,0.013,110,3
5,6,16,bottom,7,0.007,110,3
5,6,16,memo,17,0.017,110,3
5,6,17,bottom,13,0.013,110,3
5,6,17,memo,9,0.009,110,3
5,6,18,bottom,7,0.007,110,3
5,6,18,memo,7,0.007,110,3
5,6,19,bottom,9,0.009,110,3
5,6,19,memo,8,0.008,110,3
5,6,20,bottom,6,0.006,110,3
5,6,20,memo,9,0.009,110,3
5,6,21,bottom,12,0.012,110,3
5,6,21,memo,18,0.018,110,3
5,6,22,bottom,28,0.028,110,3
5,6,22,memo,12,0.012,110,3
5,6,23,bottom,9,0.009,110,3
5,6,23,memo,10,0.01,110,3
5,6,24,bottom,17,0.017,110,3
5,6,24,memo,14,0.014,110,3
5,6,25,bottom,8,0.008,110,3
5,6,25,memo,7,0.007,110,3
5,7,1,bottom,17,0.017,154,4
5,7,1,memo,8,0.008,154,4
5,7,2,bottom,11,0.011,154,4
5,7,2,memo,20,0.02,154,4
5,7,3,bottom,18,0.018,154,4
5,7,3,memo,19,0.019,154,4
5,7,4,bottom,18,0.018,154,4
5,7,4,memo,13,0.013,154,4
5,7,5,bottom,8,0.008,154,4
5,7,5,memo,19,0.019,154,4
5,7,6,bottom,11,0.011,154,4
5,7,6,memo,33,0.033,154,4
5,7,7,bottom,7,0.007,154,4
5,7,7,memo,7,0.007,154,4
5,7,8,bottom,20,0.02,154,4
5,7,8,memo,9,0.009,154,4
5,7,9,bottom,10,0.01,154,4
5,7,9,memo,22,0.022,154,4
5,7,10,bottom,12,0.012,154,4
5,7,10,memo,8,0.008,154,4
5,7,11,bottom,16,0.016,154,4
5,7,11,memo,11,0.011,154,4
5,7,12,bottom,10,0.01,154,4
5,7,12,memo,10,0.01,154,4
5,7,13,bottom,7,0.007,154,4
5,7,13,memo,19,0.019,154,4
5,7,14,bottom,7,0.007,154,4
5,7,14,memo,11,0.011,154,4
5,7,15,bottom,10,0.01,154,4
5,7,15,memo,8,0.008,154,4
5,7,16,bottom,9,0.009,154,4
5,7,16,memo,12,0.012,154,4
5,7,17,bottom,9,0.009,154,4
5,7,17,memo,7,0.007,154,4
5,7,18,bottom,9,0.009,154,4
5,7,18,memo,9,0.009,154,4
5,7,19,bottom,9,0.009,154,4
5,7,19,memo,9,0.009,154,4
5,7,20,bottom,14,0.014,154,4
5,7,20,memo,11,0.011,154,4
5,7,21,bottom,7,0.007,154,4
5,7,21,memo,6,0.006,154,4
5,7,22,bottom,13,0.013,154,4
5,7,22,memo,8,0.008,154,4
5,7,23,bottom,11,0.011,154,4
5,7,23,memo,8,0.008,154,4
5,7,24,bottom,9,0.009,154,4
5,7,24,memo,15,0.015,154,4
5,7,25,bottom,15,0.015,154,4
5,7,25,memo,8,0.008,154,4
5,8,1,bottom,15,0.015,178,3
5,8,1,memo,11,0.011,178,3
5,8,2,bottom,12,0.012,178,3
5,8,2,memo,8,0.008,178,3
5,8,3,bottom,6,0.006,178,3
5,8,3,memo,6,0.006,178,3
5,8,4,bottom,12,0.012,178,3
5,8,4,memo,10,0.01,178,3
5,8,5,bottom,10,0.01,178,3
5,8,5,memo,10,0.01,178,3
5,8,6,bottom,8,0.008,178,3
5,8,6,memo,6,0.006,178,3
5,8,7,bottom,18,0.018,178,3
5,8,7,memo,9,0.009,178,3
5,8,8,bottom,9,0.009,178,3
5,8,8,memo,9,0.009,178,3
5,8,9,bottom,10,0.01,178,3
5,8,9,memo,10,0.01,178,3
5,8,10,bottom,7,0.007,178,3
5,8,10,memo,6,0.006,178,3
5,8,11,bottom,11,0.011,178,3
5,8,11,memo,10,0.01,178,3
5,8,12,bottom,18,0.018,178,3
5,8,12,memo,7,0.007,178,3
5,8,13,bottom,10,0.01,178,3
5,8,13,memo,9,0.009,178,3
5,8,14,bottom,9,0.009,178,3
5,8,14,memo,6,0.006,178,3
5,8,15,bottom,12,0.012,178,3
5,8,15,memo,14,0.014,178,3
5,8,16,bottom,9,0.009,178,3
5,8,16,memo,10,0.01,178,3
5,8,17,bottom,8,0.008,178,3
5,8,17,memo,6,0.006,178,3
5,8,18,bottom,11,0.011,178,3
5,8,18,memo,8,0.008,178,3
5,8,19,bottom,8,0.008,178,3
5,8,19,memo,14,0.014,178,3
5,8,20,bottom,13,0.013,178,3
5,8,20,memo,8,0.008,178,3
5,8,21,bottom,15,0.015,178,3
5,8,21,memo,11,0.011,178,3
5,8,22,bottom,8,0.008,178,3
5,8,22,memo,9,0.009,178,3
5,8,23,bottom,13,0.013,178,3
5,8,23,memo,12,0.012,178,3
5,8,24,bottom,9,0.009,178,3
5,8,24,memo,11,0.011,178,3
5,8,25,bottom,8,0.008,178,3
5,8,25,memo,8,0.008,178,3
5,9,1,bottom,11,0.011,139,2
5,9,1,memo,15,0.015,139,2
5,9,2,bottom,9,0.009,139,2
5,9,2,memo,12,0.012,139,2
5,9,3,bottom,8,0.008,139,2
5,9,3,memo,9,0.009,139,2
5,9,4,bottom,10,0.01,139,2
5,9,4,memo,6,0.006,139,2
5,9,5,bottom,15,0.015,139,2
5,9,5,memo,7,0.007,139,2
5,9,6,bottom,14,0.014,139,2
5,9,6,memo,10,0.01,139,2
5,9,7,bottom,8,0.008,139,2
5,9,7,memo,10,0.01,139,2
5,9,8,bottom,13,0.013,139,2
5,9,8,memo,16,0.016,139,2
5,9,9,bottom,9,0.009,139,2
5,9,9,memo,10,0.01,139,2
5,9,10,bottom,8,0.008,139,2
5,9,10,memo,7,0.007,139,2
5,9,11,bottom,12,0.012,139,2
5,9,11,memo,14,0.014,139,2
5,9,12,bottom,8,0.008,139,2
5,9,12,memo,10,0.01,139,2
5,9,13,bottom,10,0.01,139,2
5,9,13,memo,8,0.008,139,2
5,9,14,bottom,10,0.01,139,2
5,9,14,memo,12,0.012,139,2
5,9,15,bottom,8,0.008,139,2
5,9,15,memo,15,0.015,139,2
5,9,16,bottom,17,0.017,139,2
5,9,16,memo,8,0.008,139,2
5,9,17,bottom,14,0.014,139,2
5,9,17,memo,9,0.009,139,2
5,9,18,bottom,8,0.008,139,2
5,9,18,memo,8,0.008,139,2
5,9,19,bottom,12,0.012,139,2
5,9,19,memo,13,0.013,139,2
5,9,20,bottom,9,0.009,139,2
5,9,20,memo,10,0.01,139,2
5,9,21,bottom,14,0.014,139,2
5,9,21,memo,7,0.007,139,2
5,9,22,bottom,11,0.011,139,2
5,9,22,memo,9,0.009,139,2
5,9,23,bottom,11,0.011,139,2
5,9,23,memo,7,0.007,139,2
5,9,24,bottom,7,0.007,139,2
5,9,24,memo,11,0.011,139,2
5,9,25,bottom,17,0.017,139,2
5,9,25,memo,9,0.009,139,2
5,10,1,bottom,11,0.011,126,4
5,10,1,memo,8,0.008,126,4
5,10,2,bottom,7,0.007,126,4
5,10,2,memo,6,0.006,126,4
5,10,3,bottom,11,0.011,126,4
5,10,3,memo,9,0.009,126,4
5,10,4,bottom,12,0.012,126,4
5,10,4,memo,8,0.008,126,4
5,10,5,bottom,7,0.007,126,4
5,10,5,memo,6,0.006,126,4
5,10,6,bottom,16,0.016,126,4
5,10,6,memo,10,0.01,126,4
5,10,7,bottom,12,0.012,126,4
5,10,7,memo,12,0.012,126,4
5,10,8,bottom,8,0.008,126,4
5,10,8,memo,8,0.008,126,4
5,10,9,bottom,17,0.017,126,4
5,10,9,memo,8,0.008,126,4
5,10,10,bottom,15,0.015,126,4
5,10,10,memo,12,0.012,126,4
5,10,11,bottom,9,0.009,126,4
5,10,11,memo,9,0.009,126,4
5,10,12,bottom,12,0.012,126,4
5,10,12,memo,8,0.008,126,4
5,10,13,bottom,15,0.015,126,4
5,10,13,memo,12,0.012,126,4
5,10,14,bottom,8,0.008,126,4
5,10,14,memo,8,0.008,126,4
5,10,15,bottom,11,0.011,126,4
5,10,15,memo,14,0.014,126,4
5,10,16,bottom,9,0.009,126,4
5,10,16,memo,9,0.009,126,4
5,10,17,bottom,11,0.011,126,4
5,10,17,memo,6,0.006,126,4
5,10,18,bottom,11,0.011,126,4
5,10,18,memo,9,0.009,126,4
5,10,19,bottom,8,0.008,126,4
5,10,19,memo,10,0.01,126,4
5,10,20,bottom,10,0.01,126,4
5,10,20,memo,8,0.008,126,4
5,10,21,bottom,14,0.014,126,4
5,10,21,memo,10,0.01,126,4
5,10,22,bottom,9,0.009,126,4
5,10,22,memo,7,0.007,126,4
5,10,23,bottom,10,0.01,126,4
5,10,23,memo,12,0.012,126,4
5,10,24,bottom,9,0.009,126,4
5,10,24,memo,13,0.013,126,4
5,10,25,bottom,15,0.015,126,4
5,10,25,memo,7,0.007,126,4
5,11,1,bottom,15,0.015,232,2
5,11,1,memo,11,0.011,232,2
5,11,2,bottom,10,0.01,232,2
5,11,2,memo,9,0.009,232,2
5,11,3,bottom,12,0.012,232,2
5,11,3,memo,8,0.008,232,2
5,11,4,bottom,15,0.015,232,2
5,11,4,memo,11,0.011,232,2
5,11,5,bottom,11,0.011,232,2
5,11,5,memo,9,0.009,232,2
5,11,6,bottom,8,0.008,232,2
5,11,6,memo,6,0.006,232,2
5,11,7,bottom,11,0.011,232,2
5,11,7,memo,9,0.009,232,2
5,11,8,bottom,11,0.011,232,2
5,11,8,memo,9,0.009,232,2
5,11,9,bottom,15,0.015,232,2
5,11,9,memo,9,0.009,232,2
5,11,10,bottom,10,0.01,232,2
5,11,10,memo,6,0.006,232,2
5,11,11,bottom,10,0.01,232,2
5,11,11,memo,7,0.007,232,2
5,11,12,bottom,9,0.009,232,2
5,11,12,memo,6,0.006,232,2
5,11,13,bottom,10,0.01,232,2
5,11,13,memo,6,0.006,232,2
5,11,14,bottom,12,0.012,232,2
5,11,14,memo,7,0.007,232,2
5,11,15,bottom,11,0.011,232,2
5,11,15,memo,13,0.013,232,2
5,11,16,bottom,9,0.009,232,2
5,11,16,memo,9,0.009,232,2
5,11,17,bottom,11,0.011,232,2
5,11,17,memo,9,0.009,232,2
5,11,18,bottom,15,0.015,232,2
5,11,18,memo,11,0.011,232,2
5,11,19,bottom,10,0.01,232,2
5,11,19,memo,8,0.008,232,2
5,11,20,bottom,8,0.008,232,2
5,11,20,memo,7,0.007,232,2
5,11,21,bottom,11,0.011,232,2
5,11,21,memo,11,0.011,232,2
5,11,22,bottom,12,0.012,232,2
5,11,22,memo,10,0.01,232,2
5,11,23,bottom,9,0.009,232,2
5,11,23,memo,11,0.011,232,2
5,11,24,bottom,9,0.009,232,2
5,11,24,memo,6,0.006,232,2
5,11,25,bottom,12,0.012,232,2
5,11,25,memo,14,0.014,232,2
5,12,1,bottom,9,0.009,198,3
5,12,1,memo,10,0.01,198,3
5,12,2,bottom,8,0.008,198,3
5,12,2,memo,7,0.007,198,3
5,12,3,bottom,10,0.01,198,3
5,12,3,memo,13,0.013,198,3
5,12,4,bottom,9,0.009,198,3
5,12,4,memo,13,0.013,198,3
5,12,5,bottom,8,0.008,198,3
5,12,5,memo,8,0.008,198,3
5,12,6,bottom,15,0.015,198,3
5,12,6,memo,12,0.012,198,3
5,12,7,bottom,8,0.008,198,3
5,12,7,memo,8,0.008,198,3
5,12,8,bottom,12,0.012,198,3
5,12,8,memo,16,0.016,198,3
5,12,9,bottom,9,0.009,198,3
5,12,9,memo,10,0.01,198,3
5,12,10,bottom,8,0.008,198,3
5,12,10,memo,8,0.008,198,3
5,12,11,bottom,9,0.009,198,3
5,12,11,memo,8,0.008,198,3
5,12,12,bottom,9,0.009,198,3
5,12,12,memo,14,0.014,198,3
5,12,13,bottom,14,0.014,198,3
5,12,13,memo,8,0.008,198,3
5,12,14,bottom,14,0.014,198,3
5,12,14,memo,10,0.01,198,3
5,12,15,bottom,8,0.008,198,3
5,12,15,memo,8,0.008,198,3
5,12,16,bottom,13,0.013,198,3
5,12,16,memo,9,0.009,198,3
5,12,17,bottom,7,0.007,198,3
5,12,17,memo,7,0.007,198,3
5,12,18,bottom,12,0.012,198,3
5,12,18,memo,10,0.01,198,3
5,12,19,bottom,12,0.012,198,3
5,12,19,memo,16,0.016,198,3
5,12,20,bottom,8,0.008,198,3
5,12,20,memo,9,0.009,198,3
5,12,21,bottom,9,0.009,198,3
5,12,21,memo,7,0.007,198,3
5,12,22,bottom,11,0.011,198,3
5,12,22,memo,9,0.009,198,3
5,12,23,bottom,13,0.013,198,3
5,12,23,memo,8,0.008,198,3
5,12,24,bottom,16,0.016,198,3
5,12,24,memo,9,0.009,198,3
5,12,25,bottom,14,0.014,198,3
5,12,25,memo,11,0.011,198,3
5,13,1,bottom,9,0.009,208,2
5,13,1,memo,9,0.009,208,2
5,13,2,bottom,19,0.019,208,2
5,13,2,memo,8,0.008,208,2
5,13,3,bottom,10,0.01,208,2
5,13,3,memo,13,0.013,208,2
5,13,4,bottom,9,0.009,208,2
5,13,4,memo,8,0.008,208,2
5,13,5,bottom,11,0.011,208,2
5,13,5,memo,14,0.014,208,2
5,13,6,bottom,9,0.009,208,2
5,13,6,memo,14,0.014,208,2
5,13,7,bottom,15,0.015,208,2
5,13,7,memo,7,0.007,208,2
5,13,8,bottom,14,0.014,208,2
5,13,8,memo,10,0.01,208,2
5,13,9,bottom,12,0.012,208,2
5,13,9,memo,9,0.009,208,2
5,13,10,bottom,7,0.007,208,2
5,13,10,memo,7,0.007,208,2
5,13,11,bottom,12,0.012,208,2
5,13,11,memo,11,0.011,208,2
5,13,12,bottom,17,0.017,208,2
5,13,12,memo,8,0.008,208,2
5,13,13,bottom,15,0.015,208,2
5,13,13,memo,11,0.011,208,2
5,13,14,bottom,9,0.009,208,2
5,13,14,memo,8,0.008,208,2
5,13,15,bottom,12,0.012,208,2
5,13,15,memo,12,0.012,208,2
5,13,16,bottom,11,0.011,208,2
5,13,16,memo,10,0.01,208,2
5,13,17,bottom,10,0.01,208,2
5,13,17,memo,8,0.008,208,2
5,13,18,bottom,10,0.01,208,2
5,13,18,memo,9,0.009,208,2
5,13,19,bottom,8,0.008,208,2
5,13,19,memo,8,0.008,208,2
5,13,20,bottom,10,0.01,208,2
5,13,20,memo,8,0.008,208,2
5,13,21,bottom,12,0.012,208,2
5,13,21,memo,7,0.007,208,2
5,13,22,bottom,14,0.014,208,2
5,13,22,memo,10,0.01,208,2
5,13,23,bottom,16,0.016,208,2
5,13,23,memo,12,0.012,208,2
5,13,24,bottom,8,0.008,208,2
5,13,24,memo,8,0.008,208,2
5,13,25,bottom,11,0.011,208,2
5,13,25,memo,12,0.012,208,2
5,14,1,bottom,9,0.009,94,5
5,14,1,memo,14,0.014,94,5
5,14,2,bottom,14,0.014,94,5
5,14,2,memo,7,0.007,94,5
5,14,3,bottom,11,0.011,94,5
5,14,3,memo,10,0.01,94,5
5,14,4,bottom,9,0.009,94,5
5,14,4,memo,9,0.009,94,5
5,14,5,bottom,17,0.017,94,5
5,14,5,memo,6,0.006,94,5
5,14,6,bottom,10,0.01,94,5
5,14,6,memo,10,0.01,94,5
5,14,7,bottom,9,0.009,94,5
5,14,7,memo,7,0.007,94,5
5,14,8,bottom,10,0.01,94,5
5,14,8,memo,14,0.014,94,5
5,14,9,bottom,9,0.009,94,5
5,14,9,memo,10,0.01,94,5
5,14,10,bottom,9,0.009,94,5
5,14,10,memo,7,0.007,94,5
5,14,11,bottom,7,0.007,94,5
5,14,11,memo,5,0.005,94,5
5,14,12,bottom,11,0.011,94,5
5,14,12,memo,9,0.009,94,5
5,14,13,bottom,11,0.011,94,5
5,14,13,memo,15,0.015,94,5
5,14,14,bottom,9,0.009,94,5
5,14,14,memo,10,0.01,94,5
5,14,15,bottom,10,0.01,94,5
5,14,15,memo,6,0.006,94,5
5,14,16,bottom,11,0.011,94,5
5,14,16,memo,13,0.013,94,5
5,14,17,bottom,8,0.008,94,5
5,14,17,memo,14,0.014,94,5
5,14,18,bottom,15,0.015,94,5
5,14,18,memo,7,0.007,94,5
5,14,19,bottom,14,0.014,94,5
5,14,19,memo,10,0.01,94,5
5,14,20,bottom,8,0.008,94,5
5,14,20,memo,10,0.01,94,5
5,14,21,bottom,13,0.013,94,5
5,14,21,memo,10,0.01,94,5
5,14,22,bottom,8,0.008,94,5
5,14,22,memo,7,0.007,94,5
5,14,23,bottom,17,0.017,94,5
5,14,23,memo,9,0.009,94,5
5,14,24,bottom,9,0.009,94,5
5,14,24,memo,10,0.01,94,5
5,14,25,bottom,9,0.009,94,5
5,14,25,memo,8,0.008,94,5
5,15,1,bottom,13,0.013,196,2
5,15,1,memo,9,0.009,196,2
5,15,2,bottom,7,0.007,196,2
5,15,2,memo,6,0.006,196,2
5,15,3,bottom,11,0.011,196,2
5,15,3,memo,10,0.01,196,2
5,15,4,bottom,13,0.013,196,2
5,15,4,memo,16,0.016,196,2
5,15,5,bottom,10,0.01,196,2
5,15,5,memo,10,0.01,196,2
5,15,6,bottom,11,0.011,196,2
5,15,6,memo,7,0.007,196,2
5,15,7,bottom,9,0.009,196,2
5,15,7,memo,6,0.006,196,2
5,15,8,bottom,10,0.01,196,2
5,15,8,memo,6,0.006,196,2
