clients,factories,routes,nanoseconds
51,49,294,87845
51,49,294,88475
51,49,294,164406
51,49,294,83424
51,49,294,80030
51,49,294,82178
51,49,294,84080
51,49,294,82409
51,49,295,101240
51,49,295,99389
51,49,295,79871
51,49,295,81882
51,49,295,150934
51,49,295,89297
51,49,295,86859
51,49,295,81830
51,49,295,87452
51,49,295,87457
51,49,295,88579
51,49,295,85048
51,49,295,99018
51,49,295,82652
51,49,295,110642
51,49,295,80480
51,49,295,102467
51,49,295,90112
51,49,295,97684
51,49,295,84528
51,49,295,84355
51,49,295,112517
51,49,295,120102
51,49,295,106332
51,49,295,94663
51,49,295,111473
51,49,295,101445
51,49,295,95216
51,49,295,107925
51,49,295,88356
51,49,295,82580
51,49,295,87837
51,49,295,84272
51,49,295,82545
51,49,295,79529
51,49,295,88640
51,49,295,86950
51,49,295,81540
51,49,295,82588
51,49,295,81546
51,49,295,124297
51,49,295,87325
51,49,295,82913
51,49,295,85719
51,49,295,84374
51,49,295,82519
51,49,295,82029
51,49,295,99765
51,49,295,90321
51,49,295,83668
51,49,296,84949
51,49,296,85964
51,49,296,83310
51,49,296,100214
51,49,296,121994
51,49,296,88454
51,49,296,84657
51,49,296,86760
51,49,296,82443
51,49,296,85530
51,49,296,89276
51,49,296,85643
51,49,296,81019
51,49,296,82841
51,49,296,80049
51,49,296,90081
51,49,296,89339
51,49,296,83697
51,49,296,88042
51,49,296,87146
51,49,296,84273
51,49,296,157095
51,49,296,99261
51,49,296,128018
51,49,296,136891
51,49,296,106762
51,49,296,88124
51,49,296,107022
51,49,296,88430
51,49,296,100802
51,49,296,87732
51,49,296,88401
51,49,296,169633
51,49,296,165538
51,49,296,92691
51,49,296,83931
51,49,296,87188
51,49,296,83986
51,49,296,90721
51,49,296,86720
51,49,296,91707
51,49,296,88824
51,49,296,116045
51,49,296,87556
51,49,296,91886
51,49,296,86682
51,49,296,87980
51,49,296,82011
51,49,296,85615
51,49,296,87096
51,49,297,89848
51,49,297,86166
51,49,297,85860
51,49,297,81780
51,49,297,111053
51,49,297,88728
51,49,297,84574
51,49,297,88514
51,49,297,80783
51,49,297,83115
51,49,297,81942
51,49,297,126849
51,49,297,88815
51,49,297,83057
51,49,297,80934
51,49,297,83611
51,49,297,82837
51,49,297,86378
51,49,297,85429
51,49,297,87669
51,49,297,83617
51,49,297,88191
51,49,297,108481
51,49,297,101569
51,49,297,92557
51,49,297,106321
51,49,297,99203
51,49,297,101624
51,49,297,101483
51,49,297,86117
51,49,297,88735
51,49,297,88785
51,49,297,86760
51,49,297,85929
51,49,297,82132
51,49,297,90910
51,49,297,86923
51,49,297,84193
51,49,297,84140
51,49,297,98005
51,49,297,86012
51,49,297,85964
51,49,297,89428
51,49,297,84033
51,49,297,84242
51,49,297,81695
51,49,297,84087
51,49,297,89802
51,49,297,83679
51,49,297,101418
51,49,298,88378
51,49,298,82631
51,49,298,87363
51,49,298,80616
51,49,298,102051
51,49,298,88220
51,49,298,84901
51,49,298,98628
51,49,298,138950
51,49,298,89788
51,49,298,81988
51,49,298,86559
51,49,298,84930
51,49,298,92742
51,49,298,89225
51,49,298,86249
51,49,298,89133
51,49,298,88575
51,49,298,132291
51,49,298,89532
51,49,298,93843
51,49,298,90511
51,49,298,89086
51,49,298,107116
51,49,298,88605
51,49,298,86893
51,49,298,120801
51,49,298,106169
51,49,298,103619
51,49,298,99190
51,49,298,90791
51,49,298,88878
51,49,298,86561
51,49,298,86408
51,49,298,94310
51,49,298,90606
51,49,298,85373
51,49,298,84349
51,49,298,91260
51,49,298,88068
51,49,298,81982
51,49,298,84182
51,49,298,82316
51,49,298,89789
51,49,298,83469
51,49,298,89256
51,49,298,98228
51,49,298,85928
51,49,298,86182
51,49,298,98961
51,49,299,88203
51,49,299,84922
51,49,299,88161
51,49,299,90329
51,49,299,105803
51,49,299,92160
51,49,299,198772
51,49,299,100259
51,49,299,88874
51,49,299,99127
51,49,299,163698
51,49,299,91620
51,49,299,86621
51,49,299,88018
51,49,299,89524
51,49,299,96239
51,49,299,88404
51,49,299,85148
51,49,299,83375
51,49,299,85337
51,49,299,95478
51,49,299,101865
51,49,299,135171
51,49,299,87084
51,49,299,2.42464e+06
51,49,299,96841
51,49,299,129230
51,49,299,88360
51,49,299,102157
51,49,299,86563
51,49,299,92113
51,49,299,85869
51,49,299,83786
51,49,299,109351
51,49,299,87874
51,49,299,87295
51,49,299,85537
51,49,299,89130
51,49,299,87123
51,49,299,88635
51,49,299,85326
51,49,299,84390
51,49,299,86228
51,49,299,86064
51,49,299,85153
51,49,299,87509
51,49,299,83245
51,49,299,85050
51,49,299,85597
51,49,299,122595
51,49,300,87749
51,49,300,88444
51,49,300,89135
51,49,300,82351
51,49,300,119137
51,49,300,88234
51,49,300,90081
51,49,300,87556
51,49,300,88159
51,49,300,93291
51,49,300,118702
51,49,300,88121
51,49,300,89474
51,49,300,83817
51,49,300,83392
51,49,300,81928
51,49,300,84395
51,49,300,100708
51,49,300,94186
51,49,300,85669
51,49,300,95865
51,49,300,181942
51,49,300,99852
51,49,300,103044
51,49,300,89084
51,49,300,90842
51,49,300,100640
51,49,300,87899
51,49,300,83355
51,49,300,89299
51,49,300,89108
51,49,300,85538
51,49,300,87323
51,49,300,85806
51,49,300,85658
51,49,300,82704
51,49,300,87785
51,49,300,80644
51,49,300,87176
51,49,300,85887
51,49,300,86873
51,49,300,89795
51,49,300,87159
51,49,300,105992
51,49,300,138390
51,49,300,89153
51,49,300,85197
51,49,300,83549
51,49,300,84551
51,49,300,81118
51,49,301,80942
51,49,301,82186
51,49,301,87841
51,49,301,89492
51,49,301,152998
51,49,301,92561
51,49,301,101728
51,49,301,88744
51,49,301,86099
51,49,301,83207
51,49,301,86823
51,49,301,85528
51,49,301,84106
51,49,301,89241
51,49,301,86641
51,49,301,87014
51,49,301,88934
51,49,301,90002
51,49,301,87509
51,49,301,85140
51,49,301,100025
51,49,301,88413
51,49,301,91071
51,49,301,116633
51,49,301,89802
51,49,301,90021
51,49,301,89763
51,49,301,100101
51,49,301,96343
51,49,301,91724
51,49,301,85789
51,49,301,82924
51,49,301,83857
51,49,301,94941
51,49,301,84053
51,49,301,89287
51,49,301,89711
51,49,301,86083
51,49,301,88635
51,49,301,171427
51,49,301,86457
51,49,301,87243
51,49,301,83722
51,49,301,84309
51,49,301,82218
51,49,301,86790
51,49,301,83276
51,49,301,103757
51,49,301,86465
51,49,301,83662
51,49,302,82909
51,49,302,95854
51,49,302,85591
51,49,302,84290
51,49,302,101409
51,49,302,86483
51,49,302,81504
51,49,302,84335
51,49,302,89488
51,49,302,89529
51,49,302,86339
51,49,302,92382
51,49,302,119921
51,49,302,89980
51,49,302,106105
51,49,302,85360
51,49,302,86928
51,49,302,83704
51,49,302,85273
51,49,302,102669
51,49,302,105160
51,49,302,92526
51,49,302,90658
51,49,302,142737
51,49,302,88700
51,49,302,102671
51,49,302,102105
51,49,302,89710
51,49,302,86516
51,49,302,84274
51,49,302,82592
51,49,302,87212
51,49,302,82437
51,49,302,89816
51,49,302,96009
51,49,302,88455
51,49,302,88941
51,49,302,85488
51,49,302,88564
51,49,302,82589
51,49,302,83302
51,49,302,84757
51,49,302,89122
51,49,302,84718
51,49,302,86402
51,49,302,84018
51,49,302,87292
51,49,302,86280
51,49,302,87451
51,49,302,82534
51,49,303,89192
51,49,303,84743
51,49,303,83898
51,49,303,89995
51,49,303,106052
51,49,303,86643
51,49,303,84727
51,49,303,91415
51,49,303,86708
51,49,303,84422
51,49,303,88340
51,49,303,86388
51,49,303,86054
51,49,303,82987
51,49,303,88833
51,49,303,87964
51,49,303,86710
51,49,303,86275
51,49,303,88550
51,49,303,86621
51,49,303,124356
51,49,303,97995
51,49,303,91078
51,49,303,91736
51,49,303,90563
51,49,303,111255
51,49,303,88125
51,49,303,85210
51,49,303,87706
51,49,303,92304
51,49,303,89622
51,49,303,89712
51,49,303,88892
51,49,303,83956
51,49,303,84471
51,49,303,83593
51,49,303,90459
51,49,303,89124
51,49,303,88117
51,49,303,92894
51,49,303,88165
51,49,303,85777
51,49,303,88366
51,49,303,83292
51,49,303,86247
51,49,303,83456
51,49,303,84721
51,49,303,100647
51,49,303,87779
51,49,303,86321
51,49,304,89368
51,49,304,97966
51,49,304,88419
51,49,304,89453
51,49,304,90572
51,49,304,84289
51,49,304,104480
51,49,304,84041
51,49,304,88933
51,49,304,88978
51,49,304,82822
51,49,304,91459
51,49,304,85855
51,49,304,86391
51,49,304,90248
51,49,304,88824
51,49,304,80593
51,49,304,85991
51,49,304,88672
51,49,304,89174
51,49,304,89468
51,49,304,92624
51,49,304,91293
51,49,304,108172
51,49,304,92659
51,49,304,89113
51,49,304,91331
51,49,304,91064
51,49,304,87460
51,49,304,95258
51,49,304,89234
51,49,304,85791
51,49,304,84980
51,49,304,112946
51,49,304,88901
51,49,304,85923
51,49,304,82894
51,49,304,83252
51,49,304,85592
51,49,304,83550
51,49,304,86214
51,49,304,91959
51,49,304,82081
51,49,304,90186
51,49,304,88118
51,49,304,86571
51,49,304,89921
51,49,304,103194
51,49,304,83554
51,49,304,85708
51,49,305,81330
51,49,305,86521
51,49,305,91443
51,49,305,84914
51,49,305,105030
51,49,305,89198
51,49,305,103145
51,49,305,84128
51,49,305,84887
51,49,305,83128
51,49,305,87531
51,49,305,85131
51,49,305,92219
51,49,305,88171
51,49,305,88602
51,49,305,91371
51,49,305,91759
51,49,305,92018
51,49,305,92289
51,49,305,225069
51,49,305,104303
51,49,305,91091
51,49,305,89735
51,49,305,117915
51,49,305,91817
51,49,305,88736
51,49,305,89573
51,49,305,90277
51,49,305,84287
51,49,305,86084
51,49,305,85945
51,49,305,81472
51,49,305,86597
51,49,305,204680
51,49,305,89384
51,49,305,93083
51,49,305,87343
51,49,305,85638
51,49,305,87853
51,49,305,85855
51,49,305,87630
51,49,305,87514
51,49,305,87200
51,49,305,81232
51,49,305,87302
51,49,305,90540
51,49,305,86327
51,49,305,82280
51,49,305,88723
51,49,305,90998
51,49,306,90054
51,49,306,90377
51,49,306,88958
51,49,306,85635
51,49,306,90058
51,49,306,87281
51,49,306,92270
51,49,306,82425
51,49,306,88930
51,49,306,96729
51,49,306,103753
51,49,306,86078
51,49,306,83136
51,49,306,84257
51,49,306,90888
51,49,306,82706
51,49,306,83955
51,49,306,91963
51,49,306,85053
51,49,306,110296
51,49,306,102050
51,49,306,126857
51,49,306,93936
51,49,306,95856
51,49,306,92467
51,49,306,87164
51,49,306,86679
51,49,306,115248
51,49,306,89189
51,49,306,87659
51,49,306,109278
51,49,306,91130
51,49,306,168245
51,49,306,89324
51,49,306,87790
51,49,306,85863
51,49,306,86764
51,49,306,81951
51,49,306,95777
51,49,306,85337
51,49,306,85736
51,49,306,88155
51,49,306,96212
51,49,306,92356
51,49,306,85648
51,49,306,90641
51,49,306,86941
51,49,306,85536
51,49,306,85471
51,49,306,88699
51,49,307,89786
51,49,307,90099
51,49,307,89343
51,49,307,92532
51,49,307,89880
51,49,307,85866
51,49,307,86039
51,49,307,83755
51,49,307,85577
51,49,307,83970
51,49,307,92250
51,49,307,89545
51,49,307,89065
51,49,307,87272
51,49,307,105566
51,49,307,103255
51,49,307,88279
51,49,307,90416
51,49,307,83777
51,49,307,97206
51,49,307,86813
51,49,307,91031
51,49,307,92022
51,49,307,177871
51,49,307,131403
51,49,307,96123
51,49,307,88406
51,49,307,92354
51,49,307,83973
51,49,307,88000
51,49,307,86271
51,49,307,102762
51,49,307,87288
51,49,307,85531
51,49,307,86056
51,49,307,89416
51,49,307,91417
51,49,307,81772
51,49,307,82675
51,49,307,85300
51,49,307,83931
51,49,307,82036
51,49,307,106508
51,49,307,88087
51,49,307,83281
51,49,307,91690
51,49,307,90080
51,49,307,89091
51,49,307,83489
51,49,307,82931
51,49,308,85367
51,49,308,85638
51,49,308,88599
51,49,308,88701
51,49,308,97655
51,49,308,89020
51,49,308,92117
51,49,308,87059
51,49,308,87184
51,49,308,87887
51,49,308,86491
51,49,308,85173
51,49,308,85454
51,49,308,103308
51,49,308,94573
51,49,308,84070
51,49,308,93157
51,49,308,95561
51,49,308,116039
51,49,308,95279
51,49,308,92250
51,49,308,91454
51,49,308,93326
51,49,308,91768
51,49,308,91475
51,49,308,87769
51,49,308,85095
51,49,308,87777
51,49,308,88885
51,49,308,85841
51,49,308,86155
51,49,308,84218
51,49,308,85415
51,49,308,99267
51,49,308,89732
51,49,308,85942
51,49,308,84553
51,49,308,108017
51,49,308,90095
51,49,308,87177
51,49,308,87276
51,49,308,83204
51,49,308,87525
51,49,308,87877
51,49,308,91539
51,49,308,91227
51,49,308,84416
51,49,308,86209
51,49,308,91923
51,49,308,88195
51,49,309,84174
51,49,309,84489
51,49,309,90398
51,49,309,84574
51,49,309,100556
51,49,309,90727
51,49,309,87599
51,49,309,92737
51,49,309,106851
51,49,309,87249
51,49,309,92237
51,49,309,83886
51,49,309,85003
51,49,309,87766
51,49,309,95078
51,49,309,87903
51,49,309,88606
51,49,309,89706
51,49,309,200674
51,49,309,89146
51,49,309,154456
51,49,309,94190
51,49,309,105239
51,49,309,92766
51,49,309,103971
51,49,309,93746
51,49,309,90607
51,49,309,89407
51,49,309,90495
51,49,309,87776
51,49,309,87651
51,49,309,87115
51,49,309,84487
51,49,309,86764
51,49,309,86891
51,49,309,89117
51,49,309,102978
51,49,309,85157
51,49,309,84903
51,49,309,104236
51,49,309,92717
51,49,309,87017
51,49,309,87184
51,49,309,84972
51,49,309,85790
51,49,309,88527
51,49,309,87796
51,49,309,88885
51,49,309,89815
51,49,309,92266
51,49,310,89506
51,49,310,93083
51,49,310,94349
51,49,310,88223
51,49,310,88821
51,49,310,84305
51,49,310,92665
51,49,310,91223
51,49,310,84348
51,49,310,91731
51,49,310,91427
51,49,310,92412
51,49,310,86135
51,49,310,83543
51,49,310,83266
51,49,310,86365
51,49,310,90171
51,49,310,89572
51,49,310,97736
51,49,310,118497
51,49,310,104433
51,49,310,98678
51,49,310,92964
51,49,310,112893
51,49,310,173900
51,49,310,92072
51,49,310,84157
51,49,310,91777
51,49,310,83994
51,49,310,86203
51,49,310,104493
51,49,310,88037
51,49,310,85672
51,49,310,87064
51,49,310,84547
51,49,310,86534
51,49,310,85322
51,49,310,91359
51,49,310,89637
51,49,310,88589
51,49,310,88203
51,49,310,103930
51,49,310,104292
51,49,310,85011
51,49,310,88230
51,49,310,85335
51,49,310,86435
51,49,310,83012
51,49,310,102273
51,49,310,88162
51,49,311,89880
51,49,311,88897
51,49,311,92742
51,49,311,84848
51,49,311,86024
51,49,311,91517
51,49,311,86845
51,49,311,84794
51,49,311,87996
51,49,311,83577
51,49,311,92252
51,49,311,91032
51,49,311,95774
51,49,311,88946
51,49,311,86282
51,49,311,85678
51,49,311,82689
51,49,311,84055
51,49,311,91070
51,49,311,89518
51,49,311,113733
51,49,311,128133
51,49,311,117322
51,49,311,93048
51,49,311,92219
51,49,311,85543
51,49,311,88291
51,49,311,87891
51,49,311,95856
51,49,311,87971
51,49,311,85477
51,49,311,90069
51,49,311,91863
51,49,311,87977
51,49,311,85751
51,49,311,83378
51,49,311,84425
51,49,311,86002
51,49,311,87548
51,49,311,91056
51,49,311,86276
51,49,311,85358
51,49,311,91851
51,49,311,93100
51,49,311,85898
51,49,311,85621
51,49,311,86097
51,49,311,89839
51,49,311,90030
51,49,311,88959
51,49,312,90587
51,49,312,92930
51,49,312,91839
51,49,312,102189
51,49,312,95286
51,49,312,90655
51,49,312,93679
51,49,312,90946
51,49,312,90962
51,49,312,133321
51,49,312,123419
51,49,312,136520
51,49,312,90036
51,49,312,92263
51,49,312,125871
51,49,312,132984
51,49,312,183322
51,49,312,130457
51,49,312,93689
51,49,312,94918
51,49,312,124593
51,49,312,93411
51,49,312,95904
51,49,312,88348
51,49,312,90997
51,49,312,96955
51,49,312,92420
51,49,312,88654
51,49,312,83604
51,49,312,90556
51,49,312,88380
51,49,312,86389
51,49,312,89964
51,49,312,90381
51,49,312,99416
51,49,312,170078
51,49,312,90320
51,49,312,86107
51,49,312,86512
51,49,312,88719
51,49,312,86110
51,49,312,84412
51,49,312,90682
51,49,312,89183
51,49,312,90073
51,49,312,84168
51,49,312,92436
51,49,312,85146
51,49,312,83345
51,49,312,88237
51,49,313,82992
51,49,313,90581
51,49,313,90535
51,49,313,92170
51,49,313,91283
51,49,313,86960
51,49,313,89885
51,49,313,90122
51,49,313,89548
51,49,313,90534
51,49,313,85972
51,49,313,86308
51,49,313,101455
51,49,313,89861
51,49,313,96248
51,49,313,146635
51,49,313,92414
51,49,313,125792
51,49,313,94294
51,49,313,100902
51,49,313,89263
51,49,313,94230
51,49,313,131978
51,49,313,115440
51,49,313,96030
51,49,313,95779
51,49,313,92152
51,49,313,91769
51,49,313,87701
51,49,313,88477
51,49,313,94539
51,49,313,87212
51,49,313,176375
51,49,313,90363
51,49,313,87451
51,49,313,93358
51,49,313,90352
51,49,313,88905
51,49,313,87920
51,49,313,89810
51,49,313,92044
51,49,313,94661
51,49,313,89690
51,49,313,85936
51,49,313,89951
51,49,313,93704
51,49,313,88706
51,49,313,88801
51,49,313,86204
51,49,313,86324
51,49,314,88171
51,49,314,89869
51,49,314,91614
51,49,314,95830
51,49,314,91856
51,49,314,88195
51,49,314,91820
51,49,314,86895
51,49,314,84911
51,49,314,84102
51,49,314,90266
51,49,314,94339
51,49,314,88048
51,49,314,97663
51,49,314,91910
51,49,314,94704
51,49,314,86121
51,49,314,92842
51,49,314,98378
51,49,314,94620
51,49,314,101119
51,49,314,88079
51,49,314,93901
51,49,314,99057
51,49,314,97472
51,49,314,90708
51,49,314,87961
51,49,314,91763
51,49,314,89208
51,49,314,83911
51,49,314,89060
51,49,314,91797
51,49,314,91392
51,49,314,93934
51,49,314,97322
51,49,314,91917
51,49,314,90487
51,49,314,90827
51,49,314,89747
51,49,314,91683
51,49,314,85628
51,49,314,98853
51,49,314,88150
51,49,314,85945
51,49,314,90426
51,49,314,91901
51,49,314,86490
51,49,314,85310
51,49,314,84192
51,49,314,85127
51,49,315,87289
51,49,315,93945
51,49,315,87668
51,49,315,125279
51,49,315,104742
51,49,315,88820
51,49,315,92487
51,49,315,91572
51,49,315,90457
51,49,315,86100
51,49,315,92925
51,49,315,86115
51,49,315,90036
51,49,315,89199
51,49,315,89974
51,49,315,92763
51,49,315,88677
51,49,315,89914
51,49,315,99114
51,49,315,89531
51,49,315,97956
51,49,315,99141
51,49,315,138099
51,49,315,102957
51,49,315,91274
51,49,315,91265
51,49,315,86741
51,49,315,92974
51,49,315,94140
51,49,315,99235
51,49,315,89870
51,49,315,84790
51,49,315,90932
51,49,315,112391
51,49,315,91582
51,49,315,85339
51,49,315,88573
51,49,315,90446
51,49,315,88274
51,49,315,91735
51,49,315,90290
51,49,315,88683
51,49,315,92079
51,49,315,101528
51,49,315,89005
51,49,315,86569
51,49,315,87770
51,49,315,83374
51,49,315,89367
51,49,315,91523
51,49,316,91102
51,49,316,90086
51,49,316,86600
51,49,316,115208
51,49,316,92886
51,49,316,85938
51,49,316,86183
51,49,316,86450
51,49,316,86509
51,49,316,104019
51,49,316,91899
51,49,316,92864
51,49,316,88784
51,49,316,92297
51,49,316,88338
51,49,316,85691
51,49,316,84482
51,49,316,93486
51,49,316,107384
51,49,316,98680
51,49,316,102520
51,49,316,124244
51,49,316,112433
51,49,316,96344
51,49,316,94530
51,49,316,90715
51,49,316,90486
51,49,316,91194
51,49,316,105415
51,49,316,108427
51,49,316,89864
51,49,316,90561
51,49,316,88873
51,49,316,88955
51,49,316,92172
51,49,316,86852
51,49,316,104107
51,49,316,87062
51,49,316,104009
51,49,316,87361
51,49,316,86400
51,49,316,84130
51,49,316,98286
51,49,316,91853
51,49,316,91321
51,49,316,86218
51,49,316,86761
51,49,316,89333
51,49,316,90111
51,49,316,91091
51,49,317,92687
51,49,317,109118
51,49,317,92393
51,49,317,167587
51,49,317,89501
51,49,317,85821
51,49,317,89003
51,49,317,100228
51,49,317,88677
51,49,317,102093
51,49,317,87030
51,49,317,187401
51,49,317,88562
51,49,317,87824
51,49,317,93705
51,49,317,94832
51,49,317,172034
51,49,317,93473
51,49,317,142725
51,49,317,88714
51,49,317,90451
51,49,317,101015
51,49,317,206163
51,49,317,93023
51,49,317,94018
51,49,317,102823
51,49,317,89461
51,49,317,89824
51,49,317,167140
51,49,317,90969
51,49,317,89693
51,49,317,85888
51,49,317,91434
51,49,317,90545
51,49,317,89834
51,49,317,105410
51,49,317,89282
51,49,317,89609
51,49,317,86745
51,49,317,91027
51,49,317,88715
51,49,317,87783
51,49,317,85756
51,49,317,89220
51,49,317,87564
51,49,317,107348
51,49,317,90439
51,49,317,85126
51,49,317,86947
51,49,317,89533
51,49,318,89647
51,49,318,87002
51,49,318,86436
51,49,318,173442
51,49,318,97794
51,49,318,92087
51,49,318,95763
51,49,318,89566
51,49,318,92734
51,49,318,92239
51,49,318,88414
51,49,318,87053
51,49,318,89039
51,49,318,89438
51,49,318,94294
51,49,318,89412
51,49,318,91488
51,49,318,98413
51,49,318,104759
51,49,318,104250
51,49,318,91662
51,49,318,95436
51,49,318,92711
51,49,318,90666
51,49,318,106588
51,49,318,91820
51,49,318,88991
51,49,318,89200
51,49,318,86172
51,49,318,104100
51,49,318,88988
51,49,318,88347
51,49,318,86637
51,49,318,90609
51,49,318,89334
51,49,318,90434
51,49,318,103069
51,49,318,93763
51,49,318,94772
51,49,318,87165
51,49,318,91094
51,49,318,85274
51,49,318,92826
51,49,318,94495
51,49,318,92018
51,49,318,97570
51,49,318,103963
51,49,318,87634
51,49,318,106401
51,49,318,89665
51,49,319,88900
51,49,319,97050
51,49,319,90383
51,49,319,129807
51,49,319,92867
51,49,319,93338
51,49,319,88394
51,49,319,89955
51,49,319,89908
51,49,319,91629
51,49,319,87278
51,49,319,91855
51,49,319,93232
51,49,319,87875
51,49,319,89447
51,49,319,93404
51,49,319,99048
51,49,319,98900
51,49,319,94250
51,49,319,106028
51,49,319,92273
51,49,319,98626
51,49,319,88938
51,49,319,90076
51,49,319,97592
51,49,319,86155
51,49,319,85086
51,49,319,92133
51,49,319,87051
51,49,319,94289
51,49,319,89887
51,49,319,89408
51,49,319,87960
51,49,319,92405
51,49,319,93222
51,49,319,91530
51,49,319,92910
51,49,319,104402
51,49,319,91768
51,49,319,91402
51,49,319,93429
51,49,319,86026
51,49,319,90932
51,49,319,103078
51,49,319,97422
51,49,319,90541
51,49,319,91924
51,49,319,94076
51,49,319,94297
51,49,319,89728
51,49,320,95303
51,49,320,88320
51,49,320,93341
51,49,320,125640
51,49,320,95322
51,49,320,85192
51,49,320,88660
51,49,320,86864
51,49,320,91335
51,49,320,90792
51,49,320,84821
51,49,320,109618
51,49,320,90874
51,49,320,89324
51,49,320,89540
51,49,320,90551
51,49,320,105291
51,49,320,91649
51,49,320,152070
51,49,320,94952
51,49,320,93114
51,49,320,88494
51,49,320,89687
51,49,320,91879
51,49,320,88365
51,49,320,88589
51,49,320,93738
51,49,320,96299
51,49,320,87123
51,49,320,88036
51,49,320,99206
51,49,320,87619
51,49,320,96545
51,49,320,93392
51,49,320,85192
51,49,320,86940
51,49,320,94223
51,49,320,90281
51,49,320,85440
51,49,320,96322
51,49,320,93264
51,49,320,89278
51,49,320,91827
51,49,320,99587
51,49,320,91934
51,49,320,107163
51,49,320,91038
51,49,320,88806
51,49,320,129994
51,49,320,96125
51,49,321,91324
51,49,321,93981
51,49,321,91248
51,49,321,100677
51,49,321,89163
51,49,321,95651
51,49,321,90440
51,49,321,86136
51,49,321,91424
51,49,321,88918
51,49,321,87701
51,49,321,89860
51,49,321,92514
51,49,321,88635
51,49,321,106046
51,49,321,93653
51,49,321,192642
51,49,321,109234
51,49,321,94834
51,49,321,97055
51,49,321,101761
51,49,321,95385
51,49,321,90979
51,49,321,91645
51,49,321,92222
51,49,321,93221
51,49,321,95309
51,49,321,90436
51,49,321,86916
51,49,321,93311
51,49,321,88322
51,49,321,88442
51,49,321,93325
51,49,321,91742
51,49,321,88654
51,49,321,93591
51,49,321,85122
51,49,321,89709
51,49,321,91286
51,49,321,87115
51,49,321,88212
51,49,321,87988
51,49,321,90893
51,49,321,94420
51,49,321,144453
51,49,321,92947
51,49,321,89939
51,49,321,91379
51,49,321,86470
51,49,321,89359
51,49,322,90930
51,49,322,93092
51,49,322,90413
51,49,322,105162
51,49,322,96407
51,49,322,88344
51,49,322,91850
51,49,322,94988
51,49,322,93288
51,49,322,88228
51,49,322,94229
51,49,322,100461
51,49,322,89074
51,49,322,93914
51,49,322,87390
51,49,322,93043
51,49,322,92715
51,49,322,93956
51,49,322,92800
51,49,322,90608
51,49,322,188165
51,49,322,91237
51,49,322,91048
51,49,322,89121
51,49,322,92218
51,49,322,88416
51,49,322,93983
51,49,322,100574
51,49,322,94724
51,49,322,95868
51,49,322,91130
51,49,322,88262
51,49,322,88355
51,49,322,89987
51,49,322,92141
51,49,322,91238
51,49,322,86289
51,49,322,90033
51,49,322,87507
51,49,322,85760
51,49,322,109083
51,49,322,89633
51,49,322,102975
51,49,322,91400
51,49,322,88041
51,49,322,93594
51,49,322,92502
51,49,322,92014
51,49,322,86201
51,49,322,92369
51,49,323,91064
51,49,323,91075
51,49,323,91099
51,49,323,113273
51,49,323,90935
51,49,323,94210
51,49,323,89919
51,49,323,88294
51,49,323,88034
51,49,323,94429
51,49,323,94851
51,49,323,88082
51,49,323,88726
51,49,323,86919
51,49,323,92696
51,49,323,90424
51,49,323,90312
51,49,323,123961
51,49,323,89593
51,49,323,95385
51,49,323,151808
51,49,323,92402
51,49,323,91405
51,49,323,97888
51,49,323,93010
51,49,323,89431
51,49,323,94569
51,49,323,91447
51,49,323,93642
51,49,323,103016
51,49,323,91209
51,49,323,94108
51,49,323,105422
51,49,323,89631
51,49,323,89170
51,49,323,92611
51,49,323,91347
51,49,323,88826
51,49,323,93352
51,49,323,95885
51,49,323,91852
51,49,323,89178
51,49,323,90235
51,49,323,90480
51,49,323,103186
51,49,323,93840
51,49,323,91473
51,49,323,91029
51,49,323,93843
51,49,323,90294
51,49,324,93575
51,49,324,87390
51,49,324,90437
51,49,324,105405
51,49,324,87384
51,49,324,85777
51,49,324,97686
51,49,324,88250
51,49,324,94671
51,49,324,90591
51,49,324,89766
51,49,324,106303
51,49,324,93598
51,49,324,90827
51,49,324,92948
51,49,324,97367
51,49,324,91274
51,49,324,156522
51,49,324,100880
51,49,324,96800
51,49,324,100408
51,49,324,92230
51,49,324,92173
51,49,324,91990
51,49,324,88994
51,49,324,91720
51,49,324,93121
51,49,324,90062
51,49,324,172998
51,49,324,93924
51,49,324,93118
51,49,324,92075
51,49,324,94735
51,49,324,89862
51,49,324,94169
51,49,324,94877
51,49,324,86268
51,49,324,89306
51,49,324,93649
51,49,324,99604
51,49,324,91180
51,49,324,108553
51,49,324,89099
51,49,324,96697
51,49,324,94120
51,49,324,92048
51,49,324,118883
51,49,324,90870
51,49,324,92963
51,49,324,93613
51,49,325,90188
51,49,325,90203
51,49,325,92300
51,49,325,94304
51,49,325,93121
51,49,325,106455
51,49,325,91782
51,49,325,92623
51,49,325,91866
51,49,325,105676
51,49,325,89975
51,49,325,94152
51,49,325,97226
51,49,325,89630
51,49,325,90659
51,49,325,114920
51,49,325,118269
51,49,325,98362
51,49,325,99595
51,49,325,102680
51,49,325,210705
51,49,325,91682
51,49,325,99475
51,49,325,93329
51,49,325,93003
51,49,325,96210
51,49,325,91987
51,49,325,88780
51,49,325,96881
51,49,325,90336
51,49,325,86672
51,49,325,97520
51,49,325,92436
51,49,325,91710
51,49,325,88285
51,49,325,95084
51,49,325,91137
51,49,325,92904
51,49,325,97971
51,49,325,92817
51,49,325,236948
51,49,325,90566
51,49,325,94083
51,49,325,93572
51,49,325,89483
