factories,nanoseconds
113,1.58879e+08
113,1.5615e+08
113,1.56185e+08
113,1.6347e+08
113,1.62858e+08
113,1.61526e+08
113,1.57911e+08
113,1.57699e+08
113,1.57218e+08
114,1.55732e+08
114,1.5712e+08
114,1.57785e+08
114,1.5922e+08
114,1.6651e+08
114,1.69998e+08
114,1.56064e+08
114,1.59835e+08
114,1.56398e+08
114,1.6038e+08
114,1.5631e+08
114,1.56407e+08
114,1.68431e+08
114,1.60331e+08
114,1.60819e+08
114,1.56668e+08
114,1.56279e+08
114,1.60796e+08
114,1.55894e+08
114,1.60554e+08
114,1.58523e+08
114,1.60415e+08
114,1.64985e+08
114,1.6033e+08
114,1.60039e+08
114,1.56587e+08
114,1.56668e+08
114,1.58316e+08
114,1.56529e+08
114,1.61134e+08
114,1.61222e+08
114,1.55953e+08
114,1.57084e+08
114,1.60252e+08
114,1.56784e+08
114,1.58918e+08
114,1.59076e+08
114,1.59768e+08
114,1.59387e+08
114,1.55542e+08
114,1.60991e+08
114,1.55881e+08
114,1.56505e+08
114,1.55871e+08
114,1.61915e+08
114,1.63503e+08
114,1.56901e+08
114,1.56224e+08
114,1.60869e+08
114,1.56331e+08
115,1.6199e+08
115,1.59722e+08
115,1.56196e+08
115,1.61007e+08
115,1.6156e+08
115,1.71508e+08
115,1.59166e+08
115,1.68154e+08
115,1.59756e+08
115,1.56605e+08
115,1.61617e+08
115,1.57289e+08
115,1.5607e+08
115,1.64681e+08
115,1.59603e+08
115,1.64092e+08
115,1.56413e+08
115,1.59677e+08
115,1.57488e+08
115,1.55988e+08
115,1.5991e+08
115,1.55783e+08
115,1.56425e+08
115,1.6243e+08
115,1.59293e+08
115,1.60054e+08
115,1.6007e+08
115,1.57067e+08
115,1.57506e+08
115,1.61117e+08
115,1.6268e+08
115,1.60453e+08
115,1.59638e+08
115,1.57642e+08
115,1.59282e+08
115,1.56398e+08
115,1.61338e+08
115,1.60873e+08
115,1.57367e+08
115,1.56553e+08
115,1.56908e+08
115,1.62961e+08
115,1.56875e+08
115,1.60127e+08
115,1.59424e+08
115,1.59795e+08
115,1.62019e+08
115,1.55832e+08
115,1.58819e+08
115,1.55961e+08
116,1.59138e+08
116,1.67635e+08
116,1.56574e+08
116,1.59425e+08
116,1.67003e+08
116,1.74945e+08
116,1.61457e+08
116,1.5619e+08
116,1.56054e+08
116,1.56526e+08
116,1.56973e+08
116,1.63834e+08
116,1.59403e+08
116,1.56517e+08
116,1.6691e+08
116,1.56697e+08
116,1.57303e+08
116,1.57026e+08
116,1.61987e+08
116,1.57781e+08
116,1.59259e+08
116,1.61478e+08
116,1.57576e+08
116,1.59322e+08
116,1.62225e+08
116,1.59006e+08
116,1.57536e+08
116,1.59e+08
116,1.56084e+08
116,1.64691e+08
116,1.55866e+08
116,1.60629e+08
116,1.62472e+08
116,1.56778e+08
116,1.70067e+08
116,1.55849e+08
116,1.56357e+08
116,1.61025e+08
116,1.57337e+08
116,1.71289e+08
116,1.68761e+08
116,1.64945e+08
116,1.60236e+08
116,1.59499e+08
116,1.59363e+08
116,1.62769e+08
116,1.58184e+08
116,1.65569e+08
116,1.56568e+08
116,1.57672e+08
117,1.55834e+08
117,1.5561e+08
117,1.60025e+08
117,1.55823e+08
117,1.58283e+08
117,1.69074e+08
117,1.57299e+08
117,1.61381e+08
117,1.57146e+08
117,1.61745e+08
117,1.55368e+08
117,1.56595e+08
117,1.60215e+08
117,1.56774e+08
117,1.59248e+08
117,1.61772e+08
117,1.59941e+08
117,1.59333e+08
117,1.56145e+08
117,1.59757e+08
117,1.59751e+08
117,1.56222e+08
117,1.59477e+08
117,1.72988e+08
117,1.57527e+08
117,1.61914e+08
117,1.6008e+08
117,1.57546e+08
117,1.56002e+08
117,1.58855e+08
117,1.62273e+08
117,1.59365e+08
117,1.63731e+08
117,1.59495e+08
117,1.57861e+08
117,1.59684e+08
117,1.56481e+08
117,1.56232e+08
117,1.58233e+08
117,1.56353e+08
117,1.57678e+08
117,1.56988e+08
117,1.59039e+08
117,1.60214e+08
117,1.56172e+08
117,1.57006e+08
117,1.59315e+08
117,1.59703e+08
117,1.57153e+08
117,1.5611e+08
118,1.57634e+08
118,1.58744e+08
118,1.59137e+08
118,1.5709e+08
118,1.64085e+08
118,1.72792e+08
118,1.59565e+08
118,1.59119e+08
118,1.57748e+08
118,1.56615e+08
118,1.56367e+08
118,1.59466e+08
118,1.5596e+08
118,1.60956e+08
118,1.58388e+08
118,1.57574e+08
118,1.59944e+08
118,1.59553e+08
118,1.58401e+08
118,1.56324e+08
118,1.65518e+08
118,1.60717e+08
118,1.56099e+08
118,1.56987e+08
118,1.5601e+08
118,1.57499e+08
118,1.58337e+08
118,1.55787e+08
118,1.58832e+08
118,1.56483e+08
118,1.58963e+08
118,1.58101e+08
118,1.56184e+08
118,1.60697e+08
118,1.62103e+08
118,1.58611e+08
118,1.6114e+08
118,1.5672e+08
118,1.56523e+08
118,1.57672e+08
118,1.55585e+08
118,1.57285e+08
118,1.57484e+08
118,1.58536e+08
118,1.59573e+08
118,1.55362e+08
118,1.57239e+08
118,1.71214e+08
118,1.63984e+08
118,1.61906e+08
119,1.59382e+08
119,1.64251e+08
119,1.57131e+08
119,1.56775e+08
119,1.65004e+08
119,1.71513e+08
119,1.62742e+08
119,1.56732e+08
119,1.55769e+08
119,1.5756e+08
119,1.55707e+08
119,1.63712e+08
119,1.56175e+08
119,1.5892e+08
119,1.58929e+08
119,1.59391e+08
119,1.56229e+08
119,1.61952e+08
119,1.5702e+08
119,1.57822e+08
119,1.57937e+08
119,1.59271e+08
119,1.62518e+08
119,1.55762e+08
119,1.57639e+08
119,1.58966e+08
119,1.58614e+08
119,1.58831e+08
119,1.5651e+08
119,1.55886e+08
119,1.58597e+08
119,1.59552e+08
119,1.5671e+08
119,1.56219e+08
119,1.55696e+08
119,1.59713e+08
119,1.56807e+08
119,1.59996e+08
119,1.56254e+08
119,1.55636e+08
119,1.58342e+08
119,1.59142e+08
119,1.59982e+08
119,1.56188e+08
119,1.56637e+08
119,1.60593e+08
119,1.5918e+08
119,1.59401e+08
119,1.66907e+08
119,1.66968e+08
120,1.63725e+08
120,1.66643e+08
120,1.68879e+08
120,1.56737e+08
120,1.65632e+08
120,1.76212e+08
120,1.5601e+08
120,1.56528e+08
120,1.55943e+08
120,1.55465e+08
120,1.58911e+08
120,1.5629e+08
120,1.56113e+08
120,1.57815e+08
120,1.56179e+08
120,1.69196e+08
120,1.60776e+08
120,1.62639e+08
120,1.62834e+08
120,1.5956e+08
120,1.5751e+08
120,1.60235e+08
120,1.56003e+08
120,1.58838e+08
120,1.5991e+08
120,1.57688e+08
120,1.62176e+08
120,1.58785e+08
120,1.6174e+08
120,1.62499e+08
120,1.60297e+08
120,1.56884e+08
120,1.58955e+08
120,1.57724e+08
120,1.56178e+08
120,1.56036e+08
120,1.56364e+08
120,1.56487e+08
120,1.5751e+08
120,1.57324e+08
120,1.55725e+08
120,1.59088e+08
120,1.56438e+08
120,1.57489e+08
120,1.59677e+08
120,1.56315e+08
120,1.57413e+08
120,1.57894e+08
120,1.5661e+08
120,1.59552e+08
121,1.56141e+08
121,1.58217e+08
121,1.56654e+08
121,1.55865e+08
121,1.6847e+08
121,1.7177e+08
121,1.60663e+08
121,1.55931e+08
121,1.56563e+08
121,1.59966e+08
121,1.5638e+08
121,1.60497e+08
121,1.55863e+08
121,1.55447e+08
121,1.60833e+08
121,1.55393e+08
121,1.5847e+08
121,1.60004e+08
121,1.56436e+08
121,1.59829e+08
121,1.56272e+08
121,1.57041e+08
121,1.56708e+08
121,1.56198e+08
121,1.60014e+08
121,1.58895e+08
121,1.59491e+08
121,1.57431e+08
121,1.56228e+08
121,1.59398e+08
121,1.57016e+08
121,1.55896e+08
121,1.57612e+08
121,1.58153e+08
121,1.57409e+08
121,1.57696e+08
121,1.56184e+08
121,1.58147e+08
121,1.55679e+08
121,1.56899e+08
121,1.58987e+08
121,1.56887e+08
121,1.5928e+08
121,1.59275e+08
121,1.57217e+08
121,1.59278e+08
121,1.56318e+08
121,1.61298e+08
121,1.56643e+08
121,1.55406e+08
122,1.58429e+08
122,1.57983e+08
122,1.58684e+08
122,1.5795e+08
122,1.57038e+08
122,1.7481e+08
122,1.60455e+08
122,1.58101e+08
122,1.57161e+08
122,1.55569e+08
122,1.57405e+08
122,1.59693e+08
122,1.67894e+08
122,1.62363e+08
122,1.59662e+08
122,1.70113e+08
122,1.61839e+08
122,1.64719e+08
122,1.5945e+08
122,1.58834e+08
122,1.59031e+08
122,1.57066e+08
122,1.56536e+08
122,1.65349e+08
122,1.59177e+08
122,1.59734e+08
122,1.59347e+08
122,1.56556e+08
122,1.67121e+08
122,1.56176e+08
122,1.59146e+08
122,1.56144e+08
122,1.56531e+08
122,1.60747e+08
122,1.56765e+08
122,1.5732e+08
122,1.58207e+08
122,1.56249e+08
122,1.58603e+08
122,1.55859e+08
122,1.57113e+08
122,1.61986e+08
122,1.59219e+08
122,1.58092e+08
122,1.57051e+08
122,1.56647e+08
122,1.60202e+08
122,1.55752e+08
122,1.60957e+08
122,1.56128e+08
123,1.59497e+08
123,1.57826e+08
123,1.56031e+08
123,1.61509e+08
123,1.61218e+08
123,1.71235e+08
123,1.60893e+08
123,1.59746e+08
123,1.5769e+08
123,1.57133e+08
123,1.56644e+08
123,1.57582e+08
123,1.56208e+08
123,1.58518e+08
123,1.63273e+08
123,1.55871e+08
123,1.58068e+08
123,1.57669e+08
123,1.5748e+08
123,1.6998e+08
123,1.58505e+08
123,1.63331e+08
123,1.60589e+08
123,1.59311e+08
123,1.57959e+08
123,1.5944e+08
123,1.56114e+08
123,1.55932e+08
123,1.64077e+08
123,1.61005e+08
123,1.56227e+08
123,1.58562e+08
123,1.58149e+08
123,1.56281e+08
123,1.61601e+08
123,1.59027e+08
123,1.56631e+08
123,1.56339e+08
123,1.56348e+08
123,1.61744e+08
123,1.56076e+08
123,1.6581e+08
123,1.64983e+08
123,1.61917e+08
123,1.60325e+08
123,1.56831e+08
123,1.55635e+08
123,1.59017e+08
123,1.55713e+08
123,1.59011e+08
124,1.56307e+08
124,1.62592e+08
124,1.60529e+08
124,1.55751e+08
124,1.65654e+08
124,1.72168e+08
124,1.56545e+08
124,1.6237e+08
124,1.5653e+08
124,1.61775e+08
124,1.55816e+08
124,1.62862e+08
124,1.58241e+08
124,1.60012e+08
124,1.58242e+08
124,1.55605e+08
124,1.58312e+08
124,1.6358e+08
124,1.5663e+08
124,1.5769e+08
124,1.61004e+08
124,1.56804e+08
124,1.59765e+08
124,1.5601e+08
124,1.56002e+08
124,1.63295e+08
124,1.641e+08
124,1.58415e+08
124,1.58874e+08
124,1.56507e+08
124,1.58995e+08
124,1.56473e+08
124,1.61374e+08
124,1.61277e+08
124,1.59911e+08
124,1.62556e+08
124,1.5732e+08
124,1.56699e+08
124,1.5936e+08
124,1.62256e+08
124,1.68394e+08
124,1.55844e+08
124,1.59676e+08
124,1.61224e+08
124,1.56493e+08
124,1.59196e+08
124,1.57252e+08
124,1.57431e+08
124,1.60632e+08
124,1.56101e+08
125,1.64694e+08
125,1.57022e+08
125,1.59475e+08
125,1.60377e+08
125,1.63156e+08
125,1.7304e+08
125,1.55645e+08
125,1.59938e+08
125,1.61306e+08
125,1.56534e+08
125,1.61834e+08
125,1.57609e+08
125,1.55705e+08
125,1.61585e+08
125,1.59667e+08
125,1.63097e+08
125,1.68387e+08
125,1.55207e+08
125,1.62301e+08
125,1.61892e+08
125,1.72071e+08
125,1.57058e+08
125,1.59558e+08
125,1.61189e+08
125,1.56931e+08
125,1.63374e+08
125,1.61486e+08
125,1.59424e+08
125,1.63724e+08
125,1.5896e+08
125,1.5633e+08
125,1.61023e+08
125,1.56785e+08
125,1.57826e+08
125,1.56314e+08
125,1.58871e+08
125,1.61352e+08
125,1.55112e+08
125,1.57672e+08
125,1.55827e+08
125,1.61467e+08
125,1.59055e+08
125,1.57185e+08
125,1.59984e+08
125,1.56918e+08
125,1.59043e+08
125,1.62165e+08
125,1.59731e+08
125,1.55937e+08
125,1.62578e+08
126,1.56255e+08
126,1.59742e+08
126,1.56438e+08
126,1.62931e+08
126,1.63983e+08
126,1.71061e+08
126,1.61352e+08
126,1.58973e+08
126,1.56015e+08
126,1.5616e+08
126,1.55771e+08
126,1.63822e+08
126,1.56796e+08
126,1.56412e+08
126,1.63829e+08
126,1.58573e+08
126,1.58841e+08
126,1.56616e+08
126,1.56259e+08
126,1.62976e+08
126,1.65354e+08
126,1.59918e+08
126,1.56173e+08
126,1.59375e+08
126,1.61558e+08
126,1.55738e+08
126,1.56099e+08
126,1.56446e+08
126,1.5681e+08
126,1.58045e+08
126,1.56327e+08
126,1.60637e+08
126,1.58255e+08
126,1.57148e+08
126,1.57502e+08
126,1.5641e+08
126,1.56837e+08
126,1.6273e+08
126,1.59365e+08
126,1.57226e+08
126,1.63112e+08
126,1.59013e+08
126,1.57767e+08
126,1.56795e+08
126,1.57181e+08
126,1.59711e+08
126,1.56349e+08
126,1.58107e+08
126,1.55614e+08
126,1.59821e+08
127,1.60176e+08
127,1.58069e+08
127,1.60753e+08
127,1.55878e+08
127,1.6081e+08
127,1.70672e+08
127,1.56463e+08
127,1.61695e+08
127,1.55833e+08
127,1.56678e+08
127,1.64559e+08
127,1.56798e+08
127,1.59204e+08
127,1.56855e+08
127,1.56884e+08
127,1.6111e+08
127,1.59065e+08
127,1.58689e+08
127,1.64398e+08
127,1.56625e+08
127,1.6097e+08
127,1.59297e+08
127,1.63342e+08
127,1.57221e+08
127,1.56427e+08
127,1.58912e+08
127,1.59702e+08
127,1.57192e+08
127,1.55656e+08
127,1.56068e+08
127,1.56727e+08
127,1.60185e+08
127,1.59245e+08
127,1.61532e+08
127,1.60617e+08
127,1.60771e+08
127,1.58466e+08
127,1.59137e+08
127,1.60971e+08
127,1.56805e+08
127,1.60494e+08
127,1.56292e+08
127,1.59379e+08
127,1.57531e+08
127,1.60988e+08
127,1.57749e+08
127,1.5762e+08
127,1.59505e+08
127,1.60481e+08
127,1.56632e+08
128,1.5658e+08
128,1.66422e+08
128,1.56886e+08
128,1.57631e+08
128,1.6315e+08
128,1.70986e+08
128,1.60781e+08
128,1.56038e+08
128,1.64057e+08
128,1.57936e+08
128,1.56254e+08
128,1.6497e+08
128,1.5935e+08
128,1.64082e+08
128,1.564e+08
128,1.56287e+08
128,1.65217e+08
128,1.55728e+08
128,1.59915e+08
128,1.61679e+08
128,1.56427e+08
128,1.66047e+08
128,1.58992e+08
128,1.57304e+08
128,1.57293e+08
128,1.57367e+08
128,1.58748e+08
128,1.5588e+08
128,1.55672e+08
128,1.59813e+08
128,1.59235e+08
128,1.62279e+08
128,1.61997e+08
128,1.55978e+08
128,1.66655e+08
128,1.60162e+08
128,1.58381e+08
128,1.62716e+08
128,1.58651e+08
128,1.66184e+08
128,1.59516e+08
128,1.59794e+08
128,1.5773e+08
128,1.57449e+08
128,1.61314e+08
128,1.63199e+08
