factories,nanoseconds
160,1.65857e+08
160,1.67762e+08
160,1.56987e+08
160,1.66989e+08
160,1.55856e+08
160,1.59726e+08
160,1.59712e+08
160,1.55936e+08
160,1.66193e+08
160,1.56342e+08
160,1.56294e+08
160,1.56704e+08
160,1.6098e+08
160,1.6358e+08
160,1.55986e+08
160,1.57324e+08
160,1.66381e+08
160,1.59666e+08
160,1.64741e+08
160,1.64034e+08
160,1.55903e+08
160,1.6014e+08
160,1.61893e+08
160,1.62396e+08
160,1.57545e+08
160,1.56424e+08
160,1.60703e+08
160,1.56926e+08
160,1.57395e+08
160,1.607e+08
160,1.58002e+08
160,1.58013e+08
160,1.56118e+08
160,1.56213e+08
160,1.63794e+08
160,1.56158e+08
160,1.56909e+08
160,1.61735e+08
160,1.60096e+08
160,1.65498e+08
160,1.74947e+08
160,1.66078e+08
160,1.67195e+08
160,1.56267e+08
160,1.65973e+08
160,1.58625e+08
161,1.56981e+08
161,1.63153e+08
161,1.63358e+08
161,1.58402e+08
161,1.60899e+08
161,1.71952e+08
161,1.61122e+08
161,1.59154e+08
161,1.64449e+08
161,1.55701e+08
161,1.56423e+08
161,1.61125e+08
161,1.5692e+08
161,1.57398e+08
161,1.55725e+08
161,1.59482e+08
161,1.58741e+08
161,1.60418e+08
161,1.61169e+08
161,1.55963e+08
161,1.56244e+08
161,1.61821e+08
161,1.59488e+08
161,1.56936e+08
161,1.59256e+08
161,1.60616e+08
161,1.62001e+08
161,1.55898e+08
161,1.59694e+08
161,1.57021e+08
161,1.5594e+08
161,1.63038e+08
161,1.61865e+08
161,1.56235e+08
161,1.62148e+08
161,1.57005e+08
161,1.57635e+08
161,1.5726e+08
161,1.56669e+08
161,1.61387e+08
161,1.59023e+08
161,1.5661e+08
161,1.58495e+08
161,1.61339e+08
161,1.60243e+08
161,1.55595e+08
161,1.61259e+08
161,1.61067e+08
161,1.58667e+08
161,1.58025e+08
162,1.55915e+08
162,1.56723e+08
162,1.60132e+08
162,1.56527e+08
162,1.61623e+08
162,1.74186e+08
162,1.57035e+08
162,1.59937e+08
162,1.56278e+08
162,1.57889e+08
162,1.58771e+08
162,1.56344e+08
162,1.62891e+08
162,1.56147e+08
162,1.57512e+08
162,1.57206e+08
162,1.56151e+08
162,1.5905e+08
162,1.5676e+08
162,1.60425e+08
162,1.62621e+08
162,1.59048e+08
162,1.566e+08
162,1.59435e+08
162,1.56346e+08
162,1.62342e+08
162,1.62535e+08
162,1.57039e+08
162,1.57157e+08
162,1.59604e+08
162,1.61672e+08
162,1.55943e+08
162,1.56589e+08
162,1.60485e+08
162,1.56022e+08
162,1.57445e+08
162,1.55825e+08
162,1.56994e+08
162,1.61425e+08
162,1.56824e+08
162,1.57635e+08
162,1.56513e+08
162,1.55729e+08
162,1.67379e+08
162,1.5649e+08
162,1.57605e+08
162,1.59601e+08
162,1.56338e+08
162,1.57652e+08
162,1.59356e+08
163,1.58574e+08
163,1.62566e+08
163,1.61523e+08
163,1.58204e+08
163,1.66688e+08
163,1.69795e+08
163,1.56079e+08
163,1.56535e+08
163,1.6247e+08
163,1.56505e+08
163,1.56211e+08
163,1.60519e+08
163,1.56349e+08
163,1.62855e+08
163,1.59537e+08
163,1.5627e+08
163,1.61814e+08
163,1.56534e+08
163,1.57388e+08
163,1.60475e+08
163,1.58301e+08
163,1.58261e+08
163,1.64864e+08
163,1.59939e+08
163,1.59614e+08
163,1.5709e+08
163,1.57857e+08
163,1.62182e+08
163,1.59544e+08
163,1.63086e+08
163,1.5574e+08
163,1.62567e+08
163,1.72333e+08
163,1.562e+08
163,1.60597e+08
163,1.59706e+08
163,1.59033e+08
163,1.55716e+08
163,1.59236e+08
163,1.61378e+08
163,1.5583e+08
163,1.56224e+08
163,1.62614e+08
163,1.55757e+08
163,1.57875e+08
163,1.55668e+08
163,1.56395e+08
163,1.58552e+08
163,1.59882e+08
163,1.60774e+08
164,1.57635e+08
164,1.64354e+08
164,1.65264e+08
164,1.56834e+08
164,1.68165e+08
164,1.7587e+08
164,1.59247e+08
164,1.58154e+08
164,1.56411e+08
164,1.57086e+08
164,1.561e+08
164,1.58826e+08
164,1.64658e+08
164,1.58875e+08
164,1.58912e+08
164,1.597e+08
164,1.56852e+08
164,1.62394e+08
164,1.69432e+08
164,1.63003e+08
164,1.57925e+08
164,1.57042e+08
164,1.57371e+08
164,1.60164e+08
164,1.59921e+08
164,1.58372e+08
164,1.59502e+08
164,1.58234e+08
164,1.56295e+08
164,1.56866e+08
164,1.60437e+08
164,1.56287e+08
164,1.57604e+08
164,1.59172e+08
164,1.56798e+08
164,1.59327e+08
164,1.55949e+08
164,1.59441e+08
164,1.58837e+08
164,1.62612e+08
164,1.57093e+08
164,1.56202e+08
164,1.56404e+08
164,1.64875e+08
164,1.56647e+08
164,1.57825e+08
164,1.67787e+08
164,1.56928e+08
164,1.64507e+08
164,1.59609e+08
165,1.59631e+08
165,1.63754e+08
165,1.59405e+08
165,1.63205e+08
165,1.64902e+08
165,1.68899e+08
165,1.59819e+08
165,1.55749e+08
165,1.61241e+08
165,1.56622e+08
165,1.57796e+08
165,1.59623e+08
165,1.56971e+08
165,1.63195e+08
165,1.56387e+08
165,1.55672e+08
165,1.6345e+08
165,1.59558e+08
165,1.57796e+08
165,1.57379e+08
165,1.56926e+08
165,1.59624e+08
165,1.73159e+08
165,1.71735e+08
165,1.59229e+08
165,1.59567e+08
165,1.57443e+08
165,1.57562e+08
165,1.60733e+08
165,1.60596e+08
165,1.59572e+08
165,1.61071e+08
165,1.62381e+08
165,1.58755e+08
165,1.56749e+08
165,1.61884e+08
165,1.60935e+08
165,1.56014e+08
165,1.5733e+08
165,1.5858e+08
165,1.56162e+08
165,1.5916e+08
165,1.5596e+08
165,1.56452e+08
165,1.61959e+08
165,1.5634e+08
165,1.58634e+08
165,1.60425e+08
165,1.63727e+08
165,1.5851e+08
166,1.65328e+08
166,1.6347e+08
166,1.58686e+08
166,1.56156e+08
166,1.70807e+08
166,1.75798e+08
166,1.62891e+08
166,1.62237e+08
166,1.59601e+08
166,1.57225e+08
166,1.5573e+08
166,1.59617e+08
166,1.59455e+08
166,1.59537e+08
166,1.60841e+08
166,1.56407e+08
166,1.55769e+08
166,1.59678e+08
166,1.59092e+08
166,1.65634e+08
166,1.63226e+08
166,1.59886e+08
166,1.59217e+08
166,1.55919e+08
166,1.56632e+08
166,1.59712e+08
166,1.56194e+08
166,1.60109e+08
166,1.56559e+08
166,1.57368e+08
166,1.60365e+08
166,1.59483e+08
166,1.63758e+08
166,1.56312e+08
166,1.56919e+08
166,1.61149e+08
166,1.62786e+08
166,1.58142e+08
166,1.56078e+08
166,1.5732e+08
166,1.58412e+08
166,1.56864e+08
166,1.5902e+08
166,1.59305e+08
166,1.58722e+08
166,1.58755e+08
166,1.56981e+08
166,1.57195e+08
166,1.57496e+08
166,1.62881e+08
167,1.57837e+08
167,1.55953e+08
167,1.59896e+08
167,1.59239e+08
167,1.63773e+08
167,1.70716e+08
167,1.59915e+08
167,1.56539e+08
167,1.61844e+08
167,1.59389e+08
167,1.58375e+08
167,1.56147e+08
167,1.60564e+08
167,1.58268e+08
167,1.5646e+08
167,1.59644e+08
167,1.58359e+08
167,1.56478e+08
167,1.59021e+08
167,1.56442e+08
167,1.59562e+08
167,1.61804e+08
167,1.5622e+08
167,1.6548e+08
167,1.56584e+08
167,1.56728e+08
167,1.62241e+08
167,1.56293e+08
167,1.58761e+08
167,1.56389e+08
167,1.60115e+08
167,1.65815e+08
167,1.59784e+08
167,1.60312e+08
167,1.57816e+08
167,1.55698e+08
167,1.57713e+08
167,1.56329e+08
167,1.64126e+08
167,1.57629e+08
167,1.57439e+08
167,1.60454e+08
167,1.56767e+08
167,1.69605e+08
167,1.56007e+08
167,1.56547e+08
167,1.61246e+08
167,1.59905e+08
167,1.60159e+08
167,1.59978e+08
168,1.55985e+08
168,1.59617e+08
168,1.56023e+08
168,1.58684e+08
168,1.66703e+08
168,1.67862e+08
168,1.64825e+08
168,1.68328e+08
168,1.66931e+08
168,1.56466e+08
168,1.57502e+08
168,1.58205e+08
168,1.62997e+08
168,1.56711e+08
168,1.64347e+08
168,1.59805e+08
168,1.67769e+08
168,1.60927e+08
168,1.67379e+08
168,1.61285e+08
168,1.58214e+08
168,1.64743e+08
168,1.57983e+08
168,1.58394e+08
168,1.64207e+08
168,1.59203e+08
168,1.62138e+08
168,1.62329e+08
168,1.5652e+08
168,1.5966e+08
168,1.55972e+08
168,1.64244e+08
168,1.60806e+08
168,1.6165e+08
168,1.61083e+08
168,1.62989e+08
168,1.58392e+08
168,1.64926e+08
168,1.63611e+08
168,1.68239e+08
168,1.55646e+08
168,1.60631e+08
168,1.57386e+08
168,1.58574e+08
168,1.6796e+08
168,1.55811e+08
168,1.59236e+08
168,1.63536e+08
168,1.56684e+08
168,1.63632e+08
169,1.58652e+08
169,1.61899e+08
169,1.64406e+08
169,1.61949e+08
169,1.6825e+08
169,1.72951e+08
169,1.57412e+08
169,1.64341e+08
169,1.59132e+08
169,1.61767e+08
169,1.60036e+08
169,1.56849e+08
169,1.62024e+08
169,1.56154e+08
169,1.60667e+08
169,1.6057e+08
169,1.66522e+08
169,1.58384e+08
169,1.71006e+08
169,1.67315e+08
169,1.63339e+08
169,1.56608e+08
169,1.63798e+08
169,1.6004e+08
169,1.62923e+08
169,1.62653e+08
169,1.59743e+08
169,1.66725e+08
169,1.56168e+08
169,1.56314e+08
169,1.59922e+08
169,1.56426e+08
169,1.61538e+08
169,1.59772e+08
169,1.6028e+08
169,1.59419e+08
169,1.55541e+08
169,1.5958e+08
169,1.62786e+08
169,1.59657e+08
169,1.57488e+08
169,1.57069e+08
169,1.58233e+08
169,1.55687e+08
169,1.60929e+08
169,1.68888e+08
169,1.61997e+08
169,1.68164e+08
169,1.58925e+08
169,1.59373e+08
170,1.61065e+08
170,1.55623e+08
170,1.57927e+08
170,1.6045e+08
170,1.60128e+08
170,1.69367e+08
170,1.59828e+08
170,1.56881e+08
170,1.61108e+08
170,1.55714e+08
170,1.60542e+08
170,1.57071e+08
170,1.60121e+08
170,1.60868e+08
170,1.56089e+08
170,1.63667e+08
170,1.55956e+08
170,1.57166e+08
170,1.63427e+08
170,1.56227e+08
170,1.58906e+08
170,1.63807e+08
170,1.65241e+08
170,1.61381e+08
170,1.56641e+08
170,1.57447e+08
170,1.59295e+08
170,1.57163e+08
170,1.62414e+08
170,1.5972e+08
170,1.64517e+08
170,1.61264e+08
170,1.63067e+08
170,1.62839e+08
170,1.55446e+08
170,1.62111e+08
170,1.66344e+08
170,1.61816e+08
170,1.61278e+08
170,1.58555e+08
170,1.61735e+08
170,1.57966e+08
170,1.56125e+08
170,1.56078e+08
170,1.56523e+08
170,1.58022e+08
170,1.67906e+08
170,1.56521e+08
170,1.58057e+08
170,1.56796e+08
171,1.56984e+08
171,1.60458e+08
171,1.58421e+08
171,1.58991e+08
171,1.64443e+08
171,1.77272e+08
171,1.62177e+08
171,1.55744e+08
171,1.62831e+08
171,1.63174e+08
171,1.59916e+08
171,1.55867e+08
171,1.56926e+08
171,1.66166e+08
171,1.681e+08
171,1.63003e+08
171,1.63259e+08
171,1.62548e+08
171,1.56502e+08
171,1.60107e+08
171,1.56426e+08
171,1.63836e+08
171,1.56341e+08
171,1.5865e+08
171,1.60283e+08
171,1.5659e+08
171,1.6047e+08
171,1.59441e+08
171,1.60982e+08
171,1.59371e+08
171,1.55923e+08
171,1.59289e+08
171,1.58233e+08
171,1.6222e+08
171,1.56325e+08
171,1.56871e+08
171,1.58181e+08
171,1.61872e+08
171,1.58422e+08
171,1.64591e+08
171,1.62578e+08
171,1.66349e+08
171,1.60274e+08
171,1.63113e+08
171,1.59395e+08
171,1.6235e+08
171,1.57065e+08
171,1.58568e+08
171,1.59071e+08
171,1.63829e+08
172,1.63917e+08
172,1.61615e+08
172,1.64809e+08
172,1.65931e+08
172,1.68087e+08
172,1.7117e+08
172,1.60049e+08
172,1.61006e+08
172,1.61721e+08
172,1.67981e+08
172,1.59058e+08
172,1.57516e+08
172,1.58014e+08
172,1.59933e+08
172,1.57386e+08
172,1.65846e+08
172,1.59262e+08
172,1.59831e+08
172,1.61589e+08
172,1.60136e+08
172,1.57143e+08
172,1.59948e+08
172,1.56454e+08
172,1.6253e+08
172,1.5719e+08
172,1.63761e+08
172,1.58121e+08
172,1.66305e+08
172,1.65806e+08
172,1.60952e+08
172,1.59405e+08
172,1.58355e+08
172,1.56572e+08
172,1.59452e+08
172,1.61389e+08
172,1.59765e+08
172,1.59579e+08
172,1.59443e+08
172,1.58753e+08
172,1.60753e+08
172,1.56885e+08
172,1.5741e+08
172,1.58282e+08
172,1.60511e+08
172,1.57212e+08
172,1.57166e+08
172,1.64105e+08
172,1.57357e+08
172,1.57671e+08
172,1.62087e+08
173,1.61739e+08
173,1.68081e+08
173,1.59268e+08
173,1.55777e+08
173,1.64182e+08
173,1.69428e+08
173,1.6305e+08
173,1.60981e+08
173,1.55381e+08
173,1.57152e+08
173,1.59048e+08
173,1.604e+08
173,1.60606e+08
173,1.61828e+08
173,1.66027e+08
173,1.5813e+08
173,1.56894e+08
173,1.62174e+08
173,1.56578e+08
173,1.60883e+08
173,1.5737e+08
173,1.56391e+08
173,1.56758e+08
173,1.56e+08
173,1.59152e+08
173,1.6195e+08
173,1.56097e+08
173,1.60076e+08
173,1.5524e+08
173,1.61187e+08
173,1.58407e+08
173,1.60209e+08
173,1.56854e+08
173,1.57774e+08
173,1.60463e+08
173,1.61251e+08
173,1.62925e+08
173,1.64936e+08
173,1.56314e+08
173,1.69954e+08
173,1.59832e+08
173,1.55795e+08
173,1.60732e+08
173,1.62057e+08
173,1.55328e+08
173,1.62949e+08
173,1.57629e+08
173,1.56802e+08
173,1.58345e+08
173,1.64942e+08
174,1.61041e+08
174,1.56391e+08
174,1.62568e+08
174,1.58444e+08
174,1.6632e+08
174,1.73899e+08
174,1.60076e+08
174,1.61251e+08
174,1.5802e+08
174,1.62402e+08
174,1.61432e+08
174,1.59569e+08
174,1.63339e+08
174,1.60752e+08
174,1.68435e+08
174,1.64792e+08
174,1.56271e+08
174,1.57453e+08
174,1.60316e+08
174,1.59948e+08
174,1.60071e+08
174,1.56551e+08
174,1.59589e+08
174,1.58391e+08
174,1.59602e+08
174,1.62447e+08
174,1.56681e+08
174,1.55689e+08
174,1.59788e+08
174,1.56387e+08
174,1.64345e+08
174,1.57677e+08
174,1.56316e+08
174,1.61927e+08
174,1.59729e+08
174,1.63394e+08
174,1.6005e+08
174,1.62205e+08
174,1.60367e+08
174,1.56099e+08
174,1.5922e+08
174,1.60288e+08
174,1.56852e+08
174,1.63282e+08
174,1.59194e+08
174,1.56308e+08
174,1.58001e+08
174,1.6241e+08
174,1.60229e+08
174,1.65264e+08
175,1.59906e+08
175,1.63575e+08
175,1.58282e+08
175,1.62509e+08
175,1.64431e+08
175,1.75311e+08
175,1.61104e+08
175,1.5694e+08
175,1.59319e+08
175,1.56403e+08
175,1.70074e+08
175,1.60416e+08
175,1.56214e+08
175,1.56428e+08
175,1.60288e+08
175,1.59611e+08
175,1.59838e+08
175,1.59192e+08
175,1.63241e+08
175,1.60352e+08
175,1.58453e+08
175,1.61046e+08
175,1.56153e+08
175,1.55766e+08
175,1.61538e+08
175,1.58632e+08
175,1.59049e+08
175,1.56333e+08
175,1.66538e+08
175,1.70136e+08
175,1.69012e+08
175,1.61145e+08
175,1.65706e+08
175,1.5628e+08
175,1.60964e+08
175,1.55896e+08
175,1.56605e+08
175,1.59203e+08
175,1.57386e+08
175,1.57186e+08
175,1.56813e+08
175,1.59466e+08
175,1.59657e+08
175,1.56647e+08
175,1.57879e+08
175,1.59481e+08
175,1.56472e+08
175,1.63107e+08
175,1.5749e+08
175,1.58181e+08
176,1.64265e+08
176,1.56567e+08
176,1.61993e+08
176,1.60071e+08
176,1.57531e+08
176,1.73429e+08
176,1.63368e+08
176,1.59259e+08
176,1.65909e+08
176,1.56802e+08
176,1.60461e+08
176,1.55662e+08
176,1.6131e+08
176,1.55802e+08
176,1.55962e+08
176,1.60036e+08
176,1.56487e+08
176,1.57456e+08
176,1.6198e+08
176,1.56298e+08
176,1.58483e+08
176,1.56018e+08
176,1.58403e+08
176,1.61455e+08
176,1.56291e+08
176,1.592e+08
176,1.56998e+08
176,1.56122e+08
176,1.59542e+08
176,1.59567e+08
176,1.5827e+08
176,1.56243e+08
176,1.59231e+08
176,1.63846e+08
176,1.61095e+08
176,1.58234e+08
176,1.59376e+08
176,1.57916e+08
176,1.58624e+08
176,1.56105e+08
176,1.56319e+08
176,1.56777e+08
176,1.62168e+08
176,1.66175e+08
176,1.55819e+08
176,1.6653e+08
176,1.59701e+08
176,1.63151e+08
176,1.66595e+08
176,1.59751e+08
177,1.58932e+08
177,1.57976e+08
177,1.56427e+08
177,1.62113e+08
177,1.70547e+08
177,1.73409e+08
177,1.5703e+08
177,1.56537e+08
177,1.64514e+08
177,1.5629e+08
177,1.56729e+08
177,1.66144e+08
177,1.65994e+08
177,1.64135e+08
177,1.65451e+08
177,1.62666e+08
177,1.58597e+08
177,1.60531e+08
177,1.59622e+08
177,1.56061e+08
177,1.57315e+08
177,1.58019e+08
177,1.55756e+08
177,1.57936e+08
177,1.63468e+08
177,1.62833e+08
177,1.61957e+08
177,1.6409e+08
177,1.56587e+08
177,1.59459e+08
177,1.56309e+08
177,1.63115e+08
177,1.56357e+08
177,1.57582e+08
177,1.65116e+08
177,1.57413e+08
177,1.59224e+08
177,1.562e+08
177,1.56099e+08
177,1.65081e+08
177,1.61332e+08
177,1.66546e+08
177,1.67581e+08
177,1.66043e+08
177,1.61809e+08
177,1.57108e+08
177,1.58807e+08
177,1.56171e+08
177,1.55999e+08
177,1.6621e+08
178,1.68608e+08
178,1.59491e+08
178,1.60613e+08
178,1.58609e+08
178,1.70808e+08
178,1.75627e+08
178,1.57564e+08
178,1.56566e+08
178,1.59191e+08
178,1.60885e+08
178,1.62006e+08
178,1.57004e+08
178,1.65304e+08
178,1.56451e+08
178,1.60488e+08
178,1.55969e+08
178,1.56023e+08
178,1.59348e+08
178,1.62033e+08
178,1.58743e+08
178,1.55514e+08
178,1.56409e+08
178,1.61332e+08
178,1.58605e+08
178,1.56502e+08
178,1.64583e+08
178,1.5967e+08
178,1.64691e+08
178,1.60495e+08
178,1.60107e+08
178,1.62804e+08
178,1.59641e+08
178,1.65324e+08
178,1.60613e+08
178,1.59745e+08
178,1.62619e+08
178,1.56067e+08
178,1.63343e+08
178,1.56281e+08
178,1.56556e+08
178,1.59632e+08
178,1.56318e+08
178,1.56929e+08
178,1.58537e+08
178,1.56737e+08
178,1.62023e+08
178,1.58914e+08
178,1.57325e+08
178,1.56037e+08
178,1.55805e+08
179,1.63224e+08
179,1.58787e+08
179,1.56464e+08
179,1.61061e+08
179,1.62357e+08
179,1.73278e+08
179,1.59656e+08
179,1.60304e+08
179,1.61007e+08
179,1.55984e+08
179,1.67026e+08
179,1.66553e+08
179,1.68924e+08
179,1.61528e+08
179,1.60598e+08
179,1.60943e+08
179,1.56782e+08
179,1.61283e+08
179,1.5813e+08
179,1.55367e+08
179,1.58151e+08
179,1.5614e+08
179,1.58124e+08
179,1.60824e+08
179,1.59131e+08
179,1.59035e+08
179,1.57615e+08
179,1.58783e+08
179,1.62732e+08
179,1.58241e+08
179,1.55802e+08
179,1.60218e+08
179,1.62819e+08
179,1.63726e+08
179,1.55696e+08
179,1.59551e+08
179,1.5829e+08
179,1.59589e+08
179,1.58787e+08
179,1.55552e+08
179,1.56529e+08
179,1.62907e+08
179,1.61782e+08
179,1.58385e+08
179,1.59868e+08
179,1.62078e+08
179,1.62276e+08
179,1.56381e+08
179,1.59609e+08
179,1.581e+08
180,1.56924e+08
180,1.63479e+08
180,1.59851e+08
180,1.59014e+08
180,1.70566e+08
180,1.73886e+08
180,1.66858e+08
180,1.59343e+08
180,1.5992e+08
180,1.61681e+08
180,1.56476e+08
180,1.63806e+08
180,1.59207e+08
180,1.56875e+08
180,1.56688e+08
180,1.56422e+08
180,1.66113e+08
180,1.58481e+08
180,1.57168e+08
180,1.58944e+08
180,1.56614e+08
180,1.57039e+08
180,1.56099e+08
180,1.56232e+08
180,1.60624e+08
180,1.60177e+08
180,1.5672e+08
180,1.67932e+08
180,1.56636e+08
180,1.63081e+08
180,1.56492e+08
180,1.57301e+08
180,1.57556e+08
180,1.56473e+08
180,1.62849e+08
180,1.57768e+08
180,1.60087e+08
180,1.66721e+08
180,1.56839e+08
180,1.584e+08
180,1.55995e+08
180,1.56029e+08
180,1.62693e+08
180,1.59749e+08
180,1.63253e+08
180,1.57746e+08
180,1.5649e+08
180,1.64073e+08
180,1.56611e+08
180,1.58496e+08
181,1.5978e+08
181,1.57067e+08
181,1.61693e+08
181,1.57068e+08
181,1.64366e+08
181,1.68846e+08
181,1.56039e+08
181,1.68472e+08
181,1.56695e+08
181,1.60028e+08
181,1.62134e+08
181,1.60129e+08
181,1.64431e+08
181,1.56451e+08
181,1.69759e+08
181,1.59909e+08
181,1.57361e+08
181,1.63636e+08
181,1.62318e+08
181,1.56954e+08
181,1.62224e+08
181,1.56368e+08
181,1.56625e+08
181,1.5988e+08
181,1.55941e+08
181,1.60151e+08
181,1.56514e+08
181,1.59036e+08
181,1.64301e+08
181,1.57816e+08
181,1.63491e+08
181,1.55327e+08
181,1.63568e+08
181,1.59299e+08
181,1.59691e+08
181,1.57783e+08
181,1.55631e+08
181,1.56646e+08
181,1.63886e+08
181,1.57455e+08
181,1.60288e+08
181,1.60714e+08
181,1.62661e+08
181,1.60836e+08
181,1.58478e+08
181,1.56161e+08
181,1.58536e+08
181,1.59522e+08
181,1.60798e+08
181,1.56745e+08
182,1.60503e+08
182,1.59871e+08
182,1.56128e+08
182,1.57677e+08
182,1.58334e+08
182,1.69627e+08
182,1.58092e+08
182,1.6246e+08
182,1.65888e+08
182,1.5634e+08
182,1.57385e+08
182,1.60416e+08
182,1.58052e+08
182,1.64194e+08
182,1.68885e+08
182,1.57224e+08
182,1.58611e+08
182,1.55923e+08
182,1.56866e+08
182,1.65673e+08
182,1.61885e+08
182,1.60359e+08
182,1.6526e+08
182,1.5912e+08
182,1.59664e+08
182,1.56322e+08
182,1.61495e+08
182,1.56443e+08
182,1.60631e+08
182,1.58707e+08
182,1.57284e+08
182,1.59556e+08
182,1.56172e+08
182,1.59294e+08
182,1.578e+08
182,1.60706e+08
182,1.61972e+08
182,1.60634e+08
182,1.56998e+08
182,1.60877e+08
182,1.57044e+08
182,1.61529e+08
182,1.60829e+08
182,1.57203e+08
182,1.55906e+08
182,1.5739e+08
182,1.61148e+08
182,1.57446e+08
182,1.5651e+08
182,1.58525e+08
183,1.61022e+08
183,1.57148e+08
183,1.61959e+08
183,1.59464e+08
183,1.62841e+08
183,1.76967e+08
183,1.65517e+08
183,1.57703e+08
183,1.66633e+08
183,1.57283e+08
183,1.5868e+08
183,1.67643e+08
183,1.60226e+08
183,1.56923e+08
183,1.64531e+08
183,1.61942e+08
183,1.56397e+08
183,1.61303e+08
183,1.55693e+08
183,1.63786e+08
183,1.61169e+08
183,1.58552e+08
183,1.572e+08
183,1.60126e+08
183,1.57642e+08
183,1.57765e+08
183,1.55571e+08
183,1.56328e+08
183,1.61602e+08
183,1.57302e+08
183,1.59822e+08
183,1.56041e+08
183,1.58378e+08
183,1.60459e+08
183,1.59563e+08
183,1.60358e+08
183,1.55832e+08
183,1.65253e+08
183,1.58826e+08
183,1.59891e+08
183,1.61712e+08
183,1.57646e+08
183,1.60211e+08
183,1.60823e+08
183,1.59911e+08
183,1.62463e+08
183,1.60235e+08
183,1.63238e+08
183,1.6108e+08
183,1.58952e+08
184,1.62138e+08
184,1.62686e+08
184,1.63487e+08
184,1.60642e+08
184,1.63452e+08
184,1.67881e+08
184,1.68188e+08
184,1.59962e+08
184,1.62947e+08
184,1.59408e+08
184,1.56209e+08
184,1.63992e+08
184,1.56989e+08
184,1.57181e+08
184,1.56153e+08
184,1.62515e+08
184,1.71791e+08
184,1.6365e+08
184,1.64085e+08
184,1.58652e+08
184,1.55855e+08
184,1.60509e+08
184,1.61213e+08
184,1.56373e+08
184,1.56032e+08
184,1.57359e+08
184,1.57588e+08
184,1.57204e+08
184,1.56214e+08
184,1.60101e+08
184,1.68823e+08
184,1.63435e+08
184,1.56488e+08
184,1.59676e+08
184,1.57838e+08
184,1.61044e+08
184,1.56784e+08
184,1.56191e+08
184,1.56838e+08
184,1.61195e+08
184,1.57295e+08
184,1.56399e+08
184,1.5988e+08
184,1.61555e+08
184,1.6297e+08
184,1.56698e+08
184,1.61232e+08
184,1.65351e+08
184,1.6736e+08
184,1.61773e+08
185,1.56958e+08
185,1.5852e+08
185,1.62716e+08
185,1.63e+08
185,1.65738e+08
185,1.72077e+08
185,1.56285e+08
185,1.5872e+08
185,1.59591e+08
185,1.56228e+08
185,1.59521e+08
185,1.56505e+08
185,1.60479e+08
185,1.59681e+08
185,1.57048e+08
185,1.58405e+08
185,1.59734e+08
185,1.58905e+08
185,1.6049e+08
185,1.59476e+08
185,1.60034e+08
185,1.64575e+08
185,1.60348e+08
185,1.5662e+08
185,1.59458e+08
185,1.6123e+08
185,1.57188e+08
185,1.61452e+08
185,1.69699e+08
185,1.68307e+08
185,1.57498e+08
185,1.65064e+08
185,1.60526e+08
185,1.61156e+08
185,1.55726e+08
185,1.59299e+08
185,1.60308e+08
185,1.56356e+08
185,1.55853e+08
185,1.63461e+08
185,1.6116e+08
185,1.60664e+08
185,1.56826e+08
185,1.60063e+08
185,1.5692e+08
185,1.60951e+08
185,1.57811e+08
185,1.58457e+08
185,1.57391e+08
185,1.57632e+08
186,1.5651e+08
186,1.64665e+08
186,1.55911e+08
186,1.59436e+08
186,1.65626e+08
186,1.64516e+08
186,1.59814e+08
186,1.57051e+08
186,1.58084e+08
186,1.59919e+08
186,1.55798e+08
186,1.61381e+08
186,1.59346e+08
186,1.60947e+08
186,1.5679e+08
186,1.58433e+08
186,1.63815e+08
186,1.58431e+08
186,1.5862e+08
186,1.57988e+08
186,1.56197e+08
186,1.61045e+08
186,1.60648e+08
186,1.60747e+08
186,1.59624e+08
186,1.56521e+08
186,1.61088e+08
186,1.62554e+08
186,1.55505e+08
186,1.59265e+08
186,1.65309e+08
186,1.64579e+08
186,1.57766e+08
186,1.55949e+08
186,1.58548e+08
186,1.56333e+08
186,1.58632e+08
186,1.59475e+08
186,1.56387e+08
186,1.61558e+08
186,1.61437e+08
186,1.57651e+08
186,1.57066e+08
186,1.5952e+08
186,1.60636e+08
186,1.56861e+08
186,1.57038e+08
186,1.56176e+08
186,1.56368e+08
186,1.57587e+08
187,1.58815e+08
187,1.58454e+08
187,1.66965e+08
187,1.56613e+08
187,1.59986e+08
187,1.68307e+08
187,1.56122e+08
187,1.65116e+08
187,1.56889e+08
187,1.59268e+08
187,1.64416e+08
187,1.57229e+08
187,1.62829e+08
187,1.60396e+08
187,1.61519e+08
187,1.59223e+08
187,1.56844e+08
187,1.63871e+08
187,1.59431e+08
187,1.5622e+08
187,1.59525e+08
187,1.56114e+08
187,1.57155e+08
187,1.60556e+08
187,1.59474e+08
187,1.64019e+08
187,1.60534e+08
187,1.63123e+08
187,1.60094e+08
187,1.61763e+08
187,1.62089e+08
187,1.63155e+08
187,1.57938e+08
187,1.64534e+08
187,1.57358e+08
187,1.65669e+08
187,1.5949e+08
187,1.58828e+08
187,1.57441e+08
187,1.55891e+08
187,1.6752e+08
187,1.65883e+08
187,1.59434e+08
187,1.63451e+08
187,1.56201e+08
187,1.64834e+08
187,1.6293e+08
187,1.56599e+08
187,1.64286e+08
187,1.56378e+08
188,1.57321e+08
188,1.61885e+08
188,1.5655e+08
188,1.58265e+08
