modo;vertices;aristas;duracion;densidad
arreglo;50;86;484052;0.0702040816327
cola;50;86;206056;0.0702040816327
arreglo;50;86;481968;0.0702040816327
cola;50;86;200476;0.0702040816327
arreglo;50;86;479128;0.0702040816327
cola;50;86;200188;0.0702040816327
arreglo;50;86;479192;0.0702040816327
cola;50;86;202088;0.0702040816327
arreglo;50;86;478080;0.0702040816327
cola;50;86;202948;0.0702040816327
arreglo;50;86;476720;0.0702040816327
cola;50;86;199556;0.0702040816327
arreglo;50;86;479456;0.0702040816327
cola;50;86;224024;0.0702040816327
arreglo;50;86;479988;0.0702040816327
cola;50;86;196148;0.0702040816327
arreglo;50;86;478216;0.0702040816327
cola;50;86;200656;0.0702040816327
arreglo;50;86;483556;0.0702040816327
cola;50;86;198940;0.0702040816327
arreglo;50;86;476444;0.0702040816327
cola;50;86;202180;0.0702040816327
arreglo;50;77;477352;0.0628571428571
cola;50;77;184284;0.0628571428571
arreglo;50;77;476992;0.0628571428571
cola;50;77;184072;0.0628571428571
arreglo;50;77;476088;0.0628571428571
cola;50;77;187380;0.0628571428571
arreglo;50;77;533052;0.0628571428571
cola;50;77;183632;0.0628571428571
arreglo;50;77;477648;0.0628571428571
cola;50;77;184580;0.0628571428571
arreglo;50;77;532840;0.0628571428571
cola;50;77;184468;0.0628571428571
arreglo;50;77;475864;0.0628571428571
cola;50;77;183488;0.0628571428571
arreglo;50;77;473504;0.0628571428571
cola;50;77;186724;0.0628571428571
arreglo;50;77;483612;0.0628571428571
cola;50;77;186772;0.0628571428571
arreglo;50;77;481064;0.0628571428571
cola;50;77;184992;0.0628571428571
arreglo;50;77;476676;0.0628571428571
cola;50;77;185600;0.0628571428571
arreglo;50;80;477152;0.065306122449
cola;50;80;183868;0.065306122449
arreglo;50;80;475012;0.065306122449
cola;50;80;184728;0.065306122449
arreglo;50;80;473440;0.065306122449
cola;50;80;183684;0.065306122449
arreglo;50;80;472388;0.065306122449
cola;50;80;185828;0.065306122449
arreglo;50;80;477492;0.065306122449
cola;50;80;219080;0.065306122449
arreglo;50;80;473936;0.065306122449
cola;50;80;185096;0.065306122449
arreglo;50;80;474684;0.065306122449
cola;50;80;183972;0.065306122449
arreglo;50;80;472348;0.065306122449
cola;50;80;184368;0.065306122449
arreglo;50;80;475660;0.065306122449
cola;50;80;184364;0.065306122449
arreglo;50;80;474568;0.065306122449
cola;50;80;216028;0.065306122449
arreglo;50;80;471864;0.065306122449
cola;50;80;186816;0.065306122449
arreglo;50;85;476448;0.069387755102
cola;50;85;184112;0.069387755102
arreglo;50;85;477076;0.069387755102
cola;50;85;184844;0.069387755102
arreglo;50;85;552580;0.069387755102
cola;50;85;183712;0.069387755102
arreglo;50;85;486744;0.069387755102
cola;50;85;184448;0.069387755102
arreglo;50;85;477224;0.069387755102
cola;50;85;183360;0.069387755102
arreglo;50;85;498604;0.069387755102
cola;50;85;185196;0.069387755102
arreglo;50;85;479036;0.069387755102
cola;50;85;182704;0.069387755102
arreglo;50;85;475968;0.069387755102
cola;50;85;183888;0.069387755102
arreglo;50;85;475644;0.069387755102
cola;50;85;183188;0.069387755102
arreglo;50;85;476532;0.069387755102
cola;50;85;184336;0.069387755102
arreglo;50;85;476564;0.069387755102
cola;50;85;184516;0.069387755102
arreglo;50;92;468380;0.0751020408163
cola;50;92;209016;0.0751020408163
arreglo;50;92;467984;0.0751020408163
cola;50;92;212444;0.0751020408163
arreglo;50;92;468564;0.0751020408163
cola;50;92;212836;0.0751020408163
arreglo;50;92;503420;0.0751020408163
cola;50;92;215180;0.0751020408163
